text	label
@user Buhariko to buhari yayafema Allah kuma ya kamu kaidashi ranar wlh zakugane Annabi Isah ba Dan allah bane 😱	negative
@user Nikam wai yan gudun hijira ne kawai suke da rai mutanen gari kam Baku ganin ukuba da wahalar da suke ciki ne jama'a komi wai aka samu yan gudun hijira yan gudun hijira 😠😡😱😱😒😫😏😚	negative
@user Kuttumar uba...ai dole muko ma guna😂😂	negative
@user Akwai jarababbu d yawa😎	negative
@user Lanberia kenan😅...ai suna sane suka kunno kayar su,,dama ai lokacin siyasa ya kusa~salon su raba mana hankali~sun dade barakar bata yage ba~anki adinke barakar...😡😡😡	negative
@user Boko haram sun shiga garinmu garkida sun tarwatsa kowa kowa yanbar gari an kashe wasu mutanen mutanena sun shiga wani hali bazan taba manta wanan ranan nan ba 😭😭😭😭	negative
@user Duk salon yaudara ce kawai saboda ‘yan Najeriya su zabe shi a 2023!. Tun yaushe ake shan wahala a Najeriya? Ko sai yau ya sani? 😒	negative
@user Wai Cameroon domin lalacewa, gaskiya shugabanninmu basu da amfani😡	negative
@user Lol hadda Yan nanaye akemana adawa🙆🙆🙆	negative
@user Shikadai yasan wutar da yake karba yanxu haka 😔😂😂	negative
@user Wannan tatsuniya ce hira ne yake fada kawae 😢😢 yasan da haka ya tafi can yawon barbada 🖕🏻	negative
@user Yau ba ranar kulaku bace😂 No charge No surp	negative
@user Yau da shuwagabannin Najeriya ke bada iska da numfashi da tuni babu iri irin mu a doran qasa. 😔😔	negative
@user Idan kana iskancinka to katsaya iya jaharka amman inkashigo nan to tabbas zamu yimaka abinda baka tsammani koda babankae bihari😎	negative
@user Ko a mafarki kinki mu haddu sai jiya, Jiya ma zamu haddu akawasa ruwa natashi daga bacci am really unlucky gaskiya😄😅😭😭😭	negative
@user Wai ya makeup da kikeyi ba'a rage maki bakin vampires din ki ne? Baki har kunne😂😂	negative
@user An tarwatsa layin zabe a rumfar Mai Garin Gama👉 https://t.co/hkIGhLNwt3 #KanoRerun #NigeriaDecides #Kanodecides https://t.co/D2Uan8BrSz	negative
@user Subahana babu amana😂	negative
@user Yafi cuta illa 🤒 😂	negative
@user Allah ya kara_next time tayi mata kunfu🔨🏃🏃🏃	negative
@user Anci kudin dalibai. Hahahahah😀😂🤣 #mbuhari is working	negative
@user Mu masana ilimin yunwa mun tabbatar da 29 za'ayi 🙄🙄	negative
@user Da wani wawan fuskanshi a gurin🙄	negative
@user Ana iya shege a Nigerian 😂	negative
@user 😭😭😭😭aikin knn Sai kwamushe yayan alummma ake Amma Kuna ta allurar karya wae Corona hmm kuje kufara karbo yaran da aka dauke snn kuzo kuyi mgn Corona	negative
@user tabar solobiyo da bashi🤣	negative
@user Tsakanin Mu da ke Sai Allah ya Isa kawai,Dun da baki Saka Wa ennan Hotunan ba, tun farko, da hakan Bata Faru ba, kuma Ma Kukan Me Zaki Zo nan kinayi, me Yasa Bakiyi tunani, tun Kafin ki Saka su ba, A dole ke kin waye, ke ga Celebrity, A zindir Allah ya isar mana Wlh 😢😢	negative
@user Insha Allahu baza a bayar ba karawa me karfi karfi asara ne wlh Allah Ameen 😂	negative
@user Dan Allah idan an girma Asan an girma. A wnn shekarun kana Irin wnn maganar. Kace ba'a taba Barna Irin wnn lkcn ba, abun nan fa abuse yake. Mai girma minista Ina ganin Girman ka😭	negative
@user Eh hakan zai taimaka kam. Esp. Wajen tada musu da hankali. 😅 Su baba an waiwayi kurame. Ohh!	negative
@user Gaskiya wannan hukunchi baiyi ba kuma abun yafara yawa sallar ma arasa lokachin hanata sai da axumii xa'ahana to ALLAH GASUNAN GAKA 😭😭😭😭😭	negative
@user Bb munfakai NE bayan zabe 🤔	negative
@user In ta mune, har abada kar ma ya yi inganci😏🙄	negative
"@user Daga Baya kenan* """"""""""""""""""""""""""""""""Tusane ya qarewa bodari"""""""""""""""""""""""""""""""" """"""""""""""""""""""""""""""""Kuma babu wata shiga da kunun zaqi zaiyi yabawa koko tsoro"""""""""""""""""""""""""""""""" U can't undo what has happened girl Cuz u created the chance. Emmm sorry bby😟"	negative
@user Kaga dan bura uba kamar ya daga tutar musulunci se faman kwalalo ido yakeyi hiihihih😂😂😂😂	negative
@user kugaya mishi buhari be ma San anyimishi mutuwa ba ai haryanzu😂😂😂	negative
@user 😂🤣😄shegiya Weed Bbc ashe kuma kukan taba	negative
@user @user @user taraba diyan banza😸	negative
@user Ina ruwanmu daman bazamu ba 😏 Wancan shhekaran ma da muka je 200 ya bamu dan uwatar 😎😏	negative
@user Zasu sa miki hawan jini kau😂😂😂	negative
"@user Ansace Yaran Primary a Kaduna Yau Baice komai va, Amma kaji Mugun Wai a yau din dai ya fito yana Taya Mawaqa Murna🤣🤣 Alqur""""""""""""""""""""""""""""""""an yan Arewa kun Zabi Keken Bera🏃🏃"	negative
@user Dama an ce yaranta kaman hauka ne.. sai ya he ya ci gaba da dawisu sa a gidan baban sa.😁😂🤣	negative
@user Allah ya tsinewa amnesty albarka. Allah ya wulakanta su fiye da yadda suke wulakanta bangarorin musulunci. Ameen ya HAYYU YA QAYYUM 😭	negative
@user All dis and dt na scam ... .. dole qanwar naqi @user .. ta sanadinki .. anyima annabinmu isgili ... mara kunya kawae ...😡😡.. dawai ribabban jikinki . Mara albarkan dunia bare qiyama ...👺👺	negative
@user Saidai rahama taji kunya Kuma tasabajin Kunya dama🙄🙄	negative
@user YDG dama idon kaji saurayin da yace ma budurwa ta turo Mai da tsiraicin ta, toh ba auran ta zai yi ba lalata kawai yake so yayi 😭😭	negative
@user Kayyasa 🤗🤗🤗🤗🤔🤔🤔Gaskiya bata kyautata ba.	negative
@user Za ta kwashi kashin ta a hannu kuwa😆	negative
@user Kaji abin haushi toh uwar me mutun zaizo yayi daga kano zuwa kaduna Allah n tuba ay gara na tafi kauyen dadin kowa🤣	negative
@user 'Yan bindiga sun sace 'yan China huɗu a Calabar da ke kudancin Najeriya 👉 https://t.co/gIeOaj41G8 https://t.co/VHRp60F17d	negative
@user Muna funcin banza 😏	negative
@user Akwai Allah aie shiyasa basu damuba koda Nigeria zata lalace a shiga yaqi da tashin hankali tunda sunada inda zasuje su huta 😭	negative
@user Wllh wannan azzalumi magani guda a harbe shi har lahira domin yazama darasi ga azzalummai irin shi, Ni gaskiya banga alamun yin adalci a gwamnatin Shugaba @user ba wllh, Wannan ta'asa har ina?😭😭😭😭😭😭😭😭😭😭😭😭😭😭	negative
@user yana dan kauyensa See the mouth 😂😂😂 http://t.co/u8KxQ0jMhE	negative
@user @user Uwar me zasu musu, bayan sun fada anqaryata suuu😏	negative
@user Dan daura Mayen jirgi😂😂	negative
@user bandicts Jiya ma da daddare sunshiga garin Dan kaya dake Sheme ward sunkashe mutum ukku aciki harda jariri,sun kwashi dukiya sun ware abunsu kamar yadda suka saba.bayannan suntafi Qauyen Unguwar Hayaqi nan ma sun kwashi dukiya suntafi hankalin su a kwance.😭🤲 https://t.co/4qpaWvVh3C	negative
@user Kai zakuci kaniyan ku fah.😠 Kaga ja'iran yara😡	negative
@user Tariq ae an dade ba ayi wawa jaki kamarsa ba 💯snitch	negative
@user Ai kin banzah kenn🤷ina wadan da aka saya a baya ?	negative
@user To me za'ayiwa gawar shegen kenan😀😀😀	negative
@user Wallahi inada yaqini cewa buhari baze iya gyara nigeria ba nananda shekara ashirin masuzuwa buhari yakasa #SecureNorth 😭😭😭	negative
@user @user ga abinda talakawanka suka fi bukata nan ba wannan bah ka tuna talakawa na cikin mawuyacin hali a kasarka End Sars❌ End North Banditry ❌ #EndSARS #EndNorthBanditry ka duba halin da talakan ka yake ciki	negative
@user 😂😂😂😂kana samun baki a cikin interview	negative
@user Ai da alama zai zama bashi ga tsuntsu ba shi ga tarko, kuma yayi mutuwar almuru kenan.😀😀	negative
@user Wadannan Kamata yayi I.G of police yasa aci UWAR Wadannan jakai 😠😠😠😠	negative
@user ina nillahi ah ah jiya fa akace an kwashe mutane fiye da 50 a naija yau kuma 👌🤔	negative
@user Na rasa mahaifiya da yar'uwata a wannan shekarar so bazan taba mantawa da ita ba har Nima in koma ga Allah 😭😭	negative
@user bakin rijiya ba wajan wasan yaro bane 😁	negative
@user Kowa anan zai nuna shi he is pure while he isa devil himself wasunku masu zagin @user anan shahararrun yen iskane wasuma yen luwadi ne wasu kawalai ne kannanku wasu karuwai ne irin shigar dasukeyi ma ya baci sune zuwa party,club amma kunaku ba iskanci sukeba idiots😠😠😠	negative
@user @user @user masu manufa mai kyau ba irin su oo ba iyayen baragada😨	negative
@user Ya dawo kaduna su hade da @user Su yi ta bankaura😂	negative
@user Mutanenda suka kasa kashe wutar gidajensu taya za ayi sukashe ta makwabta? Neman iyawane dama yakaisu dakuma andade ba hawo jirgiba 🙆	negative
@user don Allah suyi wannan qarin mu wuce gurin tunda shi Buhari baqin ciki yakeyi da walwalar talaka😎	negative
@user Kowa na karbar tsabga... BBC ma sun rasa labarin da zasuyi posting sae kamekame 😂	negative
@user Ya ce ya kasa ya sauka ya bar mulkin tunda ba dashi aka zo dunia ba ehe 😏 #SecureNorth	negative
@user @user Baba kenan to mudai muna water🤣🤣	negative
@user Ya kamata auren na gida,ko baki ci kin sha ba xaki ga uwar ki a kan kari😂😂😂	negative
@user Rashin iya buga tamola 😅	negative
@user @user Ina goyon bayan jaridar @user domin babu banbanci tsakanin mulkin Buhari da mulkin Soja wallahi, ta kowane fanni matsaloli ne, duba da irin yadda ake yiwa talakka mulkin mallaka, Babu wani Abu na cigaba ga talaka a Nigeria😭😭	negative
@user Wacece Zahra wacece Kiki ? End Banditry in the North 🙄 Bamu yafeba.	negative
@user Dama duk karyane inji gwamnanmu ba injiniba 🗣️🗣️🗣️🗣️	negative
@user Saboda munafiki ne, duk silan korarmu daga world cup😏	negative
@user @user Lol 😂 Sunji uwar wuta kenan	negative
@user Hakika. Late comer badan azziki bane bazan mantaba antaba yimin kof daya wallahi yadda naji araina kamar namutu amma gashi ina rayuwa cikin kunci dalilin rashin masoyiyata Allah sarki mutuniyar kirki baban tane me son abin Duniya 😭	negative
@user Su kashe Su kawai! Su Aikowa Gwaunatin Nigeria da Kawunan su, saboda Suma next tym idan sun kama sudau mataki irin haka!🤷‍♂️	negative
@user @user Hmmmm! In ance musu maras mutunci su zagi mutane. Ji yadda ta rungume shi kamar wani muharramin ta all in d name of wayewa🙌	negative
@user Haka ya kamata a dinga yiwa shegun masu sace mana kudi😂😂	negative
@user Durkushewa ta nawa kuma? Wannan daga daga cikin karya da ya saba ne.🤦	negative
@user Eh musammam ma mugun bawa iron wannan👉 https://t.co/dI9R5279N5	negative
@user na nesa Ke amfana, yayinda na karkashin ta keshan rana. Akan danganta Hakan da mutumin dana kusa dashi basu amfanar sa 😆	negative
@user Abun ba magana kamar a anshe ma kuddi, Allah yasa rakkiya na tai yi 😇	negative
@user Qaryar banza kawai mudai ba muga alamar hkan ba ai 😎	negative
@user Wato Sai ina Ga kamar hukumomin kasar nan Basu gano rikicin Katsina Zamfara da Sokoto ba rikicin bandits bane, wallahi faction ne na Boko Haram. Idan zasu yi da gaske suyi ba zancen sulhu da Yan iska😣😣	negative
@user Toh😲 wata sabuwa inji yan chacaha	negative
@user Hmm Ka gama da talawa wlh 🤛	negative
@user Bazamu yafewa duk wanda yake da sa hannu a rusa kano ba allah ya isa harbayan ranmu bazamu yafeba 😭	negative
@user mungaji da karya since..... 😎😎😎	negative
@user Karyane yen Hizbah kuma yen iskane🤫	negative
@user Tabar BBC da bashi 😃😃😃	negative
@user Allah ya la.anci shugaban France da magoya bayan sa Allah kasa a kai masu mummunan hari 🔫🗡🧨💥💣💣💣🤨	negative
@user Shi wanan Baturen pha na kusa dashii koh shine babban Wanda ya cucemu da ya bayar da yancin 😁	negative
@user Africa gidan mahaukata 😂😂😂	negative
@user Qazamar banza Kinyi hasara wallahi Abanza zaki tafi wuta jaka👊🏽 https://t.co/3ME3JhESOK	negative
@user Lol. Smh wallahi dai banga abun shaawa anan ba. Da na tsaya sauraran wanan abun gara kaimun bulala 30 zaifimun🤣	negative
@user Idan anki kuma fa🤔	negative
@user This old man she said Nigeria guy's cima zaune. Dan mai danna jaa🔥 kaje kaduba N_powar sunfito inka isa kabasu aiki 😠😠	negative
@user Idan akaci gaba da lafiya ahaka, mafita daya ce ga yan arewa shine su fara ramuwar gayya kawai🙅🙅	negative
@user 8 :2 zaama yan banza halda macron sai ya samu buttttttttttttttttttt 😃😅😂	negative
@user Wannan karya da yawa take😂😂😂😂	negative
@user Kutmelesiiiii yaji amsa Kam 🤣🤣 🤣	negative
@user Kace ba a Nigeria kadai bane akwai en iska 😂😂😂	negative
@user Kuji dan iska ana sacemu amma wae mawaka yake taya wa murna 😠	negative
@user Gaskiya ina fatan haka amma dai abin kamar da wuya😢😢😢	negative
@user wlh banji dadin qazafin nan d akae miki va kuma Allah xae saka miki kiyi hakuri abun n matukar bata min rae 😭will marry me wlh ina kaunarki kuma xan kasance tare dake amma nasan bai xama dole ki amunta dani ba amma ni dagaske nake ina s0nyin rayuwa dake	negative
@user Wllh Banga amfani Zama da wanna zindikinba Kawai ayanki mishi hukuchi Da adinnimu ya tana da Allah ya Isa yahudanchi yachika duniya ya rabb kastarimu da tabiwa ire wanna turdakai da haihuwar ka kwara barinka wallahi 😭😭	negative
@user Ya tafi da daloli kawai sai a canza sakamakon zaben😂😂	negative
@user Babu na Allah ??😂	negative
@user Wannan abin fa 🤔 Naga alamun dagaske ne, anma su kamfanonin layin da Kuma bakuna zasu Sha wahala	negative
@user Da kuwa najeriya ta wargaje! Allah yasa shekara 8 dinnan iyakacin abunda zasuyi kenan har abada karsusake dawowa😎	negative
@user Indai kuwa sunyi kama da juna, to Amerikawa suna ruwa🐕🐕	negative
@user Irin yadda kike shan zagi a social media ne. 😂	negative
@user Barkonon tsohuwa zaa harba mar😀	negative
@user Ae mahmud ya jazama masu sunan shi😂	negative
@user Yau ranar kaza gobe ranar kaza yen yen yen..saimuga yazusuyi idan ranakun suka kare abubuwan yin basu kare ba🤣🤣🤣🤣	negative
@user Gaskiya Nigeria taji kunya, ace dan kasa sai ya debi abinci xai ci, sannan kuma a kama shi wannan tirr ne a duniya 😢	negative
@user A duk lokacin da kakeso ka gano matsala akan wani! Toh tabbas ka shiga inda dole wataran sai an gani! Maaurata ba yara bane! This is stupidity 😡	negative
@user Mahari ❌ Dan ta'adda ✔	negative
@user Madugu ya tsorata 😂	negative
@user Sbd rashin sanin makamar aiki🤔	negative
@user Taji kana kiran 15b . I abun ba hauka bane, ko hanyar sata xubasu babbar riga suma 😂🤣	negative
@user Suma cin Dan uwarsu 🤣	negative
@user Wlh ina tausaya mata dole taci kutumar uban ta waiyo allah walakiriiii Rip @user 😢😢😢	negative
@user Kungiyar likitoci ta Najeriya reshen jihar Kano ta tabbatar wa BBC mutuwar likita daya a jihar, yayin da 34 da sauran ma'aikatan lafiya suka kamu da cutar korona. 👉 https://t.co/H6Ldli9QYq	negative
@user Ba don Allah akeyi ba kenan😀	negative
@user Kai JAMAA 🤣🤣 wai Shin ah Ina @user kejin gulma neh. Koh dai son hada fada https://t.co/1WCFTZYRsm	negative
@user Kinga adai dai kenan yanda allah zaici ubanki tnda izgili kike yi masa . Wannan shine kin sani kin take kenan; tab kina ruwa😛😛😛😛	negative
@user Kaji Dan wahala kayi a banza 🖕🖕	negative
@user A banza ance da karuwa yar iska 💁💁💁	negative
@user Gaskiya wannan RISHIN SANIN CIWON KAI NE, yayinda Nigeria ke fuskantar kalu_ balan tsaro ta ko ina, wasu keson a canza mata suna ☹️☹️☹️☹️	negative
@user Gaskiya Trump bai ya abin da ya dace ba 😎	negative
@user @user Mudai muna ruwa 😔 Ba damn kallo	negative
@user Da kudin mu, ma bamu ga wuta ba’ ballan tana ace kyauta za’a bamu 😏😏😏	negative
@user Shege da baki 😄 kamar kare ya kurbi ruwan dumi	negative
@user Bakusa uwar me sabulun ba ai 😂	negative
@user Waike Yanzu kina da Bakin mgn tir tir nifa na tsani Mai Hali irin naki wlh🙆🙆🙆	negative
@user Allah y rahamsheshi ya saka mana dan ni wallahi billahi bazan yapeba😭😭😭	negative
@user Tafi tafi mah xa’ace an sace shugaban kasar indae aka cigaba da haka 🤔	negative
@user Zasu ci da mutane NE in sun hanasu neman kudi? 🤔🤔	negative
@user BBC iyayen propaganda... Da Boko Haram din dakuma IS din duka Mutane dayane, Kuma iyayen gidansu dayane su France, England da America. @user @user @user @user @user ba abunda Alumma sukeso kuke yadawaba illah kuna yada abunda iyayen gidanku sukeso 😏	negative
@user @user A uwark... Dandai yau jumaat dana baki rua😞	negative
@user Kina Ruwa Sa'adatu am 😀	negative
“@user: 'Yan Boko Haram sun sace mutane a Kamaru http://t.co/iyhSNTVvj0”😿	negative
@user Wani a ciki uban wasu ne, wani a ciki mijin wata ne, wani a ciki yana da iyaye tsofaffi wanda dashi suka dogara... Sai dai kawai suji kamar a mafarki ance musu an yanka wane😭... Wannan rashin imani da me yayi kama?	negative
@user Ba sai ayi mugani ba In tusa zata hira wuta 😂 ni wlh Sam bantaba Jin shi a matsyn shugaban da zai iya rike Nigeria ba ko dayake sanda yai mulki baa haifeniba amma dai ni banji yana da kirkin ko kwarin gwiwar farfado da Nigeria saboda ai alamar karfi tana ga mai kiba😭	negative
@user Dama bayida wani anfani, sai dai kawai yan kudun Nigeria dasuke koyawa yan arewacin Nigeria iskanci👌🏻. Eg Zina da shigan banza!	negative
@user Wllh kwamnatimu tachikasun banza🙄😏kaijamaa anbasu sunruki duk dahaka suna niman na bati	negative
@user Ai da kasheshi sukayi Wlh da Mun huta 🙅🏼‍♂️	negative
@user Kanku akaijiii ba ruwana😕	negative
@user Shegen kayaaa bah... Mutumina yaji kidan Genaral a sama kenan!🤣🤣🤣	negative
@user Allah ya isan mu Garbati🙌😢	negative
@user Bashi mara ji ba😂😂🤣🤣😂	negative
@user Daga nan kasar italiya garin da covid 19 ya kashe mutum million 2, Wannan rashin aikin Yi ne kokuma hauka ne ko Neman magana, Ina ruwanmu da fassaran kukan mage nabi mage da gudu Babu takalma 🏃🏃🏃	negative
@user Kowa yatuba dan wuya bbu lada😏	negative
@user Agaskiya baa kyautawa mutanen kano ba.😀😀amma bamusan asalin yanda abin yake ba	negative
@user Ku dai ba kwa daukar darasin rayuwa. Kurar da kawarki ta tayar har yanzu bata lafa ba fa. Amma maimakon kudan nutsu ku Bari ta lafa sannan a cigaba da gashi amma inaa..... Shine ke ma kike son jawo mana wani sabon zagin. Ba ku da kirki wallahi. 🙂	negative
@user Ban yarda ba, idan kana yi, da baka Kara kudin man fetur ba, tunda Kaine ministan fetur.😒	negative
@user Ku kuka sani🤦, maga mai karya acikin ku👌	negative
@user Ƙarya kike☹️ You miss abroad dai coz of coro🤣🙄 Zaman gida dole 🇳🇬😜😜	negative
@user Kokuma munafi kai ba🦍🦍	negative
@user Kundin ubancan .. yaseen qarya kikeyi @user ... muzaki raena . Watou . Keee bakigama laefin shigan dakikayiva .. 😭😭😭 ... kinyi asaran dunia invaki kiyayeva .. asanadinki kinsa anzagi masoyin da Allah yayiki domin shi ... wlhy vamu yafeva ... munhadu gaban Allah ...	negative
@user Aniyar su ta para bayyana, mu mun san dole dama akwai lauje cikin nadi. Dole yan arewa mu chanja salo kuma mu tashi tsaye don wlhy an bar mu baya.😖🙏	negative
@user Galadima ae ya chi kai 😂😂	negative
@user Babu wasu nasarori da anka samu😏😏	negative
@user Wlh wasu mutane Akwaye raiyenin hankali garesu tayaya za,a cewa bisa kuskure bayan yasan banashi bane wannan bawai kuskure bane Daganganci ne tonda yasani ya aikata 😡😡😡😡	negative
@user Kaji wawa Ana yunwa a duniyar mutame amma yana tunanin zuwa mars.. Salon corona idan tayi tsamari su gudu su barmu, oh ni talaka? 🤔	negative
@user Innalillahi wa'inna ilaihi raju'un😭😭 Allah yayiwa shugaban kasar najeriya muhammad Buhari TAURIN KAI😂	negative
@user 🙄 Gaskia wannan abun yayi yawa wallahi, se kace babu jami’an tsaro	negative
@user 😆😆😆 watama tana dakin saurayinta tana kwana amma harda ita ake zagi..i dnt wantu mention name here.	negative
@user Toh fa su @user an rikice 🤔🤔🤔🤔🤔	negative
@user @user @user @user @user Aha al’ada indae bataka ba arowa kayi to ko bazataima kyauba bakamar mae ita ba 🤣🤣	negative
@user @user Su karbe wayoyinsa su bashi vivo 😡😡😡😡	negative
@user Inbanda rashin imani ma kai wanene da zakace akashe halittar Allah kai Allah yayi ka daidai sai ka tsani bawansa mai matsala🤔banda ka gode mai kakuma rokamai sauki agurin Allah wallahi Allah ba abn wasa bani ba domin cikin sakan daya zai iya mai dakai halittar da bazaka ganu ba	negative
@user Dan tana daya daga cikin wanda suka sa albasa yayi tsada?? 😂	negative
@user Tho ina ruwan mu dawani guntun munafuncin ku yama shekara dubu achan 😏😡	negative
@user Gaskiya ci gaba da tsare Mallam Ibrahim El_Zakzaky zalunci ne kara ra!!!👌	negative
@user @user @user Sir karya takai tun kafin a haife ta nake kallon films dinka 😂 😂 😂	negative
@user Minister wutar lantarki abubakar shekau albornawy yace sai sun shekara basu ga wutar lantarki ba 😂😂😂😂	negative
@user 😂😂🤣 Kajimin tsohon nan harda wani cewa Miliyan 50 . Tsabar rainin hankali 🥴	negative
@user Indae ba qin xuwan Namu xae Sanya a Kore mu nee Daga Najeriya ba ae Bamu xuwa 🤸🤸🤸🤸	negative
@user Mtseww.😒 yabon me? Yabo ta wajan zura idanu 👀 ana kashe mutane? Mufa mungaji da gafara sa bamuga kaho ba. #securenorth	negative
@user 😂 haha 😂 Wals nima Nawa kullum ana ragemin narasa dalili	negative
@user Kaji yanda bawan Allah Nan Ke Bayani Kai Kace An Nemi Shawararsa🤔🤔	negative
@user Yau ga Lalacewa Ni Ameenatu🙆🏻🙆🏻🤣🤣	negative
@user @user Laa dama rahama ke bahaguwa ce😍😁	negative
@user @user Kina iskanci san ranki @user plx indai zaki burgeni ki curo NONON ki daya 1 plx i wan see somtin ☝	negative
@user Tasu da ban ta talakawa da ban ina mu ina abun c suganan kasa bare maganin sa ai wutsiyar rakume tai naisa da kasa 🙄🙄🙄🙄	negative
@user Billahillazi muda Dan sanda Babu wata Amana ,ko yayi harkarsa😎	negative
@user Hhhhh aibaima cika komaiba dama anfada mana dan liti mugune...... Nan yadaga sphagetti (taliya) har yana kuka 😢 ashe bakin ciki yakeyi munajin dadi	negative
@user Mu ba wani burge mu xaki yi ba dan kawai kin yi rubutu da Indiyanci...ynz hk ma wani ne ya rubuta ke kuma kk kwape 😂😂😂 Ke da wasa nk mk Celebrity yar KD😂😂😂	negative
@user Ita kanta nigeria ai a lalace take balle wutar lantarki😂	negative
@user Damacan da hadin bakin sa 🤔 domin kuwa baya son yan arewa musammanma mutanan KANO	negative
@user @user @user @user @user @user 😂 kema dai akwai neman tada zaune tsaye	negative
@user @user @user @user Yasin en kidnapping sun sace taska😂😂😂	negative
"@user Cewa zakuyi """"""""""""""""""""""""""""""""An kama wasu daga cikin kidnappers kuma an masu yankan rago"""""""""""""""""""""""""""""""". Sai kuma wace tsiya dan an kashe yan iska marasa amfani irin su 😎"	negative
@user Allah yasaka mana zaluntar mu da akayi.🙏🙏😏😏	negative
@user Ba CORONA CE tajefasu a mawuyacin hali ba shuwagabannmu ne suka jefasu a mawuyacin hali, kai duk Al'ummar qasarnan mahukuntanmu ne suka jefamu a mawuyacin hali, sbd buqatar ransu, Allah zai saka Mana😭😭😭😭😭	negative
@user Daidai kenan👌 tayaya za abar mutane cikin yunwa da fatara ace za aga daidai🤷🏻‍♂️	negative
@user Qarya ne walhi Chewa zakuyi Mesa ake kashe Yan Arewa a kudancin najeriya 😠😠	negative
@user Yanzu dai BBC suna so muce baba qarya yake... Toh bazamu fada ba🤣🤣🤣	negative
@user Wayyo allah na dama na kasarmu yabata😭	negative
@user Wahala El Rufa'i 🤣🤣😂	negative
@user Karya yakeyi bazai. Iyaba yasauka kawai😭😭	negative
@user Amma Kuma ai baa zauna lafiyanba yallabai Sir 👌	negative
@user Kaji Tsinan ne watau Magudin zabe asali ya samo daga Amurka, amma in anyi a Africa don Raini sai suyi ta kumfar baki. 2023 Sai mun tafka Magudi domin Kayarda Wan nan gwamnatin Zubar da Jinin Talakawa.....In anyi magana muce Trump ya koya mana Sakon yan (PDP)🤣🤣🤣🤣	negative
@user Ba aiki zaiyiba kenan🙄	negative
@user Tunda anbiya ki kudi ba ba Dole kuce haka kusamu kukashe mutane. Allah waden naka ya lalace 👏👏	negative
@user Durun uwar bomb din, kutumar ubanku dakai da fresh emir din. Da diyan shegun dasukayi wakan, da mixer din, da wanda yyi mastering wakar uwar babanku duka. Dan uwarku bazaku iya supporting better thing for we youths ba amma kunaso mu saurare ku. Duk kunci uban babanku duka😠😠😠	negative
@user Amma dai BBC kun iya sharara qarya.. Astana din da @user Ta kama tayi ta lugudensu har aka tashi zaku ce wai tasha dakyar🙄 Wanda yayi wannan post din duk a gamata dan Arsenal ne😏	negative
@user Rashin kwarewa ne yake damunsa wallahi, da yunwa mutane zasuji ko kuma da rashin kyautawar jami'an tsaro Zasuji😫😫😫	negative
@user Idan har wannan labarin haka yake toh zaman Zina zasu, A haifi Yayan zina kuma..Allah kada ka jarrabemu da Wayewa wadda zata fitine mu cikin addininmu🙏Wannan karshen jahilaci da lalacewa Kenan subhanallah.	negative
😂😂😂“@user: De Gea ya shiga tsaka mai wuya http://t.co/nQ6WVdJi4u”	negative
