text	label
@user @user @user @user @user @user @user @user @user @user @user @user Iyo nama ugiriye Basile nta kuntu wabanza kuyubahiriza nawe ubwawe? Ukagerageza kumva ibyo avuze (ibyo udashaka kumva). Mwirirwe	negative
Mu batanteye agahinda ni bariya. Iyo umuntu ahisemo nabi, arangiza nabi nyine. https://t.co/oVmg4tIz2h	negative
@user @user @user Uriya mukobwa @user ikibazo afite gikomeye cyane, ni igwingira ryo mu mutwe.	negative
@user Kugenda namaguruse bobakaba bajyana nimodoka aho bagiye hose batitaye kubwurwo rugendo ukorungana urumva mwahurirahe	negative
Nteye akajisho k’urukiko rw’ubujurire, muri comments hariyo abantu wagirango ni abahano kumihanda 😂😂😂 gusa Taifa na Karenzi ngo bazakora ejo🥺 https://t.co/KF7jTDnivb	negative
N'imyaka yose umaze waranze kubikora😪 https://t.co/AhlFS5DMx9	negative
Cyakoza abakire mubaho neza ibaze abantu bagire ubute bwo kujya kunnya hanze bakannya munzu 🤣🤣🤣🤣 murakaze #ntimumputaze nihitiraga🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️	negative
Nawe yabuze icyo yimarira ahitamo kwangara, wumva hari undi yagira icyo America kweli? Wapi! https://t.co/wOOqswdZtQ	negative
@user Narumiwe ubwo umaze kurya milliards zingahe	negative
@user #Umuyobozi :nshaka rapport yabapfakazi mu kagari uyobora #Kanyana: abapfa mukagari nyobora ni 20🙈	negative
@user Ubwo c woe UMUNTU uryama nta musego akamara umwaka wose ijosi ari rizima urumva aba yoroshye mn😂	negative
Sinkuza umusatsi ndetse mu mutwe, mu mutwe niho bipfira nigga si k'umutwe🎶 #Batazagirango @user @user 📸@user 👔@user @user @user Nyamirambo https://t.co/h4MC1cYRIy	negative
Ukumva Girlfriend arakubwiye ngo niwohereza ushyireho ayo gukata, Dear ladies mutubabarire kbx🙄😏😏😏😏 https://t.co/2jFcxjU3G6	negative
@user Nubwo Imana igira inzira zirenze 1000 iyo ntayirimo	negative
Uko Imana igenda itinda mbona izacyura ubusa 😂😂😂☺️🤭 @user @user @user @user	negative
Arko buriya abantu 3 babyutse bakora unfollow niki babyutse banywa ? Ego baba 🤭🤭😭	negative
@user Mbateze iminsi ye urabeshyera ubusa mwe muzareke gupfa ibindi byo nzababona😂😂😂😂😂	negative
Nyuma yo kunkwera mu gisimenti yibagiwe password 😂😂@user https://t.co/6Z0KoRUSvK	negative
Ese niki giha uburenganzira @user gukura amafaranga kuri konti yumuntu uko bishakiye, igihe bashakiye?@user #RwOT	negative
@user @user “Ibitagira abakuru birumba ari indaru (indaro)” ariko kandi igihugu kiramutse kidafite abato bacyo cyakwizera kurimbuka vuba bidashidikanywaho.	negative
"Bati gahunda ni """"gukemura ikibazo cy'ubushomeri mu rubyiruko"""" Ese Ubushomeri buri mu rubyiruko gusa cg hari n'abakuze babuze imirimo? @user @user @user @user @user"	negative
@user Aha ntacyo yabona yirangayeho	negative
Ese nk abantu bareba tweet yawe ntibanaguhe like .,🤭. Ibu Ari amafaranga ibatse yo bayaguha😳	negative
@user @user Chry yayanyatse ngo ntayasesagura ngo ubwo ntangiye kuyarata ngo yagiye😭😭😭	negative
@user Uravuze ngo ibya kovidi kubyumva bisaba kwitandukanya n'ubwenge?	negative
Niba unyanga uriguta umwanya😂😂kereka amafaranga anyanze😐😐ahhooo naborogaaaaaa	negative
@user Erega nawe twamufashe nabi cyane tumushyira inyuma ya ferabeto	negative
@user Yego nkufata uko utari kbs kuko nkufata nk' Umukobwa	negative
@user Iki nicyo gituma mwitwa Gahuza Miryango ?? Cg nibwo budasa bwa #BBC ? Mukomeje gusenya benshi aho kubahuza intego yarahindutse, murananiwe !	negative
@user Komperuka ariho wavukiye se ababyeyi bawe banze kwishyura imisoro ngo babazanire ibikorwa remezo 🤔🤥	negative
@user Wa nkozi y ibibi we Umwanzi w Imana😂😂😂😂	negative
Ariko Narumiwe koko ubonye Avi yange uhita umpa 🎤 umaze kumenya ko ari ngewe uhita umanura🤭🤭 Ndumiwe koko	negative
@user Bisanzwe bizwi nubundi Ko FERWAFA ikora nabi wagira ngoyo na REB biba biri kurushanwa	negative
"@user Sinatereta umukobwa utazi gutandukanya gutandukanya ibihekane """"nt na nd""""."	negative
@user Kwirarira ni bibi man	negative
#Mi_vow by @user=2.8views ariko still gahunda ni #NTAKUDOHOKA. Views ni ubusa shaaaa! 🙄🤤 @user @user @user @user @user @user @user @user	negative
@user @user Harimo ubugome bukabije. Ni uko utabonye igiti ajya azirikiraho abantu, nakibonye muri tweet ya @user ndumirwa	negative
"#Neg.G arahacanye Haraka, """"Pfla yarankanze Mpita Mutinya....Nkubise Misire hasi kandi ntacyo bari buntware"""". REBA HANO👇 IKIGANIRO CYOSE https://t.co/Nb9YASVklx"	negative
Abanyarwanda bataye umuco wo kutareba ibitabareba none basigaye batekereza nibitabareba Ahaaaaa 🙆🙆	negative
@user Yarangiza ngo ni Mutimucyeye... apuuuu.....	negative
@user Simbonax arihamwe mugikari cyabo 🤷‍♂️ ahubwo ayo maso yae agenda areba hejuru 💀🙊🤣🤣	negative
😂 ariko ngo ntakintu kiryoha nka morning sex aba bikoze badusangize kur experience 🤌	negative
@user Ni nko guterwa n'imbeba ugacirira urukwavu ngo ruzikwirukanire mu nzu	negative
@user @user Nonex nawe uradutengushye 😁🤌	negative
@user @user @user @user Cyaze kabisa abasenzi barakubeshya ugashiduka shwiii bagukozemo akazi ako ubu narabamenye	negative
Les jurons que j’ai encaissé last night 💀💀😭😭😭 Iyo ibitutsi biba byica mba napfuye nkazuka nkongera ngapfa 💀	negative
@user @user @user @user Arkox inkoko izsrwana ninkoko nimurangiza muvugengo iyo nkoko irarenze mwage mureka kureba hafi koko mukareba kure	negative
@user @user Umuvandimwe aho bukera araza kurwara akadege😂😂😂	negative
@user Nawe ba umwiyahuzi ntacyo	negative
@user @user Muge mureka kuvuga ubusa, nyirubwite yivugiye uburyo abana be bize woe ubivuguruza uri nkande? Ibinyoma nibyo muzi gusa	negative
@user @user @user @user Nonese nimba amazi amaze ibyumweru 2 ataza ubu koko ayo koga yavahe	negative
Ark abakobwa bakunda cash narindikumwe na chr ikijyama kimukubita aka message ka MOMO none ahise ambazango nitwande sha🙆‍♂️🙆‍♂️🙆‍♂️	negative
@user @user @user @user @user @user Uwo musaza ra ko numva uwamwegereza abafeminists bamukurugutura?	negative
@user @user @user @user @user Kubera kureba cyne ibibazo byisi ijisho ryaracuramye ndaq😂	negative
@user Mwaramutse neza Mudufashe ko turimo gukatwa amafaranga igihe nkuye amafaranga kuri Momo nyashyira kuri konte bimeze bite ko bidasobanutse?	negative
Harigihe wibwira ko uri gutwika nyamara uri gushiririza 💀	negative
@user @user My a good fool advice buy harlot.indaya nisawa izaguha byose umugera na sida	negative
Gusondeka mumyubakire ya wassac mugihe cyumunsi umwe kko?? https://t.co/mDJKBBHHrE	negative
@user @user @user Biracyenewe Cyane Ko Hagira Igikorwa kugihombo Dukomeza guterwa nimikorere idahwitse ya @user birakabije kubera iki Ntacyo mubikoraho? https://t.co/E6su1OFCfr	negative
Mbyutse numva umunwa uri kurya mwa bantu mwe ndumva nawukwedurira kubantu..✍️✍️	negative
@user man uzi ko naringiye kumwitexa mwohereza imitomo ama sms... kumbi nuko narinshonje gusa😣😉	negative
@user Ahaa hari abantu iyo batabanje kwifata ku gahanga batandika! Ngo baba bashaka guha umuntu ibye! Tugire tuti: “#SIGAHO!”	negative
@user @user @user arazireba gusa ni umukunzi wa messi i mean nikimwe nkabandi bazi ko the world revolves around messi	negative
Youtubers content: noneho @user namenya ibyo ababahungu bamukoreye arava mu iyangaza makuru 😊 https://t.co/N6X3zyPl9f	negative
Cyakoza harinabantu badakunda bagenzi bababo Reba ukuntu uyumushinwa akubita umunyarwanda mugenziwe areba RUKARA yari intwari peee https://t.co/Er1phVl8EU	negative
@user Njyewe yamfashije kwica gahunda yo kwiga	negative
@user wa mugabo yatugarutsemo ndaq😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/CP4p1tgGkP	negative
Sukwirata pe gusa iyo bampamagaje Android nkavugira kuri phone umwanya munini bintera allergie zo kunuka mukwaha 😒🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️ https://t.co/dhHzZNE3ya	negative
N'inshingano z'Umugabo kugaburira no gutanga umugorewe kubera ko ubwo umugore aheruka kugaburira umugabo twahise twirukanwa muri edeni😅😅 @user @user @user @user @user @user @user @user @user @user @user	negative
@user Ni ukuri. Ikirunga cya Nyiragongo kiri kuruka.	negative
@user Nahita niha akazi mu kigo runaka ariko gikaze (kajyanye na carrier) ngahita negura.😹😹😹😹😅 Ibaze urwego rw'ubushomeri ndiho🙆	negative
@user @user Yigize igisambo ku ngufu kand izo yibye zigira likes 3 gusa	negative
Ari ukuhira igiti m mvura n kwinyarira m mvura ubusazi cyane n ubuhe?🤔 Ur opinions plz.....	negative
Ese kubera iki wumva wakwishimira kurya ibitaribyawe nkaho nyirabyo atakiriho nabe bose bashizeho pole MURINDAHABI IRENE	negative
@user 😂😂😂😂😂😂😂😂😂 Hari igihe uzarara hanze uziko ari za blagues.	negative
@user @user @user Ni ikibazo! @user mu kiganiro twaherutse kugirana, batubwiye ko ibi byose bigenzurwa! Abatabyubahiriza bigenda bite? Aba bantu bitabweho pe! @user	negative
Umwana wumushi niviriye mugihano twitter yari yampaye kubera ubuhone none nje mbona umusore wigikuri all over ?? nibikibijya mbere?? @user @user @user	negative
Mfite ubwoba ko murugo nihafatwa ninkongi yumuriro Nka vugango murugo harahiye 🔥 Abantu bazansubiza ngo Hadashya se 😭😤😭🔥🔥🔥🔥	negative
@user @user @user @user @user @user @user @user Ni igitekerezo namuhaga man 😂😂😂😂😂 cga atangire anywa amazi ya battery	negative
Nuwuhe mu mukobwa wahano mubona ushaje tumurangire umugabo Kandi wumukire utazi gutereta wumve ngo mfite sure deal 🤝 irenze	negative
@user Ariko akokanu ngo inyebebe unyujijemo sisawa wangu	negative
@user @user Wisanga buriwese agutuka then nawe ukumva ko warengereye	negative
Uyu mwana numuhanaga ariko yumva nabi mbanze behavior zero all terms https://t.co/cO0m8J6bBB	negative
Birashoboka se ko nayibona nubwo yanshuka , ko aho ngeze nkeneye n'inkingi ya #shugamami??!😹😥🤲 Ibyo nigira byose nkeneye shugamami😹😹😉 https://t.co/kqBz0a2OS0	negative
@user Nabuzwa n'iki? N'ukuntu mwakoze inama mutagitanga lift se urumva kurakara bidafite ishingiro?	negative
Ariko abantu basigaye barabaye #Ibibwa kweliii #Inyogo ye abantu ko babitangariye si ikinyarwanda? Puuuuuuuuu #MwaBibwaMwe🎭	negative
Nukuri sinarinziko kugira uburambe uri single bigera ukibagirwa Harya how to spell relesionsheep!???? @user @user	negative
@user Ihangane umunsi umwe tuzapfa twibagirwe agahinda iyi si idutera ❤️	negative
@user @user Ntago ari bubisome wikwirushya bro 😂	negative
@user Uzashake uwo utera inda none se ko wanze ko bayigutera urumva umwana azavahe?	negative
@user Iyahure sha ntihagire ukubeshya ngo ubireke	negative
@user Nta wanyoye inka ugira umunabi cg ngo abe ikigwari cg se ngo abe igifura🙏🏾	negative
Nyuma ya @user dore undi musore ushaka kumenya agasimba basa! Cyane cyane #mumaso 😏😏😏😏 https://t.co/5IYjKWSBd1	negative
Ese ni Gute Inyama Zihabwa uburenganzira Bwo gukomeza Gucuruzwa, Kandi amatungo Akirwara Byo Gushyingurwa? #Ruhangodistrict https://t.co/kMZ9tzDXwz	negative
Uyu musaza nahuye nawe agenda mbona uko agenda biteye agahinda, ubushake numuhate afite agenda gushaka icyamubeshaho rwose arababaje.@user ,@user https://t.co/uoyWd9dDFL	negative
Ubundi usibye ubujajwa, muri douche uburi kuririmbira nde?	negative
@user @user Iyaba bumvaga😂😂😂😂ngo amafuti yabo ninabwo bugabo hhhhhh.	negative
@user Jya wisubiraho kandi wonse umwana ureke ubuntu bumeze nk'ubujajwa bwo kuvugw ko wanze konsa umwana	negative
"Muri space umuntu abaye muted None haruvuzengo """"mu myuture"""" 😂😂😂😂😂😂"	negative
Let be your hero💁 Wamukobwa nateretaga mubwirako tuzakora marriage nsoje kwiga ubu yakwigira ahandi ndabona ntazasoza😂😂	negative
"@user Ikibazo ni """"aging"""". Ubwo hibajijwe uko umwana yafashe umuntu mukuru! 17vs 18"	negative
@user @user @user @user @user @user @user @user @user Kandi Ntazinda! Ni naryo ryakunshoborera dore nabonye usigaye ungana n’Icyogere mu Nkuba (Ntumubwire)!	negative
Gerald Pique yagize ikibazo cy’imvune, igihe azamara hanze y’ikibuga ntabwo kirakenyekana… @user 95.3 FM https://t.co/dZNm9otJZm	negative
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Inzangano hagati y’imiryango ikaba iravutse maze abana bakahatikira weeee..	negative
Yashakaga ayo kujyana ikuzimu nako kugismenti😂😂dore haburaga na masaha make ngo dushoke😂😂😂 https://t.co/2Zz8EjXYeJ	negative
@user 😂😂😂ndabyemeye uri imbuah kundusha	negative
@user @user @user @user @user @user @user @user @user @user @user Amabyise ya shitani abasate konjye ntakoresha toilet hamwe nasatani 😂😂	negative
Ugasanga umuntu afite ibibazo Isi yamureye, na we yarangiza ntiyibabarire akiyongereraho ibindi 🤔	negative
@user @user Nta nubwo numva ko Minister yakosora ikibonezamvugo kuri Tweeter. Keretse niba hari ubuntu butumwa yazimije.	negative
@user @user Ndumiwe koko! Byaba ari bimwe bita gukosoza icyaha ikindi. Ariko ikigaragara nuko ibi birenze kuba ubuhotozi.	negative
@user @user Cg igikwe cyarapfuye Agnes yamuteye uwinyuma none atangiye kuvugishwa, Namenya ko ntabidashira kuko umurindi bari bazanye bahorana sinz.	negative
@user None se abaginga baba bazi ko kubafollowinga batagira na joies😹😹😹😅 bimariye ikibbo batamfollowinga?!	negative
@user @user Cyane rwose... kuri bo twahora dushwana cyane ko guhunga kwacu no gupfa kwacu byo bitabarwa nabo	negative
😂 nari nicaye ahantu numva umwana abajije nyina ngo mbese kunyara bisobanuye ik …,kugeza nanubu ntabwo aramusubiza ndakomeza mbahe amakuru 😂🤌	negative
@user Urayireka ikisararanga ubundi ikikubura da😊. Bitabaye ibyo wamara amabuye.	negative
@user @user @user @user @user Iyo nzi bita gutyo jrashonje ntiyamara abandi inzara ngo yiyibagirwe. Umunsi uratinze ngo tuyikure mu bibuga burundu	negative
@user 😂😂😂 woga burimunsi se uri unugore mn🙄🙄🙄🙈	negative
Ntabwo nakunze decoration yaho abayobozi bahagarara bavuga ijambo muri Women Forum @user , @user , byasaga nabi rwose , cg n'amaso yanjye atabona neza? https://t.co/w6C71U6Q7h	negative
@user Uyu ni umugome ruharwa sicyo cyabiteye, kuko burya n'Umusazi atinya nyina.	negative
@user Nawe harimo ubwenge wabyumva ko amabuye arimo kko😂😂	negative
@user @user Sinkugwa no mu ntege nkugwa mu dutsinsino maze😺😺	negative
@user @user @user @user Nuko hasuzuguwe umugore, ntan'ubwo Ari ugusuzugura, ni ugupfobya!	negative
@user ukwo ni ukwigwizaho no kwikunda 😒	negative
-&gt;Gusamba -&gt;Gasambagurika Ubu noneho nakumva impamvu babyita gusambana MurabeHoe 😭😭🥺	negative
Aba bana bombi barangana bose bafite amazi icyenda, gusa uko mbibona uyumwana W'inka ntiyoroshye 🤣🤣🤣 https://t.co/6m8c1sMmlk	negative
@user Ko mutanyotsa umunwa c??cg igihe cyanjye ntabwo kiragera!!ingo ?😂😂	negative
@user @user Nta ntego numva umuntu yaba afite ku buryo yatangira akazi kuri 21 ans	negative
🏃🏾‍♂️Niba umeze neza ibyo birakureba twebwe ntago tumeze neza ntanubwo bidushimishije😫😫😂	negative
Niba bafite ubwoba nibivugire, ubwo nibo bazi n'ikibubatera, ariko ubwo bwoba bibudutwerera twese. https://t.co/9dpHNCKkVx	negative
@user Ariko se bigenda bite ngo umuntu yitumire ku meza yanjye nta gahunda dufitanye yumve ko nza kumwishyurira?	negative
@user Uwuzuye ubuyoka no mumaso biragaragara	negative
@user @user @user Wahora niki ko ntanamenye aho wabereye😂😂 umunsi wumuganura niwo munsi nahuriyemo ninzara iteye ubwoba😂😁😁😁😁😭😭😭😭	negative
Ibintu byambere bitesha umutwe 🙉ni👇 Uruhinja,urukundo na retake Sasetu👌😂	negative
@user @user Buriya nonese na service z'ibyiciro ziba ku Irembo? Harimo poor service mu byiciro.	negative
Kwa kundi abakobwa bateye nabi bitera ibirungo byinshi 😭&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; https://t.co/rBVcVppfj7	negative
@user Abasore mufite gahunda iyi sure ya danger uyu mwana yavamo umugore mwiza cyane, aranaryoshye😂😂😂	negative
@user Amamaza ubushomeri ufite bugere kuri bose wipfa wenyin😼	negative
Uyu munsi nabeshye Landlord ikinyoma gikomeye ariko umenya birankoraho. #foolsday	negative
Ntibisanzwe! Abagabo bafashwe n’irari bafatira ku ngufu abagore mu rusengero pasteri areba. Nawe ushake amafoto😂😂😂 https://t.co/McjCrME6Y8	negative
Ariko uziko hari abantu bakora ubukwe/bashinga urugo bagamije gusenya! Nk'uyu mugore koko yamukorerwa iki? https://t.co/bEbmw3y4sN	negative
@user Hari umuntu wambwiye ngo aba yumva utubari twafungurwa abantu bakaba bitoza gusinda banubahiriza amabwiriza yo kwirinda #COVID19 🤣🤣🤣🤣🤣 #UbyumvaUte? 🤣🤣🤣🤣🤣	negative
@user Subira IG kwa @user wa kibwa we	negative
@user Ariko uri imbua shahu 😭😭😭😭😂😂😂😂😂😂😂😂😂😂	negative
Mwiriwe neza mbese kuvugishukuri byagutwariki utagiye kumbuga nkoranya mbaga ngubeshye isi yose !?	negative
Kugicamunsi cyuyumunsi nyuma ya exam national @user nakandi gashinzi ntabashije kumenya neza 🤭🤭🤭🤭 https://t.co/99fMfLdZ9b	negative
Ni ukubera iki ibikorerwa muri Afrika byamamazwa mu bucuruzi hakoreshejwe ifoto y’umuzungu? #ktparade hamwe na @user https://t.co/h7c0k5NjNF	negative
@user @user Akarengane mu nkiko ku gipimo cya 73,..% birakabije kwizera ubutabera biri hasi cyane pe. @user ikwiye icyuhagiro.	negative
@user @user Mwana waretse kubaga nta kinya mwana??? @user @user @user 😂😂😂😂😂 umusaza arimo gukoresha ukuri kwinshi	negative
Izi nkweto zirashaka 10k zombi inbox dore nabuze aho nzishyira kdi inzara niyose https://t.co/AVMS1DrjaF	negative
@user Keretse niba ibi narabihimbye https://t.co/R7Ib6OOiqe	negative
@user @user @user Cyaze uramuhaye tsu nawe nuko yumva yayibye bruh	negative
@user @user Apu Aho natume Kuko byanze	negative
Nibazaga icyari cyabaye nareba kuri bundles ngasanga ziriho nkabona nizindimbuga zikora mwice amande https://t.co/axQvn9sLQm	negative
@user Uriya ni Umuhirimbiri nka bandi bose	negative
@user Mwahararaga essence itaratumbagira none bugiye kujya bubakeraho. Inama nabaha ni ugutyaza amaguru cyangwa mukayoboka amagare.	negative
@user @user @user @user @user Hanyuma bakirirwa batwigisha democracy kandi deep down babizi ko na bo bayumva nk'igihuha	negative
@user Byaruta ntagire nakimwe kuko byose kuri ubu ntacyo bimaze.	negative
@user @user Ndabeshye x ngo nibura unyomoze	negative
@user @user @user @user urikigoryi niba ufana indaya zishaje	negative
Wikirata kumwana wababaye ngo nukwi iwanyu bakize. Amafranga ya so sayawe!! https://t.co/xXpMAyl079	negative
@user @user @user Keretse Ari umuhungu udafite ubwenge	negative
@user Wasanga ari n'imbaraga za salongo. Niyumve nyine ahubwo arihe ibyangiritse by'uwo wakodeshaga. Kuko natabiriha nawe arashya	negative
@user Yaba agira amashwezi uwo	negative
@user @user @user @user @user @user Uze ariko Uzi ko ari umuyede ukugurira	negative
Ngo Cyahinda @user ?shaka ahandi uvuga.#Indashyikirwa Imodoka itarimo 📺 se twayicaramo? https://t.co/JlYzSvT1cA	negative
Nonese Twitter niyo ihemba anomangafari ngo @user adusogongeze 😂🤣😂 nubwo nta nzoga ya nzonnyo ariko wapfa kunywa da 😂🤣 https://t.co/TRzWX1mAHk	negative
Nimwigerereyo mwirebere ibibwa ukuntu binkoreye umunsi, @user na @user Murakoze cyane IMANA ibongerere ububwa🙏🏿🙏🏿😂😂😂 https://t.co/NuYT0TvGcG	negative
Kobwa akwaka amafaranga ngo uti ariko wirirwa unyaka amafaranga ndi so? Mwahura ukamusoma ukamwonka amabere ukangirango we ninyoko	negative
Uwanga #Rwanda arakwisanga Kwisi ari wenyine https://t.co/It7xJutlMT	negative
@user narintunze rero yego si inka nkawe but 😉	negative
@user Ahubwo iyi kipe ko ishaka gukwepa Final bite byayo😂😂. Turabategereje pe	negative
Ndasaba reta ko yajya itegeka banyiri amazu gushyira sound proof nkubu kuryama byananiye kubera ibyo urusaku rwumugore tubana mugibangu	negative
@user Niho yamuhungiye ngo Barbara amumereye nabi	negative
@user Warangiza ngo urumunyamakuru abanyamakuru nibyo mushishikariza aturarwanda akugirango guhashye covid wowe ushyigikiye ko yiyongera mna witekubyukora	negative
Kdi ubwo urarira inyama umuturanyi wawe aburare maze nibucya ubwire Imana uti ifunguro ridutunga Uriduhe none!! Narumiwe kweli	negative
https://t.co/PZxb4xwxkX Mbega inkuru ibabaje. Umva urugendo rwanyuma rwa Akeza RUTIYOMBA Elisie umwana w' imyaka 5	negative
@user Kubona amafaranga yo kugura ibyo kurya n'imyenda. Udafite ubwenge ntiwabona amafaranga.	negative
@user Uzantumire muri space nguhe Ido n'ido kandi nawe urabizi nuko ubaza nkumunyamakuru nyine!	negative
Iyumunsi ntajyiye gusenga mbona i nigga irahagurutse ijya gukongeza itabi kuri buje imbere ya padri. #setu	negative
@user Kiriya nicyo ki kwereka ingano y ubukene buri muri africa cyane bihereye mu kuisuzugura	negative
@user @user Yasobanuraga ko ikibabaza ari ugukora ibyo byose ukabikorera indashima cg umuntu wibagirwa vuba akibagirwa Aho yavuye....akima uwamuhaye 😔	negative
Ahitwa Nyabyondo #shyorongi umugore bamutwikishije lisansi arakongoka nyamara ngo yari yarishinganishije ku buyobozi. Ubu bugome bwaba buterwa n'iki?	negative
@user Cyane. Ntiwaba wambaye ubusa ngo urambika umuturanyi	negative
@user Yes. Mbabarira Sha, ubu se iyi nda nayishyira hanze?? 😂	negative
@user @user Niko kabi🤔🤔 uravuzengo urankotinze kuri RIB narumiwe koko komeza ubivuge dore aho nigaramiye nubundi ko nytagikwe ibyo ntibindeba	negative
@user Nonese ko yashakaga gufpa umutwe, yashakaga gupfa amaguru?	negative
@user Wowe se ubyaye kangahe ko utambwiye? Nta makuru nguhaye ntukanseke	negative
@user @user @user Ubukungu bwazahaye kuri wowe utari ufite Erega banza urebe Imiturirwa yirirwa izamuka buri munsi ese izamurwa namagambo gusa	negative
Ubu se uwaraye muri stade ko itegeko ryasohotse yamaze kuhagera ubwo ntaribuhite afata icyumba?	negative
@user @user @user @user @user @user @user @user Ubanza umwanzuro wo kutubetingira yawufashe n'ubundi yasinze. Cg ntiyari azi aho nguvu itandukaniye n'amazi?	negative
@user @user @user @user @user @user Ibyo uvuze birimo ubumenyi ( simvuze ubwenge) unyumve neza: ubumenyi buke.	negative
@user @user @user Utarumva umwana asuhuza se amuhereza ingumi ati gongaho gee😁	negative
@user Winyibutsa ukuntu nigeze kurya ingurube nyita inkoko kuberako nasanze byari muri package imwe naho inkoko zashize nkejo.	negative
@user @user Ikibazo ni uko berekana abakoze ibyaha byoroshye ku ma camera ariko this people baba barengereye nitumenye uko byagenze	negative
@user Mwana urashe hasi izashira kera ! Ko ntagiteka c izamarwa Niki😜😜	negative
Ejo nuriye igiti cyegeramye na gereza cyivunika ishami ngwa muri gereza none infumgwa zirikunyita mugenzi wabo🙄	negative
@user @user @user @user @user Mutekujya mutera abantu ubwoba .azabiki c?niyo yagenda uzunguka iki? Kugura abaturage bokubeshya niwo muronko mwiza.	negative
Iyi mbeho irihano hanze nyonzemo nanapfa reka nigendere nubundi aho kwicwa numusonga wakwicwa numwanda	negative
@user Uravuze ngo abategetsi bose ni abanyagitugu?	negative
@user Ibyo uvuze n'ukuri100%. Kubera ubukonje bihaba byeri iva mw'i caise yabaye barafu wagira imaze icyumweru muri fridge.	negative
@user @user Ishyirahamwe ntiryitandukanya n'umunyamuryango, ahubwo riramuhana cg rikamwirukana. @user , ubanza nta mategeko igira ayigenga. Icyo si igihano wakwandika muri press release.	negative
@user Humura. Its a matter of time. Hari n'igihe zitazanamoka abazigaburira batakibishoboye cg bamaze kubona ko zitakiri impigi	negative
@user Hhhhh ,woe ushaka bolo za free GS😱	negative
@user @user Urugero dawidi yatanze nirwo uretseko abaheza nguni bigize inararibonye aribisambo batareka umutoza NGO yigurire abe.bamanza bakuramo ayabo da.	negative
@user Si ibyo se rata? Umwana ugikeneye kurerwa kumuhindura umubyeyi, nta bumuntu burimo, noneho uwamuhaye umwanya ngo amutekerereze tukabimuziza!?🤔	negative
