tweet	label
@user Are you still in that spirit? Kwuo ezi okwu ka ihere mee ekwensu!	negative
@user @user Anuofia. Thunder gbagbuo gi ebe ahu ino you demon	negative
Aunty Oby egbue mmadu 😭😂😂😂😂 https://t.co/yFbRwajMDJ	negative
@user @user @user @user @user @user @user Okwa ehh, ya bụ mmili ga agba gbukwa gị one day	negative
@user O. D. Egwu , O. T. Sumi	negative
Ala Pa ala apa? Onye para ala ala apagbuo ya	negative
@user @user He will argue that he has changed but anya anya ka mu na-elezi uwa na ndi bi ya n'ime.	negative
#Erica and #Tolanibaj Ndị asịrị gbakaa ute! 🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️ #BBNaija	negative
@user Lolz Wetue mmuo gi nna.. ya bu ihe gwuru ike mana aga eme kwanu gini..	negative
Nengi onye mgbu. https://t.co/422keSltmC	negative
@user O na ewute m. Ha me chakwa tuoro buhari owu kwa ndi no n'ulo ga kpo ndi na ru oru beke ka ha nyere ha aka. Ka mgbe Buhari batara na ochiochi obodo a, gwa m ofu mkpuru ihe o mere n'ala igbo? Ihe o ma wu i buru ndi na gba mgbo ka ha bia gbara anyi egwu eke.😠	negative
@user @user @user @user @user @user @user @user @user @user @user Gbagbue gii Semi umu ikporo ogbe	negative
Afurum gi na isi https://t.co/kTuNzzDNjV	negative
@user @user Nna, Obodo bu igwe.	negative
@user @user @user Lol onye zuzu numba wan. Thank you!	negative
Akuko gi adiro nma 😒😒😭😭 https://t.co/qe70haYsjG	negative
@user Nne.. isi adirokwa gi mma o	negative
@user Chai😂 ina acho onye i ga araputa😂😂	negative
Oji afufu eme orji 1 of Igbo land🙌 https://t.co/GFrQ7P53Ai	negative
Enyi a gtfo... Onye amụma ugha https://t.co/rwTFdnhSkB	negative
@user @user @user @user Mechie önu gi biko	negative
@user @user @user @user @user @user @user @user @user @user @user @user Archbishop afọ nsị..... 😁😁😂	negative
@user Ike gwuru ada Igbo....no mind my tweet on post oo biko	negative
Ndị ajọ obi https://t.co/11zwwyd4ap	negative
Odumeje ga egbu mmadu The Sucrutum!!! https://t.co/lH8X6xLeDs	negative
Miracle onye uwa oma...	negative
Chineke napu ekwensu ike . Damn.😏🥴🥴🥴 https://t.co/NuWnRnLSii	negative
Ndi ogbu ara obara coven agaghi afu this one. https://t.co/NvMsCa2KjI	negative
@user I swear.... E ka mụ ihe àmà, ịga áká mụ adị iberibe	negative
Ndi Iwe n'ewe nya biko wegbuo ha Osuko Osuko nya biko sugbuo ha..... Iwe wegbukwa unu na anyi na su igbo 😂 #IgboInvasion #IgboTwitterCommunity	negative
@user @user @user Ka m na-agwakwa gi oo. 😅	negative
@user Oga speak English, Isi ana emebi gi?	negative
@user Mmadu nkea 🤣🤣🤣Ike gwuru!	negative
Chukwu biko napu ekwensu Ike. https://t.co/NsPEtNMAdb	negative
杨千嬅 O dikwa egwu o! ☹️	negative
@user Gas gbakwa gi oku	negative
@user lmao who's your baby? Isi adikwa gi mma? https://t.co/fRvWM9vW2A	negative
Lord Lugard and ndaa Flora..... Chukwu kpọọ unu ọkụ ooooo https://t.co/BDBYGMTpHg	negative
Ndi Arondizuogu enyego ya, o lie, makana Pericoma na-anyi ajo alo. https://t.co/I9TD1VwX22	negative
@user @user @user @user @user @user Chisom, ịsị adịghị gị mma!	negative
@user @user @user @user @user @user @user @user @user Ọ salu go ọkụ nne??	negative
@user Ndi ala fa enwero problem.	negative
@user Nwanne! Nsogbu dị o	negative
@user @user @user Chu-wa gi onu dia	negative
Ndị a bu ndi ọjọọ 🤣🤣	negative
Must be nize... Ndi ara https://t.co/XbNdbA4xqJ	negative
Ikechukwu onye ala https://t.co/ugzPlfZ03S	negative
@user """"ike akụkọ adirom"""" the ultimate line. Tupu Amu alaputa nwoke mmadụ. 😭	negative
The run i ran today eh, Chineke ekwekwala ihe ọjọọ 😭	negative
@user @user Ndị asili gbakwa ute. 😂 😂 😂	negative
@user Nna, ike dikwa! 😂😂😂😂😂	negative
@user @user @user O di egwu... Anam enyo gi enyo https://t.co/xgDSocdbKR	negative
onye ara, aturu. https://t.co/CG2Jl8lnSS	negative
@user @user Kelechi; just negodu Njo ahia e kuru m boy... Ihe nke a odinma? Baba i no fit whine you. 😪	negative
@user @user Ndi igbo is na ara di na udi	negative
@user Taaaaaa mechie onu https://t.co/VTDe2M0b7G	negative
@user Chai... Ihe nnwute 😢	negative
@user @user @user @user @user @user @user @user Na afo ka nya bụ nwa nọ wa mebisia	negative
@user @user Nhia bukwa mpa mmadu😔	negative
@user @user Ike agwu m te! https://t.co/n4q3PgrHqw	negative
@user Ọ dịkwa egwu dị anyị	negative
@user Ike gwụrụ eziokwu m	negative
Nsogbu e nwego problem...	negative
SAVAGE NDI AKPO https://t.co/JdJy8jKW79	negative
Kingsley I'm on the floor 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Onye ala nkwo akpu 🙄 https://t.co/1ItHUixWf7	negative
😂😂😂😂 correct babe...Gwa han. Ndi ara.🤣🤣 https://t.co/o5BJ6zrFvR	negative
@user I swear. Odi ezi egwu.	negative
@user @user Ezigbo nsogbu di!	negative
Ndi obi akpo 😂😂😂😂 https://t.co/z5s5bDKxvf	negative
@user @user Nsogbu. Shift lemme see road jor	negative
@user @user @user @user @user @user @user @user @user Anwuola m ebe a...🤣🤣🤣	negative
Guys Nsogbu dikwa #Getwet https://t.co/iverlUJJt3	negative
Lol. This team.. ndi mgbu🤡	negative
Nwanne ara di ebe a o https://t.co/hSOn6KroIq	negative
Pink is a female colour gbuo ghi dia.. onye apari	negative
Ememe a n'ụlọ ofufe? nnọọ pathetic, mmụọ ọjọọ akwadokwa ọchịchị na Igbo ala 😔 https://t.co/3MRPMbcokG	negative
@user Ike gwuru final!	negative
@user @user Nna ike gwulu	negative
Iberibe odi ụzọ ole ụmụnne m?	negative
@user Ihere o na eme onye Ara? 😏	negative
@user @user Owu ya. Lee gi lekwa relegation.	negative
@user @user @user Vuru ụwa gị gawa this morning o.	negative
@user Loll.. Onye obi akpo🤣🤣	negative
@user Nna, ndi a choro i nye mmadu high BP biko! Ahhh!!!	negative
@user Bia Nwanyi Ichoro igbu Mmadu?	negative
@user Ike gi agwula m hoha. 🤦🏿‍♂️	negative
@user @user @user @user @user @user @user Ara gbachikwa gị ntị there	negative
@user @user ha ga ejizi otele gi gbape borehole di omimi nwanna. 10 years borehole!	negative
Onye oshi o🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/f9rkNndEWk	negative
@user Ina enye ya onu Ewu gambia	negative
Ewo!!! Iji ya!!! Isi gi kajad!!!😍🥺 https://t.co/FILpZft1bJ	negative
Apama wu nnor onye apari🤣🤣🤣🤣 https://t.co/A4aYRFdZUX	negative
@user @user Lmao. N ga tuba gi ime ofu ubosi.	negative
@user @user Loòool... onye ara ibe m🙄	negative
@user Bia nwanyi aa,iga egbu mmadu ooo,uchenna ose na adi na pepper soup ooo,oya tugharia pepper soup na asusu Igbo..@user	negative
@user @user Nawa oh.. We should now fear police more than robbers? Chukwu napukwa ekwensu ike	negative
Imitation prophet abiakwa ozo https://t.co/PdBfZlc45u	negative
@user Nwa ibiakwa nke ne ese okwu	negative
@user Ina acho okwu 😭😂	negative
@user Nsogbu dikwa oh😂🤣	negative
@user @user Chaai 😭😭😭😭😭😭 Obi mgbawa this early morning... Mana nsogbu adiro	negative
Onye obula hapuru nke ya wee were nke onye ozo, ghotakwa na ita aka n'onu ga-aburiri nwunye di ya.	negative
@user @user @user @user @user @user @user @user @user Typical Igbo woman..Ndi obi akpo	negative
@user @user @user @user Ọnụ gị bụ nsi😂😂😂	negative
@user @user Nne, ike gwuru. 🙇🏽‍♂️	negative
Egwu nke a ririm ọnụ biko😂😂😂 ike gwụrụ 😢 https://t.co/pgKcnIHDoD	negative
@user Oga eme gi vum n'anya	negative
Chukwu ekewekwana ihe ojoo. https://t.co/ODID48VKPt	negative
tufiakwa onu gi. https://t.co/FDLjDMdv1X	negative
@user @user @user @user @user @user Agadi zụkwanụ ike	negative
@user @user Ndi na emewa m obi	negative
Carrie onye ishi mgbaka!	negative
@user Nekwa onye a 🙂🙂	negative
Ooh, it's actually """"Nwa Onye akwuna"""" https://t.co/fRntbY1a8o	negative
@user Chineke ekweghi ihe òjòó	negative
@user @user @user @user @user Mechie ọnụ osiso... https://t.co/iNpwGqp0y2	negative
@user @user @user @user @user @user @user @user @user @user @user @user @user @user Isi adikwa gi mma? https://t.co/XQX2mxmDbh	negative
@user @user @user @user @user @user @user 😂Lmao Chigemic ur man egbuo gi	negative
@user @user Isi adikwa nu gi nma!	negative
@user @user No 🧢 bro Ezigbo ndi ālā yíí ákwā	negative
@user @user Agwo tagbuo gi	negative
@user 🤣🤣🤣🤣 Ajo mmadu. Till dawn chaa	negative
@user Next week no go bad nah.. But nsogbu bu iga aputakwa aputa	negative
@user Mpuru amu nwoke mmadu atago afufu!! Lekwa ka osi jiko the thing 🤦‍♀️🙆‍♀️🤭	negative
Gi na Buhari ga wu onwu ike! https://t.co/htZ0wMk9xf	negative
@user In other words, ibu akwuna ndi ocha?	negative
@user @user Zuzuru gi gbafou here olukwu, ndi grammar.	negative
@user Iweputego is a problem... Amu kwanu nsogbu! 😖	negative
Kitikpa aguleri sachie gi utu ohu.. Nonsense!!!! https://t.co/2pZBARCfEk	negative
Kemgbe ụwa, @user bụ go dị onye nsogbu 😂😂😂😂 https://t.co/NdStX3a3A6	negative
@user Okwa nwa di ala gi oh	negative
@user @user 🤣🤪Omalicha, rapu ndi ala, o ochi isi mgbaka ka fa na achi!	negative
Gasibenụ ike biko na oge adịrọzịị🙄 https://t.co/r3qSYge7U5	negative
@user @user Manz wrote to EU and AU too. ONYE nzuzu	negative
Afo sagbuo gi there 😡😡😡😡 https://t.co/4fy3mLJHi5	negative
@user @user Taàa mechiegi onu	negative
Ezigbo mad o https://t.co/xuxeHj2o3i	negative
@user Ahhhhhhhh, nsogbu ga adi	negative
@user Iberibe dị obodo anyị dị egwu...	negative
Buhari di busy na ebughari Ndi mmadu https://t.co/7PGBMWLn9W	negative
@user Taa gbafuo gi there 😂😂	negative
Nne rie nsị..... Chukwu kpọọ gị ọkụ https://t.co/peBqmNqdhJ	negative
@user 😂😂 Ndị ọsọ chi egbu 😁	negative
LOL Wike is a true Obio Akpo man! No joy 😄 https://t.co/d5xTP6kSJP	negative
@user Fret not, he won’t do nada. Umu uwa nka sef🙄🙄	negative
@user Umu nwoke 042 adahi agba nbo	negative
@user @user Nna Ike agwugo m	negative
@user @user Health, Country, Emotion.. Ike gwuru	negative
@user Gbajie onu anyi 😍😍😍😍😍😍	negative
@user Ezemuo ina acho okwu.	negative
@user 😂😃😂 ... ezigbo ndi ala	negative
This 1 weak me...Love gi gbakwa-oku der. https://t.co/EOaWyys4TV	negative
@user Onye obere okwukwe...	negative
@user God: Mgbe ina agbawa ụmụ nwanyị obi i marọ! Infact, Oge rie nsị!	negative
@user Plenty money gbukwa gi dia	negative
@user @user Afo ezi di ka gi	negative
Una don see am abi? Onye nzuzu https://t.co/frZMuIYPSV	negative
@user @user @user 😁 Ọkwa maka una ka ụmụ nwoke ji egbu onwe ha	negative
@user Hmmmmm, ọdịkwa egwu	negative
@user @user @user Bia enyi kpachara onwe gi o	negative
@user @user @user Ike ụnụ n'abo agwụgom. 😂😂😂	negative
Negodi nnọọ ka ụmụ nwanyị ndị ugwu jị asụsụ Hausa na eme mpako na ngara. Ndị nke ọdịda anyanwụ ejiri poorly combined tenses a form ihe mmadụ amaghị isi ya Ike gwụrụ	negative
Emi phyno, baba ibo, baba obagu kinma ladi, kinma jedi, abacha- nonsense M n’aracha gi,i bu ube? See Eba puo osiso!	negative
@user @user @user @user @user @user @user nsogbu ga di	negative
@user @user @user @user Oge a diro ooo😄😄😄😄	negative
@user @user Onye ara. Isi gi ozugo	negative
@user @user @user @user @user @user Mgbe oge luru kita, i na tagheli onu...	negative
@user @user @user Shebi after you wee say i get ajo onu.. Okwa ifugo ndi ji ya akwu ugwo ulo	negative
@user @user @user @user Zuo ike akwuna ọkụ	negative
@user Lol. Ndi mmadu na ezuzu ezuzu	negative
@user @user Mmechi kene onu biko	negative
@user 25 gbuo gị there🤣🤣🤣	negative
Oringo gbukwe gi 😂	negative
Uchu Kitikpa lachapu gi Anya Nkita rifokwa gi nsi Anuofia https://t.co/vIjY8SPJs3	negative
@user A na ekwu na 24 hrs ezuro, nke a na asi holiday! Nkita ya fu alacha gi anya. https://t.co/hUvHcJ1LRp	negative
@user Onye ara nkwo agu😂😂😂	negative
Negodu mummy mmadu https://t.co/lFLhSZqx6J	negative
@user @user @user @user @user @user @user O nwere uche ma oli	negative
Iberibe na enye onye ara mora	negative
@user Lol. Ndi ara juru ebe niile.	negative
Kitikpa! Thunder! Nya eh! Egbe eli igwe eh Afo osisa! Isi nkwocha! Maka chukwu eh! 😭😭😭😭 https://t.co/iLr08rsUck	negative
@user @user @user @user @user @user @user Ndia dị mma ikpuru kpọchie one time	negative
@user Ekpele onye mmiri na eli 😂🤣	negative
@user Ekwensu kpuo ụnụ ọkụ there!	negative
@user @user @user Eziokwu, mana nkita si Na anu gbakaria ya n'oso ome onu ka anaghi eri ya eri. 😂😂 So nna, kam fichaa onu na nkea😝	negative
@user Odogwu kugodu gi ngwuro 😭😭😂😂	negative
@user @user @user Ụmụ ọgwụgwụ oge ọjọọ!	negative
@user Aji onu ka brush ndi awusa 😂.	negative
@user @user @user Nsogbu dikwa here...	negative
@user Ndi ogwu ego 😭😭😭	negative
Ezigbo ohere igwa gi n'iberibe gi n'atu ndi mmuo ujo. Ike gwuru, okpara mmadu na etiziri ndi okpo ntu mkpu?? 😢😭😱😨 https://t.co/wDTwFnGMMF	negative
@user Ngwa nu, ike agwu go'm. Gbazie shot nke gi.	negative
@user Clowns in government! Rụọ ụzọ, mba! Mana ị ga etinye ụgbọala maka ndị ga-ama Ekeresimesi 🙆‍♂️. Biko kedụ onye anyị mejọlụ?🤷‍♂️	negative
Ala gbabuo gi there.	negative
@user @user Nwanne igbu go'm 😂😂, electric shock nke ana ekwu ifa bụ nke si na high tension wire ndị PHCN 😂😂	negative
@user @user Haha. Ezigbote onye mgbu. Odi ya na aru	negative
@user @user @user Iwe gi adịna annoyed!😂	negative
@user @user @user @user @user @user @user @user Due respect ahu jidekwa gi	negative
@user Amakwam 🤷🏽‍♀️. Ihe’m ma bu Na o buro’m.	negative
@user Akwụna ọkụ! Tụfịakwa!!	negative
@user @user @user Odi egwu. He wants all😂😂🤣	negative
@user @user Professional akwuna chi ụmụ	negative
@user @user Na craze de worry, ndi gentleman aputa	negative
@user E better mature maka Chineke nna ikpo ya oku 😠😠😠	negative
Lee kwa gi Lee kwa onwu. https://t.co/HQQtmdiR7G	negative
@user Mechie onu ooo	negative
@user Anuofia Nkita racha gi ike Idi ka ezi bida Nwa ogwugwu oge	negative
@user Chukwu onye okike ole mgbe?	negative
@user @user @user I malu akpu I lie 😂😂😂	negative
@user @user @user @user @user @user @user @user @user @user Friend ahu gbuo gi pliss	negative
#Repost dancegathering with @user ・・・ #Instructor - Onye Ozuzu is a dance administrator,… https://t.co/NvLho6vZtN	negative
Wait o🙄😏😏😏 Una dey attack @user ? Thunder afo osisa gbagbuo unu n'ile. Ndi Anumanu🙄😏	negative
Bikonu lekwa’m, lekwa nsogbu. How will you be fighting the one that is not fighting you?💀😂 Cheta na ndu bukwa n’otu isi onye obula, biko. Udo.	negative
@user 😂 😂 nke awụsa ka ọ nke Igbo?	negative
@user @user @user @user @user @user @user @user @user @user O bu iti! Ezigbo iti boribo!	negative
Mmadu atogokwa n’ obodo a @user @user @user @user https://t.co/ALeQcuam0T	negative
@user @user Mbakwa, Chaa Chaa nke a buzi nwa ewu 🙄	negative
Aunty Ogoo, ole mgbe o 🤷🏾‍♂️ https://t.co/hyFYkVq206	negative
CeeCee, mechie onu nsi gi.	negative
@user @user @user @user Odị egwu really	negative
@user @user 😂😂😂😂😂 Akụkọ a nwee ka ọ dị. Chei!	negative
₦200 okirika😢😢.. Ekwensu aburi ezigbo mmadụ at all.	negative
@user @user @user @user @user @user @user Nwoke nwafia zukwanu ike	negative
@user @user Ike gwu. 😂😂 nwata achoro biko. Ndi ala erika ebea	negative
@user Onye nkem. Ndi mmadu dinno nzuzu	negative
@user Kedụ ebe ịnọ akwuna a🙄	negative
@user Onye bu isi shampoo? 😂😂😂😂😂	negative
Indeed; """"Iberibe na enye onye isi adiro morale!""""🤣 Lee ka oji """"phoney"""" na ezu oshi! 😂🤣🤣🤣 Leemaoo https://t.co/OjagZeyvJE	negative
Mpa gị na mma gị bụ ọkpọ nsị. Gịwa bụ nsị anụ ọhịa. if you don't understand mine u might as well be mute imbesilas https://t.co/pcgQcZl7jI	negative
Ihere amaghị eme ụnụ https://t.co/AyCFLupD38	negative
🥺🥺🥺 chineke mgbe olee? https://t.co/HsJUA5jzwG	negative
Ọ di egwu ọ.. https://t.co/SZgkXgDBiH	negative
@user Ike gwuru nna 😁	negative
@user @user @user @user @user @user @user Nna o gwuru m Ike.	negative
@user Ọkwa coro, Chineke kpọ ya ọkụ. Ọkwa ikwesị nye ndị boys mmanya kanyi laa	negative
@user @user @user @user @user @user @user @user @user @user Isi gị ebe ahu. Which afo	negative
@user @user @user @user @user @user @user @user @user Ndi ana aria ka afo osisa 😓	negative
@user Ka anyi ga ra otu 😂😂😂	negative
Men ra gi ihe aga ara gị otele èkpè re gị ọkụ, you will know that ikpu tighter doesn't tighten anything	negative
@user 1) No facilities 2) Odikwa risky	negative
@user Men's respect gbakwaa oku	negative
@user @user @user @user Si ebea puo jee choo akaraka gi 😂	negative
@user @user @user @user Nna gi bu onye Ara. Idiot.	negative
@user @user Loll.. Dị uru dịka gi🤣🤣🤣	negative
@user @user @user Nkịta pikwa gị ọṅụ ebe ahu	negative
@user Dokita o n'eme dreads?? Odika icho ka'm bia dia, ji aka'm kpuo the isi🙄🙄🙄	negative
@user Eze n'aghogbu ndi ona achi😀😀	negative
@user Kester... Nri bụ ihe ga-egbu gi	negative
@user @user 😂😂😂 Isi gbari gi mehn	negative
@user The thing dị egwu!	negative
@user Mtcheew nke gi😌😌😌	negative
@user Ezigbo nonsense o nne 😂😁	negative
Ike clearance adiro taata biko	negative
@user @user Taaaa!!! Anụ ulo... Gbafuo gị there!!!!	negative
Bros Ike gwuru🙆🙆🙆🤦🤦🤦🤦 https://t.co/usorkVleBa	negative
@user Ọ di ezigbo mkpa. The afufu aka agwuro, mana ọ ka nma ịnọ na AC na ebe na Buhari egbugo madu. 😂 Life bụ stage and turn by turn.	negative
😂🤣🤣🤣😂🤣Na ihe niile na-eme na Nigeria, bụ ihe zuru ezu iji gbaa ọsọ🤣😂😂 https://t.co/Kg50LZB3fK	negative
@user Odi egwu really 😂😂😂	negative
Mechie onu osiso Ogbunigwe dika gi https://t.co/LiD9VN2C6e	negative
“Ndi alaa,” I go dey ghost mode 😎 https://t.co/dWrh82T3DH	negative
@user hapụ ndị ara ahụ	negative
@user @user Ihe ojoo na ato ochi	negative
@user Akwụrụ ọtọ tụba nwanyi ime, omụọ onye ala. Nwa ewu gbuo ikpere n'ala, ọñụlụ ala #IgboProverbFriday	negative
@user No. I'm broke Chukwu	negative
Ichi gosi uwa n'cha ara gi? https://t.co/seidTwlBTZ	negative
@user @user Taa!! Weré nzuzu gi ga one side biko	negative
@user Civil gbuo gi dere https://t.co/l82ufAsN22	negative
‘Talking stage’ gbakwa oku...😁 https://t.co/pIKGvLeL3T	negative
@user Oge adiro, nwanne... Odigo di, refree ga egbulu gi time up. 😂	negative
O di Egwu 👀💁🏿‍♂️😊 https://t.co/ii0lHukqvk	negative
@user @user Sii ebea puo kitia o, agam awukwagi mmili oku o	negative
Chukwu ekwele ihe ojuo (meaning God forbid). https://t.co/BRX4272VvK	negative
@user 😁Asin eh, ike gwuru	negative
Okwu na Uka https://t.co/S5FQNn4VEa	negative
Hey nedu igbuola onwe gi😜 https://t.co/z5f7KzLIx3	negative
@user Onye isi mmebi	negative
@user Nnaa ike kwuluu oto gwụ the guy 😂😂	negative
Okwa ara 🤷‍♂️ 🙄🙄🙄 Good morning gbu gi there https://t.co/Ck9M5KB52f	negative
Iburu chi gi uzo igba gbuo onwe gi na oso https://t.co/Sh9wxBIeVS	negative
@user @user @user @user @user 😂😂😂😂😂😂😂😂😂😂😂 Just lookat nwa izuzu mmadụ 😂😂😂	negative
@user @user Isi gi no?🤷🤣🤣🤣	negative
Aga aju Onye? Na who go confirm? https://t.co/2knJNRONHe	negative
Hope u muttered in Igbo """"Ara sa wa go onu gi"""" https://t.co/SmGLOmqEU2	negative
@user Gbam i jie. Ndi owu ite na cho ka owu saba onye obula ka osi asa ha. Ndi ara!	negative
@user Iburo ezigbo mmadu atall	negative
Chukwu ekwela Ihe ojoo. Tufia https://t.co/X1cCV4dga3	negative
@user @user Nne rapu ndi ara, ndi uchu,ndi ogbeyin,ndi nzuzu😂 Set Awon bambiala	negative
@user @user Rapu onye ara ahu	negative
@user @user @user Ara GBA gbuo gi dia😏😏😏 El porina😂	negative
@user @user Chai! Lekwa ndi mmadu na asi!!! 🙆🙆🙆	negative
@user @user No mind am... Okwa ndi oso Chi egbu o	negative
Nsogbu di, suo asusu gi 😂😂😂😂 https://t.co/XDtNvTC3OW	negative
No be una again, Fear women oh☹️Tufiakwa maka IPhone 11, oluzie Hushpuppi unu achawa ya mma n’olu https://t.co/3hO471IJJK	negative
Kitikpa lacha gi anya there. Agafu 😩 https://t.co/smeq0sOvUH	negative
Akonuche gi di in shambles😁 na koeri ka onye eberibe😁 choke on your 🌶🌶🌶🌶 bye dingbat😁 https://t.co/Yk8gg5WwwL	negative
Ike unu agwugo'm 🤦‍♂ https://t.co/SrYg3T96Z2	negative
@user @user Lmaoo odi egwu!	negative
Kaii Onye nsogbu https://t.co/3rRZMYUdkD	negative
Hahaahhaha!! Onye ori!! https://t.co/xW3D4GagMn	negative
@user @user @user @user @user @user That one knw zodiac too😌 Skills o ji araputa umu nwaanyi😌 Akwuna nwoke https://t.co/bqowr4zdct	negative
Yigbuo kwaa onwe gị na slippers there idiat! Slippers yirikwa go😂😂😂😂 https://t.co/JJGC0PhzHN	negative
Nne eh,ndi mmadu dikwa nno iberibe!!	negative
Troopz onye ala😂	negative
@user @user Onye ahu ana apu ala	negative
@user @user @user @user @user @user @user @user @user @user Win Gịnị?? Ahụ adịkwa onyea?	negative
Mechie onu there! https://t.co/gMqQfGZgUb	negative
