text,text_id,annotator_1,annotator_2,annotator_3,label_1,label_2,label_3
@Bjeanclaude250 @Bjeanclaude250 wamugabowe uge ukora tweet wabanje gusubiza ubwenge mumutwe kuko ndabona ushobora kuba uba wa bubitse mu birenge 😠,1506562812067422210,70,71,69.0,NEUTRAL,NEGATIVE,NEGATIVE
@jcniyomugabo imyembe yitwa Peteroli #Petrol urayizi? Nyarukira ku isoko nyuma yo kuyirya uzagaruke umbwire uko imeze😋 #eatlocal #fruits #Rwanda #FarmLife https://t.co/OTOVB485G7,1510314117483094023,69,71,70.0,NEUTRAL,NEUTRAL,INDETERMINATE
Mumutwe ko haciriritse nkumwenda wa caguwa c https://t.co/v9C6NJTsTd,1436456755953913857,70,69,71.0,POSITIVE,NEGATIVE,NEGATIVE
Ayiwee uyu muyaga niyimvura ko bimeze nabi koko ntawampa lift,1432363133721616387,69,70,71.0,MIXED,NEUTRAL,NEUTRAL
"Igihe cyawe nigito cyane , rero wigita winjira mubuzima bwabandi ...... #tuesdaymotivations #tuesdayadvise #inama",1348885353768361984,69,71,70.0,POSITIVE,NEUTRAL,NEGATIVE
Ntekereza ko urukiko rwahaye umusaza umwanya uhagije wo kwerekana ibimenyetso! Twubahe inkiko https://t.co/ZvRfTKRrOG,1375795952708124673,69,70,71.0,POSITIVE,POSITIVE,NEUTRAL
Ariko ngo #Huawei iby'ikoranabuhanga byanze ngw'igiye Mubworizi bw'amatungo magufi #INGURUBE,1362754233754337282,70,71,69.0,NEGATIVE,NEGATIVE,NEGATIVE
@thismustbeuncl Najibye nukuri gusa ni izaaaaa🤨🤨🤨😭😭😭,1417829754103861250,69,71,70.0,NEUTRAL,INDETERMINATE,INDETERMINATE
Ibyawe ni umunwa gusa igihe wahereye uvuga wageze kuki waceceka? https://t.co/PV5uBxqhCI,1539107592722698240,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
"kuko kera mwari umwijima none mukaba muri umucyo mu Mwami wacu. Nuko mugende nk'abana b'umucyo,",1394184026274078721,71,69,70.0,POSITIVE,POSITIVE,POSITIVE
@URURABORose1 😉🙄 basi waba uzi ko kimwe mu bintu ntajya nkora ari ukubeshya?😊🙆 Basi bimenye Ubu..,1527374541785206784,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
RIB yatangaje ko mu cyumweru cy’icyunamo yakiriye ibirego 53 by'icyaha cy'ingegabitekerezo ya jenoside n'ibifitanye isano na yo. #RBAAmakuru ➡️ https://t.co/NdTpvG2IeL https://t.co/ei6BovZJeX,1514848325966704644,71,70,69.0,NEUTRAL,NEUTRAL,NEUTRAL
@HavestKhome @JanvierPopote @Rwandapolice @IremboGov @Divacroix @Mgabomama @TeamIrembo Mbere yo kuvuga ko atangaza ibyo atazi waba uri umukozi w'irembo kuburyo ugiye kumuha amakuru yuzuye?? Nonsense 😏,1550396512898875393,71,69,70.0,NEGATIVE,NEGATIVE,NEGATIVE
"Umuryango @PPAF twifatanije n'Urwanda mukubungabunga uburenganzira #bw'umwana himakazwa kumva ibitekerezo bye, @Isibo @Umudugudu @Akagali namwe mwese! Birabareba &amp; mwiteho nkuwawe https://t.co/czdbK9SDc1",1405461122728271874,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
@Rwandapolice Nukwihangana nonex imvura nimbi nyine nitwitabire dukure ikibuza ko dutambuka ukomeze ube nyagerwa,1509141911558311936,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
"@ClaudeKarangwa Nagusaba ukandemera muri gahunda ya turemerane,, ikindi ukagimeza kugira umutima mwiza nkuwo usanganwe🍷🍷🥂🥂 @peter_metre",1431129331154182144,69,70,71.0,POSITIVE,NEUTRAL,NEUTRAL
Ndinde wo kwanga ibyo kurya byubuntu. 😊😊🤗 https://t.co/PIM0Iji8v1,1501969170577207299,70,71,69.0,POSITIVE,NEUTRAL,NEGATIVE
@imela_christian @josbertshyaka Nawe ko nkwizeye ra ntago wakora ikosa ryo guta ikizere,1529837290235002881,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
"@AissaCyiza @kemnique Ni ubugiryi, ni ubusazi, ni amahano ni ukuringora nyogokuru wawe",1512048263586844684,71,70,69.0,NEGATIVE,NEGATIVE,NEGATIVE
"@L_A_r_s_e_n_e14 ikibazo si uwakikugurishije, ikibazo ni wowe",1491118476450275329,69,70,71.0,MIXED,POSITIVE,NEGATIVE
Urakoze. Ni ngombwa gukomera tukadadira cyane. Abaduhize bukware tugomba kubahiga ubutwari!!! https://t.co/tbT0yS8VBv,1511814545739767809,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
Uwiteka abayobore muri ino nzira batangiye. https://t.co/ixcbA6VwJv,1533009673359544320,70,69,71.0,POSITIVE,POSITIVE,POSITIVE
"@NyirarukundoMa6 Rindira baveyo, ntiwabahana bagenda nawe urabizi! 😂",1502349539226923008,71,70,69.0,NEGATIVE,NEGATIVE,NEGATIVE
"@Damour_nzogera 🤣🤣🤣🤣🤣 Twikundanire, Dore uwo andushaho gato! 🤣",1399748917693194245,71,69,70.0,MIXED,MIXED,NEUTRAL
"@Devocia2 @ericmaverick250 @BlaiseRUGAJU Urumva utakubwiza ukuri ko afite abana/umugore ku ruhande, uwo ni fake.",1433401370586095623,69,70,71.0,POSITIVE,NEUTRAL,NEGATIVE
@shyaka198 Ntabwo bakwifuza ko amahoro aboneka kuko imbehe yabo yahita yubama.,1388528044953022469,70,71,69.0,NEGATIVE,NEGATIVE,NEGATIVE
@Ambasaderi @Musekere1 Twese inyuma ya city n'ubwo mfana man u😂,1387496602567385090,69,70,71.0,NEUTRAL,NEUTRAL,NEUTRAL
@DAmourMani1 Ariko cyane cyane ba se,1501607936220712972,71,70,69.0,NEUTRAL,NEUTRAL,NEUTRAL
@joellekany Amahoro y'Imana abane nawe,1555458092913115137,70,69,71.0,POSITIVE,POSITIVE,POSITIVE
We are great #MissWacu @JollyMutesi? Gahunda ni yayindi #NtaKudohoka twirinde #COVID19 Tufatangije #Tuzatsinda https://t.co/rWiREFWHVe,1420950362182258695,69,71,70.0,POSITIVE,NEUTRAL,INDETERMINATE
Urinde: Ndi wamuntu murugo baha ubuki NGO nshyire kunkovu izakire nkahita mbwirira ubundi nkigendera,1386969803471077376,71,70,69.0,NEUTRAL,INDETERMINATE,NEGATIVE
"@fillydausuwase Numva yuko iyo ufite inshuti nyayo ,uba ugomba kuyisura kugirango rwarukundo rukure",1516251695692587009,71,70,69.0,POSITIVE,POSITIVE,POSITIVE
@A_Byabagamba @Rwandapolice @micomyizajohn @AldoHavugimana @ScoviaMutesi @CityofKigali @ibiriti @HAKUZWUMUREMYI @deave204 @Annemwiza @ClaudeKarangwa Ikibazo ubanza atari amagare ahubwo ni ugutwara imbaho ndende zikuzura umuhanda kandi zitambitse zikagenda zizunguza.,1392577689391964161,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
Nyamara @MTNRwanda tuzayimenagura 😭😭😭😭😭😭😭😭 mwamusubije amafaranga ye 😫😫😫😫😫😫😫😫 cyangwa @RURA_RWANDA ibambarize icyo mu maze 🤮🤮🤮🤮🤮 https://t.co/5kOWbduFuT,1374434118302195715,70,71,69.0,NEUTRAL,NEGATIVE,NEGATIVE
@umwana_mwiz Nawe ugire umunsi mwiza buddy kandi urakoze cyane,1451428434614366211,69,70,71.0,POSITIVE,POSITIVE,POSITIVE
@Alsina_Kenzie Erega kunywa si icyaha ahubwo nusinda uzumve ko wakoze icyaha,1455581873355337734,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
Nibyiza kubona Urubyuruko aritwe turi imbere mukubumbatira amateka yacu. Byumwihariko ayo mugihe cya Jenoside yakorewe abatutsi 1994 #Kwibuka28 https://t.co/sKef3vPLbR,1514296670028288013,71,69,70.0,POSITIVE,POSITIVE,NEUTRAL
#PremierLeague 07’ GOAL Manchester City 1 - 0 Arsenal. ILKAY GUNDOGAN! What a header! Uyu munsi #Label5 Rwanda irakora akazi!! @bbfmumwezi 95.3 FM https://t.co/PU7YcnLFoH,1431582420206297089,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
@CynthiaNaissa @mihigosadam @ephremkay @AfricaSoccer_zn @EricNdagije250 @kwizigira Niwe Ufite izina mubandi bahataniye unwanya arongera ahabwe ayanyuma nka amwe ze Ben yasabaga 🤣🤣🤣🤪,1515247758202056707,69,70,71.0,MIXED,POSITIVE,NEGATIVE
Nunvaga nshaka kureba abaribusohokane udukariso uyumunsi hanyuma hagahira rimwe nkazareba na challenge yatwo 😂😂None murambombeje @AmavubiStars,1356006009962168326,70,71,69.0,NEGATIVE,NEGATIVE,NEGATIVE
"A.k.a yumukandara:sentire A.k.a yumugozi wa radiyo:ikabure A.k.a ya slippers: kamambiri A.k.a yinkoni: ikinyafu,igishari,igiti @ZEDwinyamirambo @Ish_Geovanis https://t.co/Fpeal0PrWL",1427242975613145090,70,69,71.0,NEUTRAL,NEUTRAL,NEGATIVE
@tanah_ancillah Nyine kubera uri bitch (imbwa-kazi) niyo mpamvu yemera kuba imbua,1417121385864994823,71,70,69.0,NEGATIVE,NEGATIVE,NEGATIVE
Kurikira umuyobozi wa @Gasabo_District kuri Gahunda ya Operation #MUMIZI maze ufashe kubaka u #Rwanda #Twifuza @RwandaLocalGov @rbarwanda @TV1Rwanda @btntvrwanda @CityofKigali @gatjmv @dusengiyumvas @INyirarukundo @PudenceR @umwigemepo https://t.co/7dJq8aNwXT,1419200361970155520,69,71,70.0,POSITIVE,POSITIVE,NEUTRAL
@Allicyuzuzo5 Genda gake ni ku cyumweru sha! 😂 https://t.co/iOYI7u1HYk,1444762194915233798,69,71,70.0,MIXED,NEUTRAL,NEUTRAL
Mugihe cyose buri ruhande rutemera uruhare rwarwo abagabo cg abagore muri iyicase ikikibazo ntigiteze gucika,1519670994830606337,70,69,71.0,MIXED,POSITIVE,NEUTRAL
@kemnique @qristaira Aaahaaa nones ko na migabane ufitem wabinywerey mwan I Gihara @kemnique,1497731141188694018,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
Guma kuri @Radiorwanda_RBA https://t.co/Ty4X320QqG 09h00 URUBUGA RW'IMIKINO 11h00 Kazi ni Kazi 12h10 WARUZIKO Buri saaha ni AMAKURU agezweho #Rwanda https://t.co/LV7jnokHmh,1390207498255278082,71,69,70.0,NEUTRAL,NEUTRAL,NEUTRAL
"@UrugagaI @rpfinkotanyi @RwandaNorth @NyirarugeroD @FKaboneka Ndashima kunama n, ibitekerezo twunguranye ingaga zombi ubufatanye bwacu ni ipfundo rikomeye ry'umuryango RPF Inkotanyi North",1543627523656978434,69,70,71.0,POSITIVE,POSITIVE,NEUTRAL
Mon Kiki 😍 Wakoze mubyeyi gutoza umwana inzira nziza binyuze mu mukino! #KinaWiga #kinaRwanda https://t.co/H9znfIdaGK,1541715823684755456,69,71,70.0,POSITIVE,POSITIVE,INDETERMINATE
@Ummih10 Nubwo ntamuzi ariko nashake umugore kuko nta ndagijimana yumusore ubaho 😂,1514882284217847814,69,71,70.0,NEGATIVE,NEGATIVE,NEGATIVE
"Oya rwose bidushuka nkaho baturusha ubwenge icyi gihugu ajo twagikuye turahazi, rero tureke kurengwa #TwimaneURwanda #Urwandanirweme https://t.co/VsiYjdUNf3",1409409158542155777,71,69,70.0,MIXED,POSITIVE,NEUTRAL
@JanvierPopote @RoyalFMRwanda Iyi guma mu rugo isize bamwe mu ihungabana. Ese ibikomere Covid izasiga byo bizakira bite? https://t.co/onIXmsropH,1421350674810478592,70,71,69.0,POSITIVE,NEUTRAL,NEGATIVE
@rigogaruth Erega n’ubwo Calius tutakimubona ariko hari benshi biyemeje gukomeza umurage we bakomeza kumuterekera! Alisson Becker ni we ubakuriye!,1371938114260832261,69,71,70.0,NEUTRAL,NEUTRAL,NEGATIVE
Nanjye numva aribyiza kuvugisha ukuri kuko tubatora tubizeye bayobozi umuturage kwisonga tuzagera kuri byinshi dufata nyije Nyakubahwa @gatjmv #RwOT #Rwanda #Ukuri https://t.co/HoLH3AAY72,1531411143922688004,69,71,70.0,POSITIVE,POSITIVE,POSITIVE
"@Rwandapolice Dosiye yawe isaba : KWISHYURA KONTEREVASIYO Ifite kode yo kwishyuriraho no 991019770539 yoherejewe neza! Amafaranga uzishyura: 25,000 RWF Itariki ntarengwa yo kwishyura: 22-10-2021 11:57",1450452191240667149,70,69,71.0,POSITIVE,NEUTRAL,NEUTRAL
Abantu b'i gitarama muze mumbwire nimba Aya makuru ariyo. Genda Rwanda ukomeje kuncanga kbs 🇷🇼#RwOT https://t.co/YxLdurkRk6,1542623983971041280,70,71,69.0,POSITIVE,NEUTRAL,NEGATIVE
Hakurya mubaturanyi urubyiruko na bamwe mu bategetsi bakoze umuganda wo gukubura umuhanda😏 https://t.co/pYNVrE1NvV,1517882124384325632,70,69,71.0,POSITIVE,NEUTRAL,NEUTRAL
Byaba bimaze iki kuba ufite ubutunzi Ubuzima bwawe ukabuharira ibyisi! Ibyubu turabisiga tugataha njyewe nzisunga Jehovah niwe untunze #JAYPOLLY,1434499181671067648,69,70,71.0,POSITIVE,POSITIVE,POSITIVE
Umuntu w'inshuti ya Bruce melody amugire inama yo kureka music 🚮🚮,1519331932579971073,70,71,69.0,NEUTRAL,NEGATIVE,NEGATIVE
Ikibazo x shn ishyari rya benewacu baratuma ndara ngo ntabakirana https://t.co/8HxU12yzkV,1543897713112227840,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
@DoreYera @alice_kanyana Natwe kubashyira hanze ni uburenganzira bwacu😁,1547977855769780227,70,69,71.0,POSITIVE,NEUTRAL,NEUTRAL
#Umuganura2022 umunsi w'abanyarwanda ubusabana bwa kimuntu umusangiro gakondo. Ngira nkugire y' u #Rwanda https://t.co/DjNchscnim,1555866471686889473,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
Mwaramutse. Amahirwe nimigisha nibyo mbasabiye najye nisabira mwizina rya yesu. Amen .,1377119405335699456,71,70,69.0,POSITIVE,POSITIVE,POSITIVE
Nushake wihamagarire umugaragu wawe peee thanks @umusore_witunze hasigaye @niprince11 na @Museco_Bae ndetse na @Bamporikie https://t.co/VhwYrDPcBD,1437774173481406465,70,71,69.0,POSITIVE,NEUTRAL,NEGATIVE
"Kuko sinumva ukuntu Umuntu ukurusha byinshi byiza umwita umuswa Kandi yarageze ku byo utarageraho, ushobora no kutazageraho.",1429092463768125449,71,70,69.0,MIXED,NEGATIVE,NEGATIVE
@UMUKARITASI1 @IGIHE @Rwandapolice @GerardMbabazi @kanisekere @Bamporikie Nta gahora gahanze byanze bikunda nta myaka ijana keretse nibazana za monarch zabo😏,1379379129649348612,69,70,71.0,MIXED,POSITIVE,NEGATIVE
@Emma10Muvunyi Ko abagore bagira amatiku ubwo iyo bahuy nae bagasanga uyafite bihita biturika meny ubweng chn🤭😂😂,1517251548157562881,71,70,69.0,NEGATIVE,NEGATIVE,NEGATIVE
"Inama yashojwe n'ubusabane twishimira ibyagezweho , dufata n'ingamba zo kwesa imihigo 2022-2023 @RwandaLocalGov @gatjmv @HabitegekoFran1",1550921659925905411,70,69,71.0,POSITIVE,POSITIVE,POSITIVE
Inshuti nyanshuti ni iziguha umwanya 👨‍👩‍👧‍👦👨‍👨‍👦‍👦 https://t.co/57CzLcKVcM,1362865607591534602,70,69,71.0,POSITIVE,POSITIVE,POSITIVE
@lifeasjoxy @Museco_Bae @igabemutsinzi Kota mwenyine se bizabamarira iki?,1452264873015091201,71,70,69.0,NEUTRAL,NEGATIVE,NEGATIVE
2/2 ♦️imikoramire ituranga hamwe n'inzego zibanze ♦️Yatwibukije nanone ko turi igice kimwe kigize intore za @RwandaSouth arinatwe mbaraga zubaka @AKayitesiAlice @gatjmv @RwandaLocalGov @Kamonyi @Kamonyi @KubanaRichard https://t.co/trHXRohRtl,1551550435479240705,71,69,70.0,POSITIVE,POSITIVE,POSITIVE
"🎹🎸🎷🎺🎻🥁🎙Nshuti yanjye umva🥳 ""Jyufata umwanya wiherere maze umoke, nushaka no guheba ntihakagire ikigutangira""😁😁😁😁😁 https://t.co/EGIqssETIA https://t.co/WVPWS9AvZC",1464911456080736262,70,69,71.0,POSITIVE,NEGATIVE,NEGATIVE
"@LeoMuvunyi @Umutoni03402509 @LionelTuyishim1 mutore Ikinamico tuzumva ejo kumunsi waduhariwe. Jyewe iya ""Sugira wisongoje amenyo"" numva ariyo ya mbere https://t.co/qt8kOefEhA",1375464106283655172,71,69,70.0,NEUTRAL,NEUTRAL,NEUTRAL
"@artSylvi Mbega ubuswa! Ofcourse, musaza Wanjye agomba gukubura. Nta maboko afite se??",1448920739369963534,69,70,71.0,MIXED,POSITIVE,NEGATIVE
Pasteur. Ntimukanywe inzoga dore nabanzi banyu Yesu ati nimukunde abanzi banyu. Nonese ngewe ndinde wokutumvira yesu..nibaribyo nyihera like 🕵🕵,1484186655485423618,70,69,71.0,POSITIVE,NEGATIVE,NEGATIVE
"Nyuma y’imikino ya @theBAL , dore Plot sasa 👇👇👇 Duhurire kwa @Kingabo_ @IngaboCorner 🔥🔥🔥 https://t.co/yM6hMO2czl",1528018619766030336,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
@Mango4G iri mukazi muze mu muryango mugari wa Internet yihuta cyane https://t.co/RulhEFu9ZV,1550117051213131776,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
"Ingamba zirakomeje, nkurubyiruko twiyemeje kwimana U Rwanda hamwe n'Abanyarwanda bose. Tugahashya icyorezo cya COVID-19. Turi twese muguhashya COVID-19 cases https://t.co/ekyTQuNjnn",1419294680190234628,69,71,70.0,POSITIVE,NEUTRAL,NEUTRAL
Ukuntu abantu bakora ikizamini cy'akazi urutonde rw'abatsinze ntiruzigere rusohoka ni byo biruenz,1430031066597822464,71,70,69.0,NEUTRAL,NEUTRAL,NEGATIVE
Wowe uri Yozezu wiguma kubeshya abantu rwose https://t.co/L0ifdDQLsX,1506251855793377284,71,69,70.0,NEGATIVE,NEGATIVE,NEGATIVE
@kanisekere Buruse bayibariza ku muhima man(hamwe hahoze statistiques) aho kuri HQ bahabariza iby'ubuhinzi n'ubworozi n'indi mishinga itandukanye,1525384933015158784,70,69,71.0,POSITIVE,POSITIVE,NEUTRAL
"""Ese ubwo ninandika akantu cg nkavuga akantu mukumva Karimo ubujajwa cg nkigira imbeba muzantwika bene Ka kageni we!?ingo?🙈",1355069645531848704,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
Dore impamvu udakwiye Gusinzirawipfutse mu maso kuko byagukururira ibyago bikomeye https://t.co/vKgavtPzN5,1543829040129314817,71,70,69.0,NEUTRAL,NEUTRAL,NEUTRAL
@Kwizera18305184 Duhindure imyumvire rero twubake ahakomeye,1433267078841184258,71,69,70.0,POSITIVE,POSITIVE,NEUTRAL
@KARANGWASewase Cyane p uwaduha natwe tukabyigobotora byokanyagwa ikibazo nuko tubirimo amadeni menshi Ariko tuyabyishyuye twabirindagiza byokarindagira kumusozi,1501467613960024065,70,71,69.0,POSITIVE,NEGATIVE,NEGATIVE
@DjadjaTumukunde Nonese Djadja wagiye guhagarara munsi ya city tower mubiki,1442882856028626949,69,70,71.0,NEUTRAL,NEUTRAL,NEGATIVE
Urakoze cyane. Nanjye ubwo ndikwibaza niba nacikanywe @kemnique @Musekere1 #igihe ko tutagihaye ibyacyo igihe si iki? https://t.co/Iz2qG1enpD,1382402700852277248,69,71,70.0,NEUTRAL,NEUTRAL,INDETERMINATE
Umuntu naguta kuko utagifite imbaraga humura lmana idufiteye ba Nikodelu bo kudutabara 🙏🙏🙏🙏🙏🙏🙏 https://t.co/FwpA2ZDiSk,1426195897717755912,71,69,70.0,MIXED,POSITIVE,NEUTRAL
@RNPSpokesperson @Rwandapolice @MTNRwanda mwadufasha mukadukurikiranira ababantu batuzengereje ngo barikubeshya abantu ngo ni abakozi ba #MTN 0787 917 788 iyi niyo number bari gukoresha. Murakoze,1416685109021970438,69,70,71.0,MIXED,POSITIVE,NEGATIVE
"@uwimaclarisse @Mango4G Nsigaranyeho 1 GB only 😭😭😭😭😭 kdi sinzi aho ndi bukure ayandi 5,500 rwf. Nyamuneka @uwimaclarisse ndemera kabisa nzakuririmba imyaka ibihumbi",1459934280763781121,70,71,69.0,NEUTRAL,NEUTRAL,NEGATIVE
Niko bimeze ariko iyo ipombo imaze gupika ipine ryuzuye neza imodoka ihita igenda ipombo igasigara itegereje imodoka ikurikira https://t.co/2r0o47LCGq,1377724375424757761,70,71,69.0,POSITIVE,NEUTRAL,NEGATIVE
