text,text_id,annotator_1,annotator_2,annotator_3,label_1,label_2,label_3
mini sane kraa ne,0a4d3e10-39ce-4665-b854-2b4b8b83ae8c,45,63,44.0,inderminate,inderminate,inderminate
di wo fie asem kakra 😂,dfc99db1-8412-46d8-86c8-b5fd76afd95c,63,44,45.0,inderminate,neutral,positive
baaaaaarrrsss ma necca baaaaaaarrrss,af8d127d-7e34-4106-93c9-289f99680e4c,63,45,44.0,inderminate,inderminate,neutral
bie akoma no mu mame❣️,5a125383-643f-417e-8ad0-0fb95fe210ce,44,63,45.0,positive,positive,positive
nti menka ho bi anaaa tell me the truffff,d7715581-3b1c-4e80-a093-ee8ab94ac263,63,45,44.0,inderminate,positive,negative
k no de3 y3b3k y3sika s3m na 3nsisi so saa,748d4748-4a37-4453-aa5a-f676cb45e14f,63,45,44.0,inderminate,positive,negative
pre valentines gift yen ka ho bi anaa 😂😂,35cdf5a8-65c0-433f-83de-6b3d0ddf9376,45,63,44.0,positive,positive,negative
as fameye said 3nn3 pa ho a da b3n 3nti waspeedi time no dey 😂😂,a5124b7f-029d-4560-940f-2682aca942df,45,63,44.0,inderminate,inderminate,neutral
ma hwehwɛ mu ayi deɛ ɛyɛ oo akɔnɔ,aad2a346-225a-449e-a8b7-98bbb6e83a69,44,45,63.0,positive,positive,negative
ei nti medidi a mafu nie yesu gye me wai,f1ad66f7-c631-4810-8429-ee1a1ea0213d,44,63,45.0,neutral,positive,positive
nyame baako pɛ na ɛbɔ me ho ban nti moa mobɔ me ho pɔ na mofa me ho tan🔥🔥🔥🔥🔥🔥🔥🔥,d0a6d33a-1e7e-4089-b823-2c0f6d082d3c,63,44,45.0,positive,positive,positive
utag nyame kasa ma amoka 3y3 diiinnnnn🙏🙏🙏,c4b2c516-7b41-4a74-b99e-63cf0310875e,44,63,45.0,neutral,positive,positive
service donemu si fufu anaaaa,b18d9905-6e91-4666-a3ad-9fddf07150b5,44,63,45.0,neutral,negative,negative
dwonso de meh 💦💦me p3 s3 me hweagu obi mu 💧😂,f030fa0a-1fbb-4f7c-b159-6e0963dd198e,45,63,44.0,inderminate,positive,negative
obiaa ne ne haw😂😂,65da536d-0487-4698-8838-2b42a39940be,45,44,63.0,inderminate,neutral,negative
oo ɛnyɛ saa na me ka no oo nanso saa sika me tumi aka sɛ ɔmfa ɛnyɛ ade papa biaa,30dc0a36-6a87-4740-aeab-a06a08702651,44,45,63.0,neutral,positive,negative
ne papa sika ny3 ne sika s ei sorry oh jackie chan,39df40de-a71f-44ea-a544-f84317b8e3a9,63,44,45.0,inderminate,neutral,negative
haaaaa hahaha woayɛ nsu anye yɛ,5ebe57ba-37bb-4da8-9c5c-b70b47e4892b,45,44,63.0,negative,negative,negative
anadwo dier ed3 nanso abeyifuor na eha adwen,1c950d29-0e4f-442c-95e9-277d481c889d,63,44,45.0,negative,negative,negative
nansa yi de3 menan wonfikyire ho dabiaa oo,a163e203-12de-4e1a-8fb3-a3d280098acc,44,45,63.0,neutral,positive,negative
so sakyiwaa bono man vrs bono woman how we go am😊😉,f8cee6cf-b494-4313-8164-22c815bf84ac,45,63,44.0,inderminate,inderminate,negative
hahaha dennis no force koraaa,31b6401d-6d3d-4f99-9ba1-10dd99a3e19c,45,44,63.0,negative,negative,negative
abeg send am na gyai baron matter,27a0cbfe-8b55-465f-902b-62acaac306ff,63,44,45.0,inderminate,neutral,negative
sia nanka aben aaa nanka wo ho din,aaefe035-a7ab-4a76-882e-80ed0969d223,45,63,44.0,negative,negative,negative
opanyin wo ho twa wate🙌🏽🙌🏽 top nu y3 guy❤❤nyame nyhira wo,64fec2ca-4173-4fee-8582-ca001825526c,44,45,63.0,positive,positive,positive
vand dijk nu nim pass ma oo herh😻,b178fa36-2b7a-4ccc-b426-3b116f79e3b5,63,45,44.0,positive,positive,positive
ka na ka bio gyimii nkoaa,731ea825-ad90-49dd-baef-4f4f7cba7750,63,44,45.0,negative,negative,negative
jack ankasa he no bi serious me ankasa me followers y3 sen aa wati bi efiriso,b7b769b4-4ff6-4126-a859-60c84b8bd80e,63,45,44.0,inderminate,inderminate,neutral
nana di sika no so na wowu aa bank foc b3fa,b925b5d4-4da5-4524-bc79-eec77f016dcb,44,45,63.0,neutral,negative,negative
fuck no nkoaa go but chelsea team wolaai,a8949c7c-52b7-4f37-83d0-6251c28e6a90,44,45,63.0,inderminate,inderminate,negative
enyimguase na aka home s3 wontsi wiase na wo ne nkotompo abo nsaneho anea 3b3ba noara no no,80647f7e-a121-4a1b-a352-e4f65851bba8,45,63,44.0,inderminate,inderminate,negative
nti vodafone fo k adwuma koraa k y3 de3n network basbasa bi sei😒,f489e6cc-524d-476f-bcca-d30a4060a0f3,45,44,63.0,negative,negative,negative
papa relax na omo p3 sentiments dodoad3n wontumi sports nu ny3 hw3 bi anaa nti s3 nana yaw amponsah asem ba wontumi crew entumi ka hu asem anaa,caa71b42-2d90-4a92-b507-0c457a780595,63,44,45.0,inderminate,neutral,positive
kwakye ade3 a 3y3fe no y3de sika na ay3,556473c0-04b1-437d-936b-2f2d4d68e7f2,45,44,63.0,inderminate,positive,negative
wo team nyɛɛ aa wo kasa bebre😂😂,effcb732-7f8b-435c-b58d-b6a533545b51,63,45,44.0,inderminate,positive,negative
menni nufuo nti wrong,855fbc79-beda-43b1-92ff-ac4fd4e031b2,45,44,63.0,negative,negative,negative
fufu ne banku naa 🔥,1c475a55-1b3a-4f44-8eff-6996705d53ea,45,44,63.0,inderminate,neutral,positive
yɛte kumasi nso yegye shout wo taadi love insyd sokoban odaso 👍👍👍👍 shout to fred cey insyd taadi efiekuma,cb050e90-37a6-44b7-a7df-914457b85aec,45,63,44.0,positive,positive,positive
nti wokasa te sen,a99f6712-d2d5-47fc-bc45-34fb8d639887,45,63,44.0,inderminate,inderminate,neutral
burkina faso nso nyɛ bad oo anaa wompɛ 😁,8004f976-5c48-4532-90d3-c3e567d49b5b,44,45,63.0,neutral,positive,negative
streets no yɛ aware sɛ ɛso kyɛn universe no nyinaaa🔥🔥,746742e1-cb33-4d2f-acce-d4e11ff2d68c,44,45,63.0,neutral,positive,positive
good morning krobea kumasi asante kotoko wo kum apem a fa b ampesie 🔥,deaa36a2-3270-43e6-b0ad-c787a9e07d02,45,44,63.0,positive,positive,positive
nana nso de3 anka bet fa woho b3n eeei koo bibini,bb641d4d-cddf-4001-9162-e8a27f136bd0,44,63,45.0,neutral,negative,negative
anka menyaaa nufo kakra ka ho aa anka i set be that oo😅,d2490b2d-2ee7-4422-81cb-ffc6d60132e7,45,63,44.0,inderminate,positive,positive
💯 saaa na y3 di 80 years,a82086b7-b1fe-4f9f-b96d-9515664b0a68,63,44,45.0,inderminate,neutral,positive
masa dwen wo team ho,dcfeb014-8e4d-4117-9de3-7437b8806d01,44,45,63.0,neutral,positive,negative
me sika asa and its 15th 😩😩😩😩,a412061f-7939-4b65-87cb-41168928bb37,63,45,44.0,inderminate,positive,negative
ecg paaa so deir boi3 🤦🏼‍♀️😏😂😭🤦🏼‍♀️,5923c791-0d6b-449d-84df-e8986548144c,44,45,63.0,neutral,negative,negative
😂😂 wa wai d mi bi,22b74817-5f33-452a-b491-69c8e8cfd9fa,63,44,45.0,inderminate,neutral,negative
10 goals ad3n wagyimi anaa,afec8ca6-03bf-4e32-944a-6c9efc28934c,44,45,63.0,negative,negative,negative
wei yɛ de pia car 😂,17f31497-18e6-4f3d-852a-c9236a0513c4,44,63,45.0,neutral,negative,negative
jesus christ zubaidah fa dubai brodo no to fom na tweeti yie,6f44d5b8-00c6-40f9-b6de-fab271d7b755,63,44,45.0,inderminate,neutral,positive
wo dj cno nso dj nso 3sono obiaaa boc,20a468c8-6840-4806-bb7a-4504f0f01c7d,63,45,44.0,inderminate,inderminate,negative
wo kum apem a apem b3ba kumerica to the world 🌎,411c20e6-bc30-410b-ab36-886c72761ae2,44,45,63.0,positive,positive,positive
wo p3 agenda eii 😂😂,f8a1c215-7b51-45d9-b53e-625601b2940f,45,63,44.0,inderminate,inderminate,neutral
professor professor saa na gyimi3 nkoaaa bomboklat💣💣😈😈😎😎,74429ce6-cc09-4aa3-a16c-3a48ae4359a2,45,63,44.0,negative,negative,negative
wo fiti preko p3 bor wo si so aa mogya n33ba,5587bdef-eb1f-471a-bc0b-4ae205c03ba0,63,45,44.0,inderminate,neutral,neutral
eei na info wei firi he,062b49d2-d1f6-477d-a2bf-541ab8c44269,44,63,45.0,neutral,positive,positive
handouts no nkoaa🤣🤣🤣 dem go tell u say ibi 7 courses na baako bia y3 40gh y33bl3 oo,510f4542-078b-46e7-afff-e9aef43865ff,63,45,44.0,inderminate,positive,negative
ka na ka biom obamma🥱🥱🥱,1b8d2d1f-05c8-426b-91d2-c8c84e5c348e,44,63,45.0,neutral,negative,negative
saaaaaa tweet no nyansa biaaaa nni mu,2dfb9056-075d-4232-974c-1c2c065a95b9,45,63,44.0,negative,negative,negative
ne nyinaa ka vibe no ho oo hw3,e05c460a-d380-44e5-b58e-614c288391a0,63,45,44.0,inderminate,positive,positive
happy blessed 🎂 🥳 🎉 to our own baffuor owireduamoh afehyia pa onyame nhyira wo pii 🙏🙏🙏,05720fec-a729-47ce-ab09-cc2cf5c202cc,45,63,44.0,positive,positive,positive
wote trotting back seat twa snap adwoa mako toa so,cbebe83e-15c5-4a9f-a428-0a61154aeda9,44,45,63.0,neutral,negative,negative
lmaoooooo wanya aboa no ankyi no nti wosi neho bon,5edc04b9-0502-4155-a753-28acdc77fde6,44,45,63.0,neutral,negative,negative
ahokyerɛ nea mɛdie mpo ɛyɛ a na ɛho ayɛden ahah wobɛhunu me na mayɛ fɛfɛɛfɛ nanso nea menam mu no na obiaa nnim ooo 🙏🏿,43a8875e-d6e1-4ff2-baaf-7d8e02366772,45,44,63.0,inderminate,positive,positive
kyerɛsɛ you wont even listen to our cries waka sɛ wobɛ bu yɛn afa so no dierr ɛnoaa na wobɛyɛ eii nana hmm,8ef3f751-2834-4b20-a0e5-4a5359177d7a,63,45,44.0,negative,negative,negative
kwaku frimpong de asem aba 🥴😄😁😄,fadd0e67-24bd-41fc-b917-c27b34f86687,44,45,63.0,neutral,positive,negative
lyrical destility fa wo sika✂️👎 ose 3ny3 sikas3m ahh menfr3 🤑 yoo bga😹,2331002f-4b9c-4c0f-ab1d-83a427aa6def,44,45,63.0,neutral,positive,negative
3ny3 gyimie aanka ghana ni ba de3 bedae gifts fa wo ho b3n,ee694a0f-d0e1-4137-8735-28b44ad1bff4,63,45,44.0,negative,negative,negative
wo team sɛ awiesu wo ndewene wo ho 🤣,3b9d7e68-71c5-4bb3-b1d0-1b2683e57a3b,44,45,63.0,negative,negative,negative
saa sika naa nti kwasia bi tis3 wo nso p3 s3 y3n fr3 nor chairmankwasia gyimie gyimie,9561cf62-2897-403e-a142-4c876586ae9c,45,63,44.0,inderminate,negative,negative
wo brofo kraa su ny3 oh wosu ad3n,d7f07565-7cd2-4860-9e73-7c921e95faa4,45,44,63.0,negative,negative,negative
mstchew mo na mo br3 😀😀kafera,d68ee7cd-0b96-4988-94c6-19c006f5c670,44,45,63.0,neutral,negative,negative
anh beno nyinaa s3n,6d762347-a699-4555-a5bf-043e35c17cd3,44,63,45.0,neutral,positive,positive
wo rap asa wo hia mmoa was3 zoology 1057,27246c06-d3b4-4e57-a6d1-336ca45f4ebe,44,45,63.0,negative,negative,negative
awurade nnim me din,9584c703-7e38-47aa-a432-c1b098034da4,63,44,45.0,positive,positive,positive
more moraaaale kumasi fuo betika w krom wo shia yen aaa b3gye wo ghc5 registration bonus kyena di333 more vim,670ae916-a799-43fa-9ba4-956c3fc6a55d,63,44,45.0,inderminate,neutral,positive
nso wo maame nya nka cp3 ooo🤭,a499f6d3-a0a6-46a1-9ecf-03c37de3f517,44,63,45.0,neutral,negative,negative
his nephew is arteta oo wn nyinaa abn,4f59cb40-bf28-43e5-aa3e-ab2898092b2c,45,63,44.0,inderminate,inderminate,negative
wo tiri ho sɛ akɔnfem 😂😂,7d0db779-ba7e-404d-8b2c-29feccad7123,63,45,44.0,negative,negative,negative
chelsea y3 team no agu oooo eeeeiiii 🙆🏻‍♂️🙆🏻‍♂️🙆🏻‍♂️,442d6e06-a847-4823-ae60-9a15c0c57d77,63,44,45.0,negative,negative,negative
onyame a me sum no no ɔde me asie ɔse sɛ me hwe ase mprɛ aduansa wɔn matanfoɔ di me so da asɛm to me na sɛ manidasuɔ asa a ɔse men bo ni dinfre no ɔbɛ ba nti matanfuoɔ sɛ mo de me din kɔ on repeat for afternoon nap,a82f2b10-d147-4d97-b2a4-a9fc9a43dac3,44,45,63.0,neutral,positive,positive
maaaziiiiiii ewiase nyinaa number 6,d2f36c93-baa7-47ea-b7c9-dfbaa8d47b90,44,63,45.0,neutral,positive,positive
1 min biaa case nam mu 😂😂😅,44ab0784-d4af-41d3-bdc0-69735565c6b5,45,44,63.0,inderminate,neutral,negative
woyɛ me role model wai 😊😊,cfa37938-5ad3-4ac6-afe7-328c558a0194,44,45,63.0,neutral,positive,positive
nana aba me pa wokyɛw kikan eyi wo fanti mu ɛndida kwaku anyi andahɔ sorry kuko anyidoho se ɔrespect wo ayɛ😂😂😂😂,5aa174c7-fa48-4686-9875-f82895c73ab7,63,45,44.0,inderminate,inderminate,positive
kotonimma 14 2022 twi ɔnyankopɔn apɔmuden mpaemuka aseda nka ɔnyankopɔn a wa di nebɔhyɛ nyenaa a ɛfa ayaresa ne apɔmuden ho wɔ me mu me gye ma ni wɔ apɔmuden pa mu ɛfiri sɛ kristo de nyameyɛ nkwa ahyira me yareɛ ntumi ndi me honam akwaa afan bia so ɛfiri sɛ ɔnyame awo me,d2c8ab7d-3403-4727-95dd-0812b65fe1b1,44,63,45.0,neutral,positive,positive
nanka y3de3 ne de3n 😂 na hu tlk u say abi mahama,a2a23a64-2fa6-467a-8c19-5afc856ab85a,63,45,44.0,inderminate,inderminate,neutral
ei wasende wo sika nyinaa ama kotoko ɔkyena wobɛdi deɛn,447da1ad-5d6c-42b2-8f41-eedd72a8880f,63,45,44.0,positive,positive,negative
take do annan perry na me deɛ lailai,7e10943a-cffb-4228-99b5-e9f0cc3cf073,45,63,44.0,inderminate,inderminate,negative
joooooe mo nim s3 3korso🔥🔥🔥,17c02149-dc9b-4d9d-8385-7628b062c8d9,45,44,63.0,positive,positive,negative
ohia kasa fa womuã na wo didi atem,d3d3c62d-4004-4582-aaab-a2f54a8421b1,45,63,44.0,negative,negative,negative
ah wetin dey occur 8am bo me hyemba ei 😂😂😂😂,23f55808-359f-41a2-89d4-4a61a53a9179,63,44,45.0,inderminate,neutral,positive
you barb you see ari tok samu say he dey make people decide give am cos chale ohia ni adukru nu basaaa 😂😂😂 guzman no way sika kasa,635a2949-34df-4972-9164-0ea58f6ccc0f,45,63,44.0,inderminate,inderminate,neutral
mode3 mo sore aa na ato mo ne nsemhunu wei,71b8fdb0-3208-46ad-820f-8daefdb4d7fe,45,44,63.0,negative,negative,negative
eeeii obaa you dey,05dd4b21-073b-4a30-a829-6047f13dca59,63,45,44.0,positive,positive,positive
herrrrrr akomeah atwitti with iphone sika no anya asu😂😂😂,8faefe07-9a3a-4835-809d-b4e2d2c412c2,63,45,44.0,inderminate,inderminate,neutral
wonni sika aa wobu fu baahat 😢😹💔,c0e13bd4-d661-472d-be80-4a328c1a5df9,45,44,63.0,inderminate,neutral,negative
fufu with abunuabunu snail kakra momone kakra koobi kakra kako kakra amane the hard on kakra salmon kakrakoto kakra ena prekotwer3 ne beef kakra s3 wo kon ado😋,a0ec0aeb-541f-4e09-b78d-7baab73cc87d,45,63,44.0,inderminate,positive,positive
eiiii so u everyday is no bra day whu wo nufu yi nso na asi be ti ase saa no,cb354e65-e40b-4127-9606-17cf49a7a765,45,63,44.0,inderminate,negative,negative
obi aa ɔde ka na nano dedenden saa no,e36c32b4-4fce-4f45-9826-9d5802374139,45,44,63.0,positive,negative,negative
mo de 3ka b3gu mu so,32f01c41-947c-400d-9fcd-2ac3709c52a9,44,63,45.0,neutral,positive,positive
afiga me p3 oh😂,9c8c1e50-ce35-45a9-8657-464cdb32408a,63,44,45.0,inderminate,neutral,positive
seisiara wo y3 fo ma me 😭😭😭,f9f76b7a-201c-42db-91b4-8a0c88b11e45,45,44,63.0,negative,negative,negative
our a artistes sef nkwasea nwom nkoaaa wo maame tw3 putuu twofonta nkwasea nwom saaa😂😂😂,0553174d-6bfd-451d-82d4-6a4236f07393,63,45,44.0,negative,negative,negative
agor w neni so 😂😂😂😂,a5d04d40-da98-4563-b10f-7d71def82744,44,63,45.0,positive,negative,negative
charlie sebor kelvin no ka kyer3 no s3 kumasifo y3 ni ate o na kyekyekuley raps b3n na y3 w h no 😂,a70eed3a-7e1a-4f7d-8129-0ad6d404c622,44,45,63.0,neutral,positive,negative
hmm 🤔💭 omo oyinbo pikin na bastards o,bff915d2-57b3-48ae-b1c1-a2f6239380e6,45,44,63.0,inderminate,inderminate,negative
2sure awe kraman kɔte 😂😂😂 adwaman ayɛ no sɛ 3kuro ne asaawa,d9c120bb-3dad-47c1-8b88-5a1892e3c7f0,63,45,44.0,negative,negative,negative
twa mi baako wai,44153a61-6ce4-4cb7-8bd5-2f944b1a1081,63,44,45.0,inderminate,neutral,positive
eii so me di3 whennn 😂😂,3e9fb585-2e74-47fb-a9d6-9f7faf0d3bc1,45,44,63.0,inderminate,neutral,negative
