text,text_id,annotator_1,annotator_2,annotator_3,label_1,label_2,label_3
hajiya rabi bawa mai kada a cikin shirin arewa taku ce,1370430805126881300,8,10.0,,POSITIVE,NEUTRAL,
ana zalunci aqasar nan allah yabi mana haqqinmu,1370867264615018500,8,13.0,10.0,MIXED,NEGATIVE,NEGATIVE
durin uwarsu har petur din,1370660163082915800,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
wannan allura ni har yanzu ban yarda ana masu ita ba tunba babu wanda aka gwado shigar allurar sai gyefe hanu kawai muke gani,1370664070488162300,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
lallai yakai namiji ko bata rai bayiba,1370665122314735600,10,8.0,,NEUTRAL,NEUTRAL,
kaga maxa alaji,1370663961016815600,8,10.0,,NEUTRAL,NEUTRAL,
nagaba yy gaba haka allah ya hukunta inji mawaki ali jita allah yy ma jagoranchi yasa shigarka cikinta tazama sanadiyyar gyara kurakuran dayake cikinta allah yakarawa makiyanka nisan kwana domin sita ganin ci gabanka fatan alkairi my mentor ya allah yarika ma,1370778180177518600,10,13.0,8.0,MIXED,MIXED,POSITIVE
gaskiya koko yafi musamman ka haɗa shi da bredi da kosai,1375062769763029e3,8,10.0,,POSITIVE,NEUTRAL,
a gaskiya shayi yafi,1375359225510174700,13,8.0,10.0,POSITIVE,NEUTRAL,NEUTRAL
mutumin ne wannan ko yar siyasar ce,1375097094168576e3,10,13.0,8.0,NEUTRAL,NEUTRAL,NEUTRAL
mutane bakusan niyarsa akan hakan bah sai surutun banza mara ammafani kuke allah da zuciya yake amfani duk wanda ya mai mummunan zato shida allansa,1370761484028895200,10,8.0,13.0,MIXED,NEGATIVE,NEGATIVE
hka zaa ci gaba dayi mai kudi ya aure mai kudi talaka ya aure talaka amma nikam allah yabani wadda zatayi woof dani,1375392279742021600,8,10.0,,MIXED,POSITIVE,
ai kaji mai makon yasama saude na gidan mai asabari ita kuma tai wuff dani,1375058551966679e3,10,8.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
allah zai saka mana suna ta ɗebe idon ruwan suna barin mu da samarin lungu,1375344116855406600,10,8.0,13.0,POSITIVE,POSITIVE,NEGATIVE
yanzu fa kila akwae dan talakan da yace yana son yarinyar nan saboda karanbani,1375108427152756700,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
meye ruwanmu da aurenshi yadade bai aura matat saekin ba ma,1375054095258632200,10,8.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
the audacity bayan sallah sai kace bikin kanin ubanku,1375115156624138200,13,10.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
allah yabasu zaman lahiya da zuria dayyiba,1375126153426518e3,13,10.0,8.0,POSITIVE,POSITIVE,POSITIVE
naira na gugar naira wollah,1375125193916616700,8,10.0,,POSITIVE,NEUTRAL,
masha allahmuna ma khalifa sanusi na biyu fatan alkhairi allah ya tsaya masa a dukkannin lamuransa alfarmar manzon allah sallallahu alaihi wasallam,1370768147616239600,8,10.0,13.0,POSITIVE,POSITIVE,POSITIVE
abin yayin mun kama da dan pdp da akidun pdp a cikin apc maana dan ahlisunna a cikin tijaniyya,1370779051217068e3,10,8.0,,NEUTRAL,NEUTRAL,
sir sanusi sarkin kano sarauta a jini a chikin shehu tijjani baka ji baka gani ya na gausu zamani,1370791491157758e3,10,8.0,,NEUTRAL,NEUTRAL,
masha allah allah ya bashi abunda yafi sarautar kano argue with ur keyboard,1370710694161698800,8,10.0,,POSITIVE,POSITIVE,
hmm wanima yayi tusa bare me ciki muna nan daku zaku rubuta korarsa,1370800125992448e3,10,8.0,13.0,NEUTRAL,NEGATIVE,NEGATIVE
allah ya ja kwana my mentor ya bada lafiya basira cikin aminci,1370754433177501700,8,10.0,13.0,POSITIVE,POSITIVE,NEUTRAL
tura takai bango kenan angaida shehi komi dai zaayi ayi dan allah,1370723736647835600,8,10.0,13.0,POSITIVE,NEUTRAL,NEGATIVE
allah sarki darika sunsha kudi har sun manta inda suke,1370723557865615400,8,10.0,13.0,POSITIVE,NEUTRAL,NEGATIVE
ko yaushe zamu fara ganin haka a kasashen african,1370737862807855e3,10,8.0,,NEUTRAL,NEUTRAL,
kar ma ya kirawoda ike ka ga rikicin ze afka dakai koshi yasa zaka ce haka abdulrasheed bawa qara takure shi do allah kar ka bari ya wataya dont forget i come in peace,1370742442748698600,10,8.0,13.0,POSITIVE,NEUTRAL,NEGATIVE
jamaa mu rinka yawan shan ruwa a wannan yanayin zafin zai taimaka mana sosai a jikin mu,1370887956613972e3,8,10.0,,POSITIVE,NEUTRAL,
in hakan ya kuma faruwashima gargadin zeyi ai ba wani sabon abuhaka abun yake tafiya,1370858800698294300,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
mudai har yanzu ga fara muke ji bamuga kaho ba,1371099083537014800,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
bamu zabeshi don yyi kakkausar kafazi b,1370857644571910100,10,8.0,13.0,NEUTRAL,NEGATIVE,NEGATIVE
dan masu gargadi bah,1371080385577246700,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
tsoho me gargadi kenan,1370832630850187300,10,8.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
omo see as them dey look me kunason auren mata tagwaye masu komai iri daya anya zaku samu kuwa what if one is busty wazaici girma,1371260644570333200,10,8.0,,NEUTRAL,NEUTRAL,
mata daya dai idan dai har za kuyi amfani da waya daya shine zamu gane yan bigun takar taku,1371448795528052700,10,13.0,8.0,NEUTRAL,NEUTRAL,NEUTRAL
ma shaa allah allah y ciki musu burikansu n alkhairi duniya d lahira,1370946583018287e3,8,10.0,13.0,POSITIVE,POSITIVE,POSITIVE
ko ba mutuwa ba sai aure ta raba ku mace kuma hahaha,1371102947271147500,10,13.0,8.0,NEUTRAL,NEGATIVE,NEGATIVE
sai ku auri mace daya ma saboda aminta da juna hmm,1370975020349067300,8,10.0,,POSITIVE,NEUTRAL,
lol ko kuma kudin waya dayan garesuba,1370983529367154700,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
uhmm wannan ai shashanci ne,1371018487934689300,13,8.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
allah kai neh gatan mu kaji tausayin mu ya allah,1371122609211986e3,8,10.0,,POSITIVE,POSITIVE,
daman a argentina akwai duwa tsu,1371112751670698e3,8,10.0,13.0,NEUTRAL,NEUTRAL,NEUTRAL
ina kuka samo wannan karyar,1371112931463725e3,10,8.0,13.0,NEUTRAL,NEGATIVE,NEGATIVE
gaskiya ban ji dadi bah,1371109401294205e3,10,8.0,,NEGATIVE,NEGATIVE,
allah sarki mahaifiya na tuna wata rana muna magana da wata take tambayata nakau san mahaifiyata nace aa gaskiya ban iya tunata sbd ina da shekara ne ta rasu sai cewa tayi gaskiya ansha dake sai kma tace kiyi hakuri subutar baki ne niko nace ai gaskiyarki ansha dani kau,1371178313016819700,8,10.0,,POSITIVE,POSITIVE,
allah sarki uwa itache jigo itache keche ma da allah maka albarka kuma da yardan allah sai kaga albarkan duk wani gata da wani zaima aduniya baikai wanda uwa tayi maka ba allah jikan ki da rahama my lovely mom,1371149428761968600,13,8.0,10.0,POSITIVE,POSITIVE,POSITIVE
mu ae babu ranar da ba ranar uwa bace duk wanda yayi rashin mahaufiya yayi masoyiyya kuma har abada bazai qara samun soyayya ta tsakani da allah allah kajiqan iyayinmu intamu tazu kasa mu cika da imane,1371178038373798e3,10,8.0,,POSITIVE,POSITIVE,
kullum tunaninta mukeyi indai uwa ce bamuda ranar da munka kebe don tunawa da ita,1371129902662058e3,8,13.0,10.0,POSITIVE,POSITIVE,NEUTRAL
mamata duniyata allah ya qara maki lafiya da shekaru masu albarka,1371138707227603e3,8,10.0,13.0,POSITIVE,POSITIVE,POSITIVE
maraici allah ya jikan iyayenmu da rahma,1371131413609779200,10,8.0,,POSITIVE,POSITIVE,
irin soyyayar da bata musaltuwa,1371195747761275e3,8,10.0,,POSITIVE,NEUTRAL,
allah yajikanki da rahama mamata,1371162454105948200,10,8.0,,POSITIVE,POSITIVE,
farashi ya daga kenanamma duk d haka wayana zai iya biyan na guda ‍️‍️,1371490587912900600,8,10.0,,NEUTRAL,NEUTRAL,
kaii kace wayana mata hudu zata auramin,1371181601174995e3,10,8.0,,NEUTRAL,NEUTRAL,
farashin mata ya tashi kenan,1371160966809915400,13,8.0,10.0,NEUTRAL,NEUTRAL,NEUTRAL
allah yabamu ikon biya,1371161384218726400,10,8.0,,POSITIVE,POSITIVE,
kai jamaa wai ran dan najeria yazama banza yan taada su kashe yan sanda ma su kashe,1371158620205936600,8,13.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
gargajiyar lslama afghanistan,1371188874949636e3,10,8.0,,NEUTRAL,NEUTRAL,
na waiwayo na waiwaya,1371226851729891300,10,8.0,,NEUTRAL,NEUTRAL,
a tuhumi yan gwangwan wato masu sanaar qarafa,1371339734740562e3,10,13.0,8.0,NEUTRAL,NEUTRAL,NEUTRAL
tsakanin mu da ku se de allah‍️,1371453108795154400,13,8.0,10.0,NEUTRAL,NEUTRAL,NEUTRAL
taf hmm amma wannan gara ne inaga wannan in aka tsananta bincike har yadda sai ya đora a media allah ya kyauta,1371499207652151300,8,10.0,13.0,POSITIVE,POSITIVE,NEGATIVE
ai abincin ma wacce ya fi so ya fara ba wa wata ran in kishin ya motsa za a tuna masa wannan,1371463093251891200,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
wai daya ta ce tana da uziri so ba za ta iya hakuri ba what is this,1371466922303324200,10,8.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
kai amma gayen nan sakarai ne wlhi dolene sai yayi sharing personal life dinshi da media,1371690114255106e3,13,10.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
kai amma kuma kuna da matsala wlh kawai dan kun rasa labari sai kuje kunemu jahili,1371589360567644200,8,10.0,13.0,NEGATIVE,NEGATIVE,NEGATIVE
sunan mu daya da maryam dinnan but amma i cant kutsiiallah ya bada zaman lfya,1371393011276513300,10,8.0,,POSITIVE,POSITIVE,
ko meye abun interview a nan oho shi kuma ya dage sai zance yake korawa,1371588964973437e3,10,8.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
ango sadi alamu sun nuna yafison maryam uwar gida da dan yafi kallanta sosai,1371383913407516700,8,10.0,,POSITIVE,NEUTRAL,
kuma dai bbc da shegen iyayin bura uba ina ruwanmu da shiga dakinsa toh,1371476714136682500,13,10.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
yadda angon mata biyu ya shiga ɗakin amarensa biyu a abuja,1371450748299571200,10,8.0,,NEUTRAL,NEUTRAL,
amma kuma babu wata nasara da aka samu,1371404728588992500,13,8.0,10.0,NEUTRAL,NEUTRAL,NEGATIVE
ana batun kidnappers su kuma su na wai abasu kuđi to kenan ma kansu suka sani basata talakawa,1371518036356792300,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
dan allah ku kyale yan bindiga nan haka,1371400464177242e3,8,10.0,13.0,POSITIVE,NEUTRAL,NEGATIVE
labarin tada hankali bbc mungaji haka,1371436332577345500,10,13.0,8.0,NEUTRAL,NEGATIVE,NEGATIVE
gsky inada magana daku akan wanga shiri ya kamata a saurareni aji,1371399928673632300,8,10.0,,NEUTRAL,NEUTRAL,
ana ga yaki suna ga qurah allah ya rabamu da azzaluman shugabanni irin su oo,137139628957807e4,8,10.0,13.0,MIXED,MIXED,NEGATIVE
ana maganar tsaro babu suna corona ya dawo ga yaki suna ga qura,1371395958131601400,8,10.0,13.0,NEUTRAL,NEGATIVE,NEGATIVE
mumuna ta cikin mu amma ku hankalin ku yana kan karin magana,1371393305204904e3,10,8.0,,NEUTRAL,NEGATIVE,
shegiya bbc kin ma baba bahari coup daya,1371736268489506800,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
ana ga kidnappers kana ga allurar corona,1371396500622864400,8,10.0,13.0,NEGATIVE,NEGATIVE,NEGATIVE
muna ansar wuta a gun su buhari,1371393661464940500,8,13.0,10.0,NEUTRAL,NEGATIVE,NEGATIVE
to corona ce t kamashi baa so a fada,1371416318365290500,10,8.0,,NEUTRAL,NEUTRAL,
wato mutanen nan basa jin magana kuma kullun sai shugaba ya ja masu kunne,1371481873621344300,13,10.0,8.0,MIXED,NEUTRAL,NEUTRAL
yanzu duk jan wuyanchin nasiru seda aka samu masu zuwa iya shege garinshi,1371452735741173800,13,8.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
hmmm dik ka gama surutun naka baza mu zabe kaba dik haka kuke,1371489956372316200,10,8.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
ashe ba nigeria ce kadai ke fama da yan fashi dajiba,1371542804313342e3,8,10.0,,NEUTRAL,NEGATIVE,
toh fa kufa kunji mata kukoyi sata cikin wayau da dabara yadda efcc bazata iya kamakubah,1371529272192610300,10,8.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
shima muna jan hankalinsa kan yayi koya da sahabbai da daina zaluntar alummah,1371602727701205e3,13,10.0,8.0,POSITIVE,POSITIVE,POSITIVE
kafin kajawo hankalinsu wahalama tasa sunfara irin halayyarta da tsiya,1371837586940031e3,10,8.0,,NEUTRAL,NEGATIVE,
ga mutumiyar pha kasan kwanki anje india,1371605914327847e3,8,10.0,,NEUTRAL,NEUTRAL,
baffa babba kuma shugaban riqo na hukumar kare haqqin masu sayen kaya kuma check that again,1375188157516423200,8,10.0,,POSITIVE,NEUTRAL,
wallahi baba buhari bakayi ba duk wakar da musulmi sukeyi bamu tabaji ka jinjina musu ba ko wannan wakar ta jaruma da ta zagaya duniya bamuji ka jinjinawa wanda yayi ba sai wadannan kawai,1371604699489656800,13,8.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
ansace yaran primary a kaduna yau baice komai va amma kaji mugun wai a yau din dai ya fito yana taya mawaqa murna alquran yan arewa kun zabi keken bera,137154717923661e4,10,8.0,13.0,NEGATIVE,NEGATIVE,NEGATIVE
hhhhhhhh ni bazan ce komai ba dan zafi ba zaaji bakina ba,1371535353421660200,10,8.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
kuji dan iska ana sacemu amma wae mawaka yake taya wa murna,1371728606846713900,13,10.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
allah wadaran naka ya lalace karen dawa yaga na gida,1371595666238144500,13,10.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
gaskiya ne buhari wannan ma nasara ce,1371897686190874600,8,13.0,10.0,POSITIVE,POSITIVE,NEUTRAL
munyi allah wadai da wannan jinjinar,1371711496556834800,8,13.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
ni shegiya inji dan daudu,1371533885608226800,10,8.0,,NEGATIVE,NEGATIVE,
ya kyauta kau,1371532531066142700,8,10.0,,POSITIVE,NEUTRAL,
karyane kuma wannan yau dinnan yayi hira da yan jarida amma be fadi wata magana makamancin haka bh hasalima kalaman kwarin gwiwa yayi akan dan wasan a rage ta gobe ko a sha koko,1371581821885034500,10,13.0,8.0,NEUTRAL,NEGATIVE,NEGATIVE
lols shawarata gareshi itace cikin sauki da lumana ya chanja lambar rigarsa zuwa wata lambar da ban hakan zai kawo masa sauki sosai na tabbata,1372206402672922600,8,10.0,,POSITIVE,NEUTRAL,
tinda yazo real madrid in ya buga was an k in zama pinkasau,1371680893782397e3,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
bastard baya guje mu ba indai real ne da kanshi zai tashi,1371810487042728e3,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
kina ruwa kam,1371567448080711700,10,13.0,8.0,NEUTRAL,NEGATIVE,NEGATIVE
dan kutumar ubanku idan baku da abun fada kuyi deactivate din account dinku bamason hauka,1371563723366805500,10,8.0,13.0,NEGATIVE,NEGATIVE,NEGATIVE
irin wannan cigarin ce take saka cancer,1375105166416961500,10,8.0,,NEUTRAL,NEGATIVE,
durin uwar kudun ana kashe mutane ana sacesu kullum ku kawo solutions din dazasu tackling issues din dasuke damunmu kunqi kazo kanama mutane maganar siyasar shegu matsiyata,1371674325162549200,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
happy birthday my hero and mentor also ubangiji allah ya qarawa sauran shekaru albarka amin,1372956803701571600,10,13.0,8.0,POSITIVE,POSITIVE,POSITIVE
masha allahallah yaqarawa rayuwa albarka,1371737996895137800,8,10.0,13.0,POSITIVE,POSITIVE,POSITIVE
allah iyiwa rayuwar ka albarka,1371754175302922200,10,8.0,13.0,POSITIVE,POSITIVE,POSITIVE
muda jirgi saide yawuce ta saman gidan mu,1371779522211766300,8,10.0,,NEUTRAL,NEUTRAL,
daman tuntuni a rufe take subhanallah,1371825149025079300,10,8.0,,POSITIVE,NEGATIVE,
kuma dan adam ne zai shasu duka,1375099036647235600,10,8.0,,NEUTRAL,NEUTRAL,
kun zauna da littafin ya fada muku shekarunsa yakai hakan,1371901122517028900,10,8.0,,NEUTRAL,NEUTRAL,
wannan rigar da wane shiri zata hau kamar peach din rawani koh,1371828502358556700,8,10.0,,NEUTRAL,NEUTRAL,
najeriya an raina ma talaka wayau na rantse da allah,1371901326964228e3,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
mtseww yabon me yabo ta wajan zura idanu ana kashe mutane mufa mungaji da gafara sa bamuga kaho ba,1371866500894703600,13,10.0,,NEGATIVE,NEGATIVE,
kai issoufou din ga wallahi yama raina muna da hankali toh girmamawar mi che a kabashi,1371895105293062100,8,13.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
gaskiya da gindin su kuwadomin anajin kidar janar a sama,1371884366067073e3,10,13.0,8.0,NEUTRAL,NEGATIVE,NEGATIVE
yo ai akwai hadin bakin gomnati a cikin wannan abu ace baa sace yaran governor ko senator da sauran su sai na talaka allah ya saka mana bahari ka cuce mu,1372296177748689e3,10,8.0,13.0,MIXED,MIXED,NEGATIVE
ai dama muna biya kuma hakan ba shi ne zai sa mu daina bah mu a koda yaushe adduar mu iya che ya allah ka hore manah duk abinda xamuyi muyi shi cikin sauƙin,1372131961846833200,13,10.0,8.0,MIXED,POSITIVE,POSITIVE
kudai kashe mu hankalin ku sai yafi kwantawa da wani charges xamu jii na biyan kudin fansa ko na fargaban tafiya kan hanya this is madness,1371964769767334e3,8,10.0,13.0,NEGATIVE,NEGATIVE,NEGATIVE
wato shi fa baba manjo kamar malamin makarantar allo ne duk inda yaji anyi tsit to nan zai tsulawa bulala,1371929558723743700,8,13.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
kai ɗan najeriya yana ganin rayuwa very soon zasuce mu fara biyan haraji akan shan iskar da muke,1371905537605046300,10,8.0,13.0,NEUTRAL,NEGATIVE,NEGATIVE
wai shi wannan mai sankon waye neni yauma na taba ganin hegen da wani sanko nashi kamr single,1371946177814540300,13,10.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
kay mu abun yayi yawa gashi govnati bata iya samarwa da muta ne kome sede wahala,137209048247031e4,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
hm ana wata g wata nigeria kasar d baa so talaka y ji dadin rayuwa,1371896338108022800,8,10.0,13.0,POSITIVE,NEUTRAL,NEGATIVE
idon mu idon mutumin nan sayyaci kutumàr ubansa wallahi bayi sukeson maida mu,1371914768777420800,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
gaskiya y kamata ayi protest akan hakan tun kafi ya gagare mu,1371920048252674e3,13,8.0,10.0,NEUTRAL,NEUTRAL,NEUTRAL
nan gaba mutuwa akayi a gidan mutum sai ya boys haraji,137207749760981e4,10,13.0,8.0,NEUTRAL,NEGATIVE,NEGATIVE
wayyo allah ya allah ka kawo mana karshen abun nan allah ya kawo mana kwanciyan hankali ameen,1372208684072378400,8,10.0,,POSITIVE,POSITIVE,
allah shikawo muna karshen wannan matsala,1372066842185982e3,13,10.0,8.0,POSITIVE,POSITIVE,POSITIVE
amman de ba maaika irinmu kananuba ko saide wane da wane,1372324815932170200,10,8.0,,NEUTRAL,NEGATIVE,
kowa da abin da ya dame shi,1372072148496441300,13,8.0,10.0,NEUTRAL,NEUTRAL,NEUTRAL
yy kyau sose,1372114746233749500,13,8.0,10.0,POSITIVE,POSITIVE,POSITIVE
‍️ in baka mallaki soja da ɗan sanda ba shiru shi yafi alheri kada ka taro mana match bamu da gola,1372131287302090800,13,10.0,8.0,MIXED,NEUTRAL,NEUTRAL
good up up wannan shine sune yakamata suji tsoranka ba wai kaikaji tsoransu elrufai we are follow u,1372291617370034200,10,13.0,8.0,POSITIVE,POSITIVE,NEUTRAL
nigeria allah kagyara kasata da mutanen cikinta dan iya ka na abudu,1372169100722602e3,8,10.0,13.0,POSITIVE,POSITIVE,POSITIVE
tunda babu yayan ka ba hmmm akwau ranar qin dillanci ai,1372117388645253e3,10,8.0,,NEGATIVE,NEGATIVE,
to sai a ƙara zage damtse wajen baiwa ƙannenmu kariya,1372129428084568e3,10,13.0,8.0,POSITIVE,POSITIVE,NEUTRAL
sae surutun banxa a bakie toe wane matakie kadauka,1372128878341279700,8,13.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
kaga mazaaa namu ba irin nasu bane,1372127472045719600,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
aikin banza mu gani a kasa mana,1372262571437387800,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
kai matsalar ka cika baki,1372163415742025700,10,8.0,13.0,NEUTRAL,NEGATIVE,NEGATIVE
mun gaji da karanta labarai bamu ganin zahiri,1372132484280901600,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
masha allahu allah ya qara basira da ilimi mai amfani,1372420494008459300,13,10.0,8.0,POSITIVE,POSITIVE,POSITIVE
allahu akbar allah ya jikanta da rahama za ki wanzu a cikin zuciyoyin mu tare da yi miki addua a ko da yaushe allah kyautata makwanci allah sa da ki da shugaban halitta annabi muhammad saw,1372261877053554700,13,10.0,8.0,POSITIVE,POSITIVE,POSITIVE
allah ya jikan kiya gafar ta mikiya hadaki da babban masoyin ki annabi muhammadu saw munyi rashi,1372134709426323500,10,8.0,13.0,POSITIVE,POSITIVE,POSITIVE
s a w allah ya jaddada rahama ah qabarinki,1372140871001464800,13,8.0,10.0,POSITIVE,POSITIVE,NEUTRAL
toh allah ubangiji ya mata gafara,1372555358770696200,8,10.0,13.0,POSITIVE,POSITIVE,POSITIVE
allah haskaka makwancin ta,1372147936868458500,10,13.0,8.0,POSITIVE,POSITIVE,POSITIVE
innalillahi wainna ilaihi rajuun ya allah ka kawo mana karshen wannan masifan ya rabbi,1372168583367819300,13,10.0,8.0,POSITIVE,POSITIVE,POSITIVE
kana ruwa brother,1372200714676633600,10,13.0,8.0,NEGATIVE,NEGATIVE,NEGATIVE
aslm ina yi muku fatan alheri dan allah ina rukayya abba kabara tashiga dan allah,1372216794388254700,8,10.0,,POSITIVE,POSITIVE,
ba kwaraba ko a inugu musulma da hijabi zataje makaranta dan haka kuyi hankali,1372276670057623600,8,10.0,13.0,NEUTRAL,NEUTRAL,NEGATIVE
allah sarki talakan kasata nigeria wllh yakamata kasan mekakeabin da yashafeka daban abinda suke rigima akanshi daban allah kabamu masu sanmu da amana amin,1372291982631002e3,10,8.0,13.0,MIXED,POSITIVE,NEGATIVE
hmm jan kenan allah ya kyauta kuma ya tabbatar mana da tsaro a kasarmu,1372289816721821700,10,8.0,13.0,POSITIVE,POSITIVE,NEGATIVE
su kashe kansu‍️,1372299728042524700,13,8.0,10.0,NEGATIVE,NEGATIVE,NEGATIVE
gaskiya aminu saira mun kosa da mu cigaba da kallon labarina ni damuwa naga ya mahmud zai kare bayan sun yi baran baran da laila babban yarinya da kuma ya sumayya zata kare akan lukman gentleman,1373019775643881500,10,8.0,,NEUTRAL,NEUTRAL,
aslm muna muku tallan channel din mu mai albarka mai suna makaranta tv muna koyar da faransanci da harshen hausa muna roqonku da ku danna mana alamar subscribe da qararrawa mungode,1372478217689391e3,8,10.0,,POSITIVE,NEUTRAL,
ameen dai wai dan allah yaushe zaku dawo daka dogon hutun da kuka tafine kusani tunda kuka tafi har yanzu banyi kallo ba,1372507834781417500,10,8.0,,POSITIVE,NEUTRAL,
gaskiya ne malam aminu allah ya bada nasara,1372284209868456e3,8,13.0,10.0,POSITIVE,POSITIVE,POSITIVE
sai batun godiya,1372286211214225400,10,,,NEUTRAL,,
laila mai hannun kyauta ga kuma dan audu mai hannun karba hoto daga wurin daukar shirin s allah kasa mu fita kunyar masu kallo,1372286016602701800,10,8.0,,POSITIVE,POSITIVE,
baa cewa ya mutu kamarh dabba sai dey ace yarasu allah ya mugane amen,1372978465985720300,8,10.0,13.0,POSITIVE,POSITIVE,POSITIVE
yana da kyau shugaba ya rinqa nuna jarumta da jajircewaba wai ko yaushe suna nuna hali na rauni gazawa da jin tsoro ba ta hanyar kiran yin sulhu sau ba adadi da mutanen da ba su san alƙawari ba,1372317789113958400,13,10.0,8.0,MIXED,POSITIVE,POSITIVE
hhhh an dade ana ruwa ️pha kasa na shanyewa ba inaso nace ya fadi san ransa bane kawai dai mu gani a kasa wai ana biki a gidan su,1372316650943484e3,8,10.0,13.0,POSITIVE,NEUTRAL,NEGATIVE
bbc youre such irresponsible this matter is not debatable muyi ya addua shine mafita marar sa kan gado kawai️,137233666704717e4,10,13.0,8.0,MIXED,NEGATIVE,NEGATIVE
