ID	tweet	label
ma_train_00034	واخيرا انزاح راس من رؤوس الخرافات و الاحلام المنمقة و الكلمات الفضفاضة فهو لم يكن يوما صديقا للشعب ولا ودودا به ولا مدافعا غن مسكين بل هو نسخة من فتح الله اولعلو في صورة متسيلم على وزن دون كشوط يحارب الاشباح والتماسيح والعفاريت ...والمساكين والشعب المسحوق بالفاظ لا تمت لرجل سياسة لا من قريب ولا من بعيد فهو دمية مهرجة فقط فلا بارك الله فيك ولا في من صوت عليك'	negative
ma_train_00035	rfa3ti rasna w rfa3ti rayat bladna lah yhfdek wykhalik lina jtm ♥♥	positive
ma_train_00036	لكن للأسف الشديد الرشوة استفحلت في مجتمعنا وأصبحت شيئا عاديا'	negative
ma_train_00037	منذ بداية الولاية الحكومية. 8475 منصب شغل مباشر وغير مباشر جديد خرج للوجود.. أخنوش: خاص الحرص على الفعالية فدراسة المشاريع اللي كتدوز فلجنة الاستثمارات,	neutral
ma_train_00038	9li lya 9alti chi bnat rayemchiw 3and btissam chno daro	neutral
ma_train_00039	ماشي شوف تلفزة هاذ القناة الجاهلة الرذيءة أنصح كل للأحرار والحرائر من شطبها والله الغني'	negative
ma_train_00040	وزيرة الانتقال الطاقي: مكنشريوش الغاز من اسبانيا وها شنو تافقنا معها.. وكنوجدو صفقات مع دول صديقة منها قطر باش نستوردو الغاز الطبيعي,	neutral
ma_train_00041	يالمذلولا الذل لي راكم عايشين فيه يكفيكم وزيادة اصبحتم أضحوكة العالم'	negative
ma_train_00042	سامسونج هيا التوب ها الاس 6 عندي و شحال من مرة طاح و مزال خدام السلعة د الشينوا منشريهاش و تبقى غا هي'	positive
ma_train_00043	الله أكبر القدس عاصمة فلسطين الأبدية و لقد فتحتم أبواب جهنم عليكم يا يهود'	negative
ma_train_00044	الله يكرمك ويرضي عنك'	positive
ma_train_00045	mezyana fihoum wakha mbs dine 🐕	negative
ma_train_00046	نتمنى له كل النجاح والتوفيق.....للانه مدرب كبير....وان الزاكي كان يضلم ويتدخل في اختيارته....هدا مايعكر صفو كل المدربين الكبار في اللعبة'	positive
ma_train_00047	اجمل وارجل واشيك شعب فى العالم شعب الشجعان بنت ارجل من العالم العربى كله'	positive
ma_train_00048	yalah kan9ob fin ntfrj	neutral
ma_train_00049	من ينتقد بن كران هم خصوم معارضة لى خاصها هي سلطة لا تهتم لوضعية مواطن	negative
ma_train_00050	hhhhhhhhhhhhhhhhh matjawboch hada rah la9itt mne douk dzarin li ness ness lay3fo rah chb3o fih m3yor odb ja andna	negative
ma_train_00051	شكرا اورونج فالا نترنيت تصل الينا حتى البوادي وان لم اقل الجبال فاورنج انهت عزلتنا شكرا مرة اخرى عيد ميلاد سعيد مع المزيد والحرص على العمل '	positive
ma_train_00052	wa ri sokti koun chi ana koun chti hadik charfa dyalma3art ach smit tasiltha bahdloha lah ybahdlhom tba3ab lblaa	negative
ma_train_00053	كتحمقني والله زويييونة تبركاالله عليك'	positive
ma_train_00054	hhhhhhhhhhhhh safe fda7ti l moufaj2a d momo et hatim	neutral
ma_train_00055	صوتك زوين لكن أظنك تحتاجين ان تمرني صوتك اكثر و حولي ان تضفي طابعك الخاص في اي اغنية على كل صوتك جميل و انت جميلة اتمنى لك التوفيق والنجاح'	positive
ma_train_00056	chad lil tfkr f hyatk	neutral
ma_train_00057	العدل والإحسان طالقا السلوگية فرمضان وهضرات على عشرات المعتقلين بسبب منع نشاط طلابي على التطبيع.. والبوليس: مكاين لا تعنيف ولا اعتقالات,	neutral
ma_train_00058	saraha kay3jboni l aghani romance 3lik kter	positive
ma_train_00059	البكاء ليس سمت الرجال ..البكاء سلطة الضعفاء لكسب التعاطف ..انا لست ضد بنكيران وانما الرجل الصالح هو الذي يفعل ما يقول ولا يبكي الا عند النصر	negative
ma_train_00060	المغرب فقمة مع الناتو لتسليح الجيش الأوكراني..الناطق الرسمي باسم الحكومة لـ”كود”: حل الصراع خصو يكون بالطرق السلمية والدبلوماسية وموقف المملكة مع الوحدة الترابية للدول,	neutral
ma_train_00061	واااااااااااو طووووووووب ولاااد بلادي الله يحفضكم سعد انت التواااضع بنفسه '	positive
ma_train_00062	شاب شعرو شاب في ريعان الشباب '	negative
ma_train_00063	rah ghalet ghalt f l3onwan yemchi y9elb fjiha khora	negative
ma_train_00064	3ide mobarake sa3ide bi siha wa salama wa tawfi9e alfe mabrok li dahabia al 3alamia ahla horia	positive
ma_train_00065	اودي كونما بنكيران والله لا سمعتي الاذان فدوزام هو الاخر	positive
ma_train_00066	دابا في المغرب كاين غير صايتي و الاشباح و صحاب البزولة و البيجيدي '	negative
ma_train_00067	ضاعو دوك 41 مساكن😂😂	neutral
ma_train_00068	العدالة و التنمية إن شاء الله. ههههههههههههه	positive
ma_train_00069	hadchi mnin katkoni kharja f zan9a rah katchofi ghalat dyalhom anahom 3acho hyathom 3adi wnsaw camera	negative
ma_train_00070	لا شَر َّ يؤذينــا لا ظُلمَ يؤذينــا والحب للجميع'	positive
ma_train_00071	ربي يحفظك ان شاء الله'	positive
ma_train_00072	hadchi kayn ghi fel mghrib plutôt ghi fel wydad	neutral
ma_train_00073	الاتحاد الاشتراكي دعم رحاب ضد الحملات لي تعرضات ليها وانتخبها مجددا فالمكتب السياسي,	neutral
ma_train_00074	باركة علينا بزاف شوفو الناس فين وصلوا واش الامزيغي ممزوجش من العربية واالعربي ممزوجش من الامزغية ادوها في ريوسكم وخدموا بلادكم '	negative
ma_train_00075	“ال ناثيونال” : المغرب طرد ناشطين صبليونيين كانو باغين يتلاقاو مع الانفصالية سلطانة خيا,	neutral
ma_train_00076	صحفي مفقوس مسكين'	negative
ma_train_00077	hhhhhhhhhhhhhhhh dahk rafihouum omahassin biiih ila bghaw ihadro iba3do 3la moda whadro khenzethom akbar dalil hhhh	negative
ma_train_00078	سيري تنعسي قبل مايفيقو العصافير 🐦🐦	neutral
ma_train_00079	chehad chi khesskum abssat haja dkhlo fiha btissam w dounia rah bnadam kayntahal chakhssya	negative
ma_train_00080	oisala fi nihaya kariban 3ala hodod ikhoi algerer help me honak dolm hogra kam3 fakre intihak hokoki ana mohadad fi maghrib	negative
ma_train_00081	رأيك يحترم لكن أنا ﻻ اتفق معك.مادا سننتضر أدن من العدالة و التنمية إدا كانوا لا يحكمون؟ فليغادروا المشهد السياسي ادا كانوا صادقين مع الشعب.	negative
ma_train_00082	الكَيرا فأوكرانيا.. روسيا كتهدد باستخدام السلاح النووي و وزارة دفاعها : 14 ألف تقتلو و16 ألف تجرحو من الجيش الأوكراني,	neutral
ma_train_00083	ستندم على هادا يا منير الحدادي . من صنع منك الاعب'	negative
ma_train_00084	هذا السيد حقق انجازات لم تحققها اي حكومة من الحكومات السابقة	positive
ma_train_00085	ن لا ترغب أن تلعب مع الأسود ! الأسبقية و المشاركة لمن له غيرة و قتالية على بلده و لمن شارك في الاقصاءيات و ليس لانتهازي اختار للعب لبلد آخر !!'	negative
ma_train_00086	law kan maw9i3na 3elach rebhou bochoucha o khelaw salma rachid ach had lghaba2 lah yeseberkom mesaken	negative
ma_train_00087	jib chi daif jdid bhal said nassiri oulla mohamed nassib likhrj bouzbal	negative
ma_train_00088	awel haja galina tbib de khedma hya ke les fumeurs i9edo ichedu lvirus kter ikon kdeb 3lina 🤔🤔 o 3awtani rah kan galiya tes depressive o khassk tchufi psy 9bal ma diri fe rassk chi haja 🤷‍♀️🤷‍♀️🤷‍♀️	neutral
ma_train_00089	الثنائي كريم الأحمدي وسفيان أمرابط يتألق ويساهم في الفوز والتأهل أمام ويليم في كأس هولند'	positive
ma_train_00090	hnaya mgharba ohobna li ihab mitl hobna li hanan bas iza ab3adat 3an lmoharij ya nas mahbitouch fhmoni	neutral
ma_train_00091	wwrawni nchofo kifach 3rafto anaha tssajlat	neutral
ma_train_00092	b7al hadchii lli khasso yb9a yhat f hissabato machi sowar 3chwa2iyya	neutral
ma_train_00093	صحافة البؤس،داعمي العلمانية النجسة ،افكار البام العفنة.	negative
ma_train_00094	دخل الحكومة بشعارات التغيير لكنهم أفسد كل شيء حان وقت الرحيل و المغادرة	negative
ma_train_00095	3andi 4ir sawlt 9aloli momkin nsawt bnfs l2imayl fga3 lfi2at sa3a mara kayt9bl mara la glt ila 3andk chi 7al	neutral
ma_train_00096	جوهر عموم الناس في المعاملات'	positive
ma_train_00097	ehab makhabch souhyla hit hya ghir katbaha bih	neutral
ma_train_00098	men bab terche hiya ta3ni chi kiv li gelt ane 😉😅	neutral
ma_train_00099	pliz akhti khasna kamlin nkhdmo 3la had hachtag f maslhat hanan	neutral
ma_train_00100	شاء من شاء وآبى من آبى ..'	negative
ma_train_00101	الأسعار دايرا الگرون فكولشي.. وزير التجهيز: مواد البني تزادت بزاف بسبب تكاليف النقل,	neutral
ma_train_00102	أزمة “أساتذة الكونطرا”.. بنموسى: حققنا ليهم عدد من المطالب وآخرها الانخراط فال”CMR” وعبرنا ليهم بزاف ديال المرات على استعدادنا لفتح نقاش صريح,	neutral
ma_train_00103	khes ykoun 3ndk dakchi dyal n7as bech tvalidi dif b 11 ou nta kan 3ndek 225 f controle	neutral
ma_train_00104	good luck for ur concert tonight hbib dyalna🙏akid 7atewlaa3ha🔥bas kanet 7atewla3 aktar law kunt ana mawgouda😔💛	positive
ma_train_00105	اختي ليلى الله ينجحك و يسهل عليك كل ماصعاب قولي لي الموضوع العام لي عطاوكوم فمباراة المالية الله يرحم الوالدين هاهي نمرتي فالواتساب '	positive
ma_train_00106	chi wehdin ybano ghi f chofo m3ana had lmo9abala min jito jito beda 3awno m3a f teswiit wela tedkhlo ghi 3la hsab lmeslaha	negative
ma_train_00107	انرتي نجمتي'	positive
ma_train_00108	مسؤولين كبار فالشرطة الإسبانية والحرس المدني : دعم الحكومة لمبادرة الحكم الذاتي ساهم بالزربة فحل الملفات الأمنية العالقة,	neutral
ma_train_00109	ach daret 3awod mbc hhhhhhhh daba nedkhol d cava azin kander tlila hna wlhih d belya khayba	neutral
ma_train_00110	لا اله الا الله. الله ارحم التلميذ شادي . واصبر ميمتو . لي مات ماعمرو إتعوض وخا عطاوك مال دنيا كلها . إنا لله وإنا إليه راجعون .'	negative
ma_train_00111	حتى اجد الشغل و الكرامة و الحرية و...... حينها ا فكر في الصحراء.هدا الامر لا يهمني اطلاقا.و شكر'	negative
ma_train_00112	اتمنى صادقا ان لا ارى بعد اليوم صور هذا الشخص على هذا المنبر .كفى معاناة'	negative
ma_train_00113	أرفض رفضا مطلقا مشاركة هذا اللاعب ضمن المنتخب المغربي'	negative
ma_train_00114	قدوتي رسولى سيدنا محمد عليه السلام اللهم صل وسلم وبارك عليه'	positive
ma_train_00115	j pense dakchi d charikat mohal tjawb 3lih nsswlo 3la hafalatha o aham haja tour o fo9ach ghada l uae	neutral
ma_train_00116	تنزيل الحماية والقطع مع التخلويض فبناء السبيطارات.. ايت الطالب: رسلنا وصيات مجلس العدوي لجميع المسؤولين وخصصنا كثر من 6 مليار درهم للصيانة وتجديد التجهيزات,	neutral
ma_train_00117	المشكلة تاواحد محسن من واحد كلهم شفارة بنكيران فايتهم بحاجة وحدة تايتهلا فيريوس لكبيييرة على ضهر المسكين هادشي باش هو زين	positive
ma_train_00118	كنا متعاطفون معكم أما الأن سوف أكون أكبر معارض لكم بعتو الزعيم ابن كيران'	negative
ma_train_00119	نزار بركة كعا على البرلمانيين لي كينتقدو الحكومة.. وبرلماني لـ”كود”: مايمكنش نسكتو والشعب واكل الدق,	neutral
ma_train_00120	الصيادة لا تهمهم سوى مصلحتهم فقط لا حولة ولا قوة إلا بالله '	negative
ma_train_00121	tfarji fl vedio walaw ghir mara bach tfahmi ach kayn wana manhmalch chi had ana ba3da manchofoch aslan machi ntab3o n3ayar fih	neutral
ma_train_00122	حرق حتة قماشة عنف و رعب ؟! لكن الاحتلال و قتل الاطفال و الشباب و اعتقالهم سو كيوت '	negative
ma_train_00123	سير بلا رجعة. دون المستوى وأي فريق سوف يتعاقد مع هذا الفاشل سيكون في القسم التاني.'	negative
ma_train_00124	الصحراء المغربية بكل متحمل الكلمة دائماا المغرب #حتى يرث الله الأرض ومن عليها'	positive
ma_train_00125	dkhlo hna chufo chnu tari	neutral
ma_train_00126	lli bgha yechri taykhaless hadik jou9a dyal les labels	neutral
ma_train_00127	امتحان من عند الله سبحانه وتعالى لاختبار قدرتك على الصبر ان الله سبحانه وتعالى يجزي المؤمنين بما صبروا الله يقويك الله يقويك يارب'	positive
ma_train_00128	chofi homa fach ghadi i7a9o hadak achi li bghaw maghadich tb9ay tchofihim fi ta9 ta3 ihab	neutral
ma_train_00129	hadi li khassha wissam machi dounia batma	neutral
ma_train_00130	استمعت لخطاب بنكيران وصل المضمون قام بإصلاحات جوهرية غير ظاهرة للمواطن  في الحقيقة الناس خدامين مع أحزاب أخرى وكيقولو سنصوت للعدالة	negative
ma_train_00131	ra hiya a hbiba li dart lih wahad l9alba khayba	negative
ma_train_00132	نبيلة منيب املنا	positive
ma_train_00133	sa7afa d l9lawi qui partage la video des enfants avant dakchi li w93 a bouzni9a	negative
ma_train_00134	a ghir mwensahoum wellah 😂😭😂😭 w brasserie la cigale in casablanca grand casablanca	neutral
ma_train_00135	chi nas kihdro m3ak ghir ala wed ewa kayn chi titiz kayn chi kayn chi wa siro 3tiwni bti9ar afak	negative
ma_train_00136	مبعوث الأمم المتحدة للصحرا: غادي ندير جولة إقليمية بالمنطقة,	neutral
ma_train_00137	قيادة العدالة والتنمية هاجمات الحكومة بسباب برنامج “فرصة”: 2.3 مليار سنتيم من المال العام مشات للإشهار والمؤثرين وهادشي سبابو ضعف تواصل الوزرا,	neutral
ma_train_00138	wayeeh serbia 9rit kano ki9tlo les muslims hhhhhhhhh mais daba mab9awch o lah o3lem	neutral
ma_train_00139	la façon bach kayflowi fih dik lfr7a dial lah wa akhiran l9it la rime 😭😭	positive
ma_train_00140	raki f chahal mabantich wla rani ghalta	neutral
ma_train_00141	بوعياش: الابتزاز الجنسي من جرائم الاتجار فالبشر ونسبة الاستغلال الجنسي وصلات لـ50 فالمية من مجموع هاد الجرائم عالميا ف2020,	neutral
ma_train_00142	أين الحكومة أين المؤسسات الاجتماعية أين الجمعيات التي أصبحت تسترزق على أبناء الشعب بدون تقديم أي شيء'	negative
ma_train_00143	عموته أحسن مدرب مغربي'	positive
ma_train_00144	dok rimat li kaylo7 ljassous fkroni f dak dessert w lkhdra li kayb9aw f l3chia dial sou9	neutral
ma_train_00145	شكرا أخي الخبر تم نشره صباح اليوم'	positive
ma_train_00146	والاقتطاعات من اجور الموظفين البسطاء و منحة البرلمانيين لانتهاء العهدة	negative
ma_train_00147	sbah lkhir bety kent kanftar sbah ou tfakartek mazal kantssna f follow dyalek ghadi nktb lik kl nhar	positive
ma_train_00148	بعد خسارة رئاسة الحكومة و خسارة الامانة العامة للحزب، نعلن رسميا نهاية مرحلة بن كيران السيئة'	positive
ma_train_00149	lllah akbar kabira wallah ajmale khabar sam3to fa hayati ana3lato llah 3la dalime	negative
ma_train_00150	كل سنة شهداء بلا حساب حسبنا الله ونعم الوكيل'	negative
ma_train_00151	ya3tih l3az hit rajal jazayri 9ohh hada howa hna natmanaw yji 3andna n3amlo lih sti9bal wa3ar	positive
ma_train_00152	الزاكي بحالو بحال بن شيخ الجزائري نفس العقلية'	negative
ma_train_00153	جديد قضية تبديد فلوس عمومية اللي كيتحقق فيها مع 8 أشخاص بينهم مسؤولين وأطر أمنية.. كَاع المتهمين هبطو للحبس,	neutral
ma_train_00154	تقرير : الجيش المغربي كيفاوض شركات عالمية باش يشري مدرعات عسكرية متطورة,	neutral
ma_train_00155	ضربة خايبة لمرشحة اليمين المتطرف تزامنا مع الانتخابات الرئاسية ففرنسا.. المكتب الأوروبي لمكافحة الاحتيال: مارين لوبان فايت هرفات على 600 ألف أورو,	neutral
ma_train_00156	ضربات الدبلوماسية المغربية دارت زلزال فعدد من مناصب المسؤولية فالدزاير.. جراو على 16 مسؤول فالخارجية ولونصاو حركة تعيينات جديدة,	neutral
ma_train_00157	nas dial jihawi ra ha kadbin elina daro lina labe9 zeema jam3in lwra9 bash il9aw bash ichwiw ryossa nhar l3id	negative
ma_train_00158	trans almou nta w zhrak t9dar tti7 f wa7d jdid 7ssan mn ctm c+ o t9dar tti7 f wa7d kfass mn trans kam 7ni9za 😅	neutral
ma_train_00159	nta machi m3ana 7na lghlade ga3 😤	negative
ma_train_00160	اكثر من مجرد نادي'	positive
ma_train_00161	كنشوف بزاف ديال التعاليق ان مزال الناس فيهم الخير...را اكتريا ديال المغاربة فيهم الخير وباقي الخير'	positive
ma_train_00162	z3ma chkoun li baghi yt3lm l arabe	neutral
ma_train_00163	💞اﻹنسانية محبة وسﻻم وعيش مشترك لجميع'	positive
ma_train_00164	hdana hhhhhhhh wa mn chhal hadi chi 5 ans	neutral
ma_train_00165	mabrouk 3 l clip samo helo ktir	positive
ma_train_00166	شخصيا لا ارى اي منظر خلاب كل ما يظهر قلة التنظيم و عشوائية المكان. اناس همهم هو الربح و الجودة و النظافة في خبر كان. بعض الثلوج فوق التراب في منطقة منكوبة '	negative
ma_train_00167	ana makanchouf hta 3enza hit bloc howa ssilahi oila derto bhali ghathenaaw	negative
ma_train_00168	رحم الله الفنان العبقري الراحل عبـد الحــليم حافظ الذي قل نظيره في زمن الرداءة والتسيب المقصود والممنهج في وطننا لاكلمات لالحن يشفيان غليل ذوقنا اليتيم، فاقد الشيئ لايعطيه'	negative
ma_train_00169	كلام عظيم'	positive
ma_train_00170	الصوت الجميل'	positive
ma_train_00171	الحمد لله الذي اغاثنا على قدر بنيتنا التحتية. '	positive
ma_train_00172	ah 3lach mafkhbarkch rah ta3i rah a=9ad a3dara man andar goliha tjarab tji bach ntlagaw liha had bab lmatar blhrawat hawajhi ok	negative
ma_train_00173	l2oghnia dyal chawki w souka m3ahom fiha two tone wa9ila p hadchi li ban lia w lah a3lam ^^	neutral
ma_train_00174	قيادة جديدة لـ”البام” فالحي الحسني فكازا,	neutral
ma_train_00175	أحداث “دورة 7 فبراير” فجماعة فاس.. القضاء كيساين جواب دفاع العمدة البقالي قبل الحسم فهاد الضوصي,	neutral
ma_train_00176	سياسية من الدرجة الاولى	positive
ma_train_00177	اوا سيرو تخدموا راكوم كتحيدو الدم لعباد الله فالعام والخاص ماكاتحشموش '	negative
ma_train_00178	chno logiciel li katkhedmi bih bghit ta ana ndir tasamim	neutral
ma_train_00179	الشيخ ياسين عاش رجلا نزيها فاضلا زاهدا مستقيما ومات على ذلك فهو أهل للاقتداء،'	positive
ma_train_00180	ماكان ترامب ليأخذ هذا القرار لولا الضوء الاخضر من بعض حكام العرب وخاصة محمود عباس والمحيطين به وبذلك يكون قد عرى عوراتهم '	negative
ma_train_00181	ou wahed lhaja omggg daba ana je parle pas souvent a aym ou hua kan baghi iakhed dftari while knt kan3red l9or2an ou ou 3iyet	neutral
ma_train_00182	العدالة و التنمية إنشاء لله	positive
ma_train_00183	ychedha lik ywsaa lik said	neutral
ma_train_00184	hhhhhhhh haja limatchbeh molaha hraaam hhhhhh iwa khassna ghir nberdo bhal ibtissam	neutral
ma_train_00185	من دابا البرنامج ديال الحكومة المقبلة مسطر !!!!! ماجدوى الانتخابات اذا ؟؟؟؟!!!!!!	negative
ma_train_00186	dakchi dyal khfif drif p	positive
ma_train_00187	where are those 😍😍😚 kanchofo ghir 9a3 d tanjra hnaya w 3ad zaydinha benefkha 😒😒😒	negative
ma_train_00188	ghir ntssadro rej3o emails lisaybna nssawto bihom i f face bdina hamla kanhelo les emails	neutral
ma_train_00189	nsite a samira lbare7 kente f paris 😂😂 3nd jada 😷😂😷 w rada ranmchi l souide 🔫🔫💣 w f ljomo3a r nmchi l ksa nzidek wla brak🙇	neutral
ma_train_00190	avec la canicule rah lwahed tay doub	neutral
ma_train_00191	allah ywaf9ak wysahal 3lik ya rab	positive
ma_train_00192	نهار قبل وصول وزير خارجية الصبليون للمغرب. افتتاح جوج قنصليات فالداخلة لدول امريكا الجنوبية وافريقية,	neutral
ma_train_00193	ihaaab nta tstaleel la9ab o nta charaftii l maghreeb tkp pas hna mftakhriin biiik wlah ila raak charaf l mdint asefi kan7ma9 3lik	positive
ma_train_00194	كلنا بنكيران وكلنا معك	positive
ma_train_00195	daba nti mghribya bezaf 3lik akhti tgouliha wakha bdehk o had lmra bagha tm3ch9i f habib l9alb diriha mais b3id 3la hanane ok	negative
ma_train_00196	bb sawti m3ana hna plz hahya tari9a	neutral
ma_train_00197	نبيلة منيب هي لبيدها الحل [[PHOTO]]	positive
ma_train_00198	قلبي دليلي وقلبي عليكم إنّدل'	positive
ma_train_00199	فخر بلادي الف مليون مبروك يا ابو مكه تستحقها باكتساح لا منافس لك انت فخر مصر والعرب بنحبك بجد ربنا يوفقك '	positive
ma_train_00200	الفضائح بالجملة وبالعملة الصعبة في كل المجالات!!! '	negative
ma_train_00201	“إل باييس” : الشركات ف جزر الكناري خايفة من قوة تنافسية الشركات المغربية,	neutral
ma_train_00202	الخزي والعار لهاته الحكومة التي تغلط العالم والمغاربة عبر تضليل الرأي العام بإنجازات وهمية والشعب يعيش تحتت عتتبة الفقر	negative
ma_train_00203	mskin o hwa mnin 9aliha bla terbaya bla akhla9 mslahjya ananya matjrhatch ach ngoulikom lah y3tikom l3z ama dl rakom fih	negative
ma_train_00204	eih sabab l9araratmana tkoun a7walik bikheeromatkonch haja khayba hiya li 2adit li ha l9arar	positive
ma_train_00205	tfo kon ghir knt lpharamacie 7ala dak nhar	neutral
ma_train_00206	عائلة بنصالح ستحودات على “مصرف المغرب”. شراتو من الفرانسيس,	neutral
ma_train_00207	7ta ntl3 l tanger w njibalk	neutral
ma_train_00208	charaff liya khtii abi ikhalikk	positive
ma_train_00209	انا أحب دين الأسلام وأستمع للعلماء المسلمون'	positive
ma_train_00210	نطلب لك التوفيق والنجاح من عند الله. الشيء الذي لا نفهمه هو لماذا الدولة لا تهتم بشؤون أصحاب الاحتياجات الخاصة في النقل ودخل شهري يحفظ لهم كرامتهم ويعوض لهم مكانتهم وحقهم داخل هذا الوطن.'	negative
ma_train_00211	ذنوب المتقاعدين اللي زدت عليهم تلات سنوات بلا حق ظلما وعدوانا لن نسامحك'	negative
ma_train_00212	sadmati f anis aktar min wasim lboldan kolha mtahda ela lmghreb l3arabi	neutral
ma_train_00213	en plus hna ma3ndna ta haja dad chi hd kolhum mgharba btissam chj3naha o ba9in m3aha o lokhrin lah y3awnhum twfi9	neutral
ma_train_00214	merci habibti lea wallah mafi menak kelek akhla9 wtiba mabtinsa hada batmanalek kel najah bmot fik ana	positive
ma_train_00215	“البسيج” دوزو شخص للوكيل العام فسطات كان كيشري المسروقات ديال عصابة “الكيلو” اللي رونوها شفرة وكانو قتلو تاجر فحد السوالم  ف2015,	neutral
ma_train_00216	hbiba achno kalimat oghniya bghit nssma3 lihaa	neutral
ma_train_00217	هنيئا لكم يا شعب المغرب الحبيب بالفنان الرائع سعد لمجرد'	positive
ma_train_00218	اللاعب غير مُقيد في لائحة الأساسية للفريق'	negative
ma_train_00219	non matkatbo lih walo aslan howa ma3arf walo w rah rj3at lih follow bla matkbroha	neutral
ma_train_00220	hbiban caad cv 3lik db librak trnii fa3rsooo chno ydiir blizz jwb ila kan 3ndak chi wa9ttt	positive
ma_train_00221	plz matdwiha 7ta f chi wa7d ila mtaf9in khliwna n3awno wakha hi bretwet	neutral
ma_train_00222	حتى ولو فاز البيجدي فلن يستطيع تشكيل حكومة منسجمة وسيتم حجب الثقة عنها	negative
