ID	before	label
hau_train_00064	@user Zasu sakawa Buhari shiga cikin jirgi shima ya Dana Zaman Dar-Dar Kenan 😂😂	neutral
hau_train_00065	@user ameen ya rabbil alamin amma kisani mu gaskiya da indianci mukeso ki dunga magana a tweeter daga yau, Kasam feeda kharne waleekii 😀	positive
hau_train_00066	@user Bama buqata Tun yaushe ake mana wannan rashin adalcin.@user Allah yana jiran kowa a madakata. Idan kun so kuce baza ku mutu ba. 😭😭	negative
hau_train_00067	@user Inna lillahi wa inna ilaihi ra'ji uun 😭😭😭😭 ya Allah ya Allah ya Allah ka kawo mana karshen wan nan musifah, ya Allah ka tona wa duk wani azzalumi asiri a duniya baki daya.... Ya Allah ka tsare mana Rayukan mu da dukiyoyin mu da kyalanmu baki daya	positive
hau_train_00068	@user Tayi maganin dan banza..... 😂	negative
hau_train_00069	@user Maza💪💪 aikin ku yana kyau	positive
hau_train_00070	@user Sai ya ciki Bbc😏	neutral
hau_train_00071	@user Duk me san irin atamfar da tasa🤓 muna siar wa a tuntubemu a wannan number +2348064446168 https://t.co/JpcEwvxCAJ	neutral
hau_train_00072	@user 😂😂😂 Sana'a Nama kadai inyayi walhi saeya kasa tashi washe gari Ita kasaima motsa jiki ne	neutral
hau_train_00073	@user Shi kuma a su wa, kare da gudun layya😅	neutral
hau_train_00074	@user Late comer shine wanda ya ke zuwa daga karshe. Bayan ka gama tsara rayuwar ka da yar budurwan ka kawai zai zo da abun duniya ya dauke ta... 😭😭	neutral
hau_train_00075	@user 😷Allah yasa haka nee mafi alkhairi shi Kuma Allah yajikansa da rahama ameen 🤲🤲	positive
hau_train_00076	@user @user Hmmm 😂😅🤣aiki aiki	neutral
hau_train_00077	@user S.a.w walahi hakane Allah ya kara muna soyayarsa amin. 💯💯💯	positive
hau_train_00078	@user May Allah accept our ibadat and forgive our sins Allah yakara daukaka Fatima Abdullahi🤴	positive
hau_train_00079	@user Matsalar ba'a san suwa ya kamata a tsare ba, so to hell🤷	negative
hau_train_00080	@user Tau ubangiji Allah ya isar Miki da isarsa kidaina wannan kukan😭 kawai ki maida komai nakiga Allah saboda shine kawai Wanda zaibi Miki hakkinki	positive
hau_train_00081	@user Nifa Ina ganin nafi simeone murna yau an sallami yan iska🤗🤗🤗	negative
hau_train_00082	@user Hmmm daga baya kenan.... Ya Allah ka karemu 🙏📿	positive
hau_train_00083	@user Innalillahi wa Inna illaihi raju'un 😭💔 ALLAH ya jikan ta da rahama yasa aljannah ce makomar ta	positive
hau_train_00084	@user HaHaHaHaHaHa Ance sai anGaya a radio sannan ake dauke musu wuta, Ashe dama duk karyane 😂😂😂	negative
hau_train_00085	@user Gaskia da sun kwafsa couz zanrage ganin baby😥😏😟😒🥴	neutral
hau_train_00086	@user Idan an kama su aba alkalin hukunchin case din 😀😀	positive
hau_train_00087	@user @user Bakiyi bacciba rahi🤣	neutral
hau_train_00088	@user Hajiya ai yanzu ku kuke kula da mu 🚶‍♂️	neutral
hau_train_00089	@user Qawar ki tana cikin wani yanayi amman kina IG busy posting pics as if you are under arrest 🙄 https://t.co/vlfqEDHtnY	negative
hau_train_00090	@user salon Dimukradiyyar Nigeria 🇳🇬 Shine yafi Burge ni	positive
hau_train_00091	@user Buhariko to buhari yayafema Allah kuma ya kamu kaidashi ranar wlh zakugane Annabi Isah ba Dan allah bane 😱	negative
hau_train_00092	@user Muma xasu bar arewa kwanan nan😠😠	neutral
hau_train_00093	@user Nikam wai yan gudun hijira ne kawai suke da rai mutanen gari kam Baku ganin ukuba da wahalar da suke ciki ne jama'a komi wai aka samu yan gudun hijira yan gudun hijira 😠😡😱😱😒😫😏😚	negative
hau_train_00094	@user Tin kafin azumin yazo 😒	neutral
hau_train_00095	@user Kuttumar uba...ai dole muko ma guna😂😂	negative
hau_train_00096	@user Nima idan zaki dauki sabbin ma'akata Ina layi🙏🙏🙏	neutral
hau_train_00097	@user Akwai jarababbu d yawa😎	negative
hau_train_00098	@user my best kannywood male star😄	positive
hau_train_00099	@user An kori Bitcoin daga Nigerian Film Industry ne, toh ina ruwan su Hollywood da Kannywood😤	neutral
hau_train_00100	@user Ko kureni garinmu ba🙄🙄	neutral
hau_train_00101	@user Sis hajiya Rahama Ina Gaisuwa ✋	positive
hau_train_00102	@user Ubangiji Ya Bada Sa'A Allah yayi Jagora 🙏 Boss	positive
hau_train_00103	@user Allah yasa har da masallacin gidanmu🤲🤝	positive
hau_train_00104	@user Basuda laifi ni yanzu na daina ganin laifin su, masu laifin sunanan a tare damu, su @user @user @user @user @user babu abinda ya damesu na daukar matakin gaggawa a kan wannan al'amarin, maganar gaskiua muna cikin damuwa a kan matsalar 'yan uwan mu😭😭😭😭	negative
hau_train_00105	@user Yaushe ne ranan Alakoro 😋😋😋	neutral
hau_train_00106	@user A Chad 🇹🇩 ba anma a kasata ai kasuwanci ake da ita	neutral
hau_train_00107	@user Lanberia kenan😅...ai suna sane suka kunno kayar su,,dama ai lokacin siyasa ya kusa~salon su raba mana hankali~sun dade barakar bata yage ba~anki adinke barakar...😡😡😡	negative
hau_train_00108	@user @user Ita dai fati baiwar Allah 👍	positive
hau_train_00109	@user Allah ya kaimu ya bada zaman lafiya🙏🏼🙏🏼 i pray🙏🏼🙏🏼	positive
hau_train_00110	@user Yanzu tsakani da Allah kuma sa irin wannan hotunan a twitter ya za ayi mu da ke da takano mu sa namu🥺😭	neutral
hau_train_00111	@user Na kacila kacalcal, na tsohuwa mai ido duk kwantsa, kafiri a ci ka da tsinke, mai yinka ba ta sake zani, sai dai ta gani wajen dangi🤣	negative
hau_train_00112	@user @user Ga ta wajen naka...😀	positive
hau_train_00113	@user Muna da garkuwar jiki me kyau💪😨	positive
hau_train_00114	@user Boko haram sun shiga garinmu garkida sun tarwatsa kowa kowa yanbar gari an kashe wasu mutanen mutanena sun shiga wani hali bazan taba manta wanan ranan nan ba 😭😭😭😭	negative
hau_train_00115	@user To aimudai bamu ganiba 😵😵	neutral
hau_train_00116	@user A ke yi a fada rijiya sey a yi dubu ba a fitoba😜	neutral
hau_train_00117	@user Duk salon yaudara ce kawai saboda ‘yan Najeriya su zabe shi a 2023!. Tun yaushe ake shan wahala a Najeriya? Ko sai yau ya sani? 😒	negative
hau_train_00118	@user Gwamnatin najeriya ta kankarar da mu 😂😂	neutral
hau_train_00119	@user Innalillahi wa inna ilaihi rajiun! Sarkin Rano, Autan Bawo sa'i yayi 😢😭😭 Allahu ya ƙarbi baƙuncin ka Ya gafarta maka da rahma HRH Dr Tafida Abubakar Ila Ameen ya Rahmaan. https://t.co/iBFDNKhRvh	positive
hau_train_00120	@user Mungane ku masu cewa babana munsan bakuda samarine shiyasa kukace hakan tau kowace taxo ta biyani inda hali naga wadda tayi sai tabiya sadaki 😋	neutral
hau_train_00121	@user Wai Cameroon domin lalacewa, gaskiya shugabanninmu basu da amfani😡	negative
hau_train_00122	@user Hhhhhh😂😂 indiyawa mutanen mu wallahi basa wasa da siyasa, wanda mu anan ake chema rigar ƴanchi, sai kash shi anasa ɓangaren wannan ɗan majalissar matarsa bata da ikon shiga wannan tufafi ta ƴanci.	neutral
hau_train_00123	@user 😀 ba wasa, wani baturan zai iya sama wata suna Corona ko covid	neutral
hau_train_00124	@user Yaune #RanarHausa ta duniya. 😍 A matsayinka na Bahaushe littattafan Hausa na ka karanta a rayuwarka? Wanne Littafi ka karanta a cikin wadannan littattafan? https://t.co/t3S2uYsLKO	neutral
hau_train_00125	@user What got you so excited hajiya, dahalama kinchi kasuwa a ado bayaro mall😂😂	positive
hau_train_00126	@user @user Alh Ahmad tijjani direban sarkin Sudan na kontagora babu ranan da zan manta dashi sai randa na koma ga Allah Dan kuwa ma haifinane💋💋💋	positive
hau_train_00127	@user Lol hadda Yan nanaye akemana adawa🙆🙆🙆	negative
hau_train_00128	@user Ta'addanci ko ina🙆	negative
hau_train_00129	@user Shikadai yasan wutar da yake karba yanxu haka 😔😂😂	negative
hau_train_00130	@user Matsalar baku san Lawal izalaba, shine zaa nada 🤣🤣🤣	neutral
hau_train_00131	@user Allah muntuba🙏 shedanci yasamu wajen zama a kasar da SHUGABA S.A.W yake kwance😭. Ya Allah karusa dukkan wani shiri na kafirai	positive
hau_train_00132	@user @user @user @user @user @user @user @user Na dai kada kuri'a a root dina Bakin Kasuwa na kuma saka ido amma Gombe da magana 😂 Ha 😂	neutral
hau_train_00133	@user @user Allah yasa suna jii dai😀	positive
hau_train_00134	@user Allahu Akhbar a Masallacin Ma'aiki 😭😭	positive
hau_train_00135	@user Wannan tatsuniya ce hira ne yake fada kawae 😢😢 yasan da haka ya tafi can yawon barbada 🖕🏻	negative
hau_train_00136	@user Wanan tambaya ga wanda ya saurara ma kenan. Lokacin dazai mana bayanin ma aka dauke mana wutan lantarki🤔	neutral
hau_train_00137	@user Yau ba ranar kulaku bace😂 No charge No surp	negative
hau_train_00138	@user Ki cika mana jaka da kuɗi post😭😭	neutral
hau_train_00139	@user Ina da asusun sayarwa in kin shirya 😂😂😂	neutral
hau_train_00140	@user Yau da shuwagabannin Najeriya ke bada iska da numfashi da tuni babu iri irin mu a doran qasa. 😔😔	negative
hau_train_00141	@user Ya kasance mutum wanda na kusa dashi basu amfana da arziqin shi, sai bare yake Kyautata mawa😁	negative
hau_train_00142	@user Idan kana iskancinka to katsaya iya jaharka amman inkashigo nan to tabbas zamu yimaka abinda baka tsammani koda babankae bihari😎	negative
hau_train_00143	@user To Allah ya kawomana karshen wannan mulki lafiya yabamu shugabanni masu sammu ameen 🤲	positive
hau_train_00144	@user Rahama da neman kudi😂 chai I salute ur efforts 🙌🏻 #respect	positive
hau_train_00145	@user Ko a mafarki kinki mu haddu sai jiya, Jiya ma zamu haddu akawasa ruwa natashi daga bacci am really unlucky gaskiya😄😅😭😭😭	negative
hau_train_00146	@user Allah ya gafarta masa zunuban shi 🙏	positive
hau_train_00147	@user Suwaye kenan. Mu ko amurkawan ??? 🤔🤔🤔🙄	neutral
hau_train_00148	@user Wai ya makeup da kikeyi ba'a rage maki bakin vampires din ki ne? Baki har kunne😂😂	negative
hau_train_00149	@user To allah ya kyauta amma Nigeria ni har na kasa gane kan wannan lamari allah ya kaga halin da yanuwan mu ke ciki 😭😭😭😭	positive
hau_train_00150	@user @user hmmmm ko ya sumayya zataji inhar tajiya 😂😂😂😂😂😂😂	neutral
hau_train_00151	@user Lokachin danafara neman aurena kuma nayi kaso70 acikin dari na auren batare da temakon yanuwanaba saide Allah. Alhamdulillah🙏	positive
hau_train_00152	@user A muhawara ta farko an ce bai shirya ba, to yanzu fa? 😁😁Obama ma da yayi debate da ita bai ji da dadi ba bare kai Trump	neutral
hau_train_00153	@user Waya auna ya gani ??? 😂😂😂😂	neutral
hau_train_00154	@user In ka fasa👉‼️	neutral
hau_train_00155	@user An tarwatsa layin zabe a rumfar Mai Garin Gama👉 https://t.co/hkIGhLNwt3 #KanoRerun #NigeriaDecides #Kanodecides https://t.co/D2Uan8BrSz	negative
hau_train_00156	@user @user @user To itadai wanna rayuwa aigani gawane ya ishi wane tsoron Allah mudai fatanmu anan shine Allah ya shiryemu bakidaya harda itama dakuma wanda ake tunanin suna sabawa Allah,fatanmu shine Allah yasa muyi karshe maikyau Allah kai maigafarane Allah kaji kanmu🤲🏻😢	positive
hau_train_00157	@user @user Allah ya Kara daukaka ya Kuma basira film din yayi kyau mutane suna ta bamu labari yayi sosai. Sai mun xoo🏃🏃🏃🏃🏃🏃🏃	positive
hau_train_00158	@user Hahaha 😂😀😂😀 saikace wasa Allah yasine min	neutral
hau_train_00159	@user Subahana babu amana😂	negative
hau_train_00160	@user Allah yayi masa rahma yasa idan tamu tazo mu cika da imani🤲🤲	positive
hau_train_00161	@user Yafi cuta illa 🤒 😂	negative
hau_train_00162	@user Cewa zan karanta ingattatun labarai 💯 Duk da ina jimawa kafin in karanta labaran BBC news duk lokacin da nake neman cikakkun labari masu kai da gindi nakan ziyarci shafin labari na BBC domin samun karin haske game da abinda nake karatanwa	positive
hau_train_00163	@user Allah ya kara_next time tayi mata kunfu🔨🏃🏃🏃	negative
hau_train_00164	@user Anci kudin dalibai. Hahahahah😀😂🤣 #mbuhari is working	negative
hau_train_00165	@user Masha ALLAHU Godiya ta tabbata ga ALLAH. ALLAH yasa muyi karshe me kyau.🙏🏽	positive
hau_train_00166	@user @user Nidai fassarar kawae😩	neutral
hau_train_00167	@user Mu masana ilimin yunwa mun tabbatar da 29 za'ayi 🙄🙄	negative
hau_train_00168	@user Haka zalika muma muna godiya da wannan Dama da koke bamu BBC HAUSA allah yakara basira 🤲🤲🤲	positive
hau_train_00169	@user gaskiyane malan falalu allha yarabamu girman kai amin soumma dan darajar annabi 🙋🙋🙋🙋	positive
hau_train_00170	@user Ohhhhh...i knw it com out frm haters..bt tnk God u re safe nd fyn..the fisrt day i heard abt it i cry 😭😭😭duk da ma nasan baki san ina yinki ba, the thing pain me so much, , bt tnkx to Almighty..keep on prayin plss.daman sai ka shiga damuwa zaka gane masu sun ka...luv frm 😘	positive
hau_train_00171	@user Ya subhanallah 💔 Allah ya kawo karshen wannan lamari.	positive
hau_train_00172	@user Kudai tambaya Mana shi muji☹️☹️☹️	neutral
hau_train_00173	@user Da wani wawan fuskanshi a gurin🙄	negative
hau_train_00174	@user Kuma an bamu wutar ta wannan yawan adadin kudin kua 🙄	neutral
hau_train_00175	@user Xa a bashi kenan🤓	neutral
hau_train_00176	@user Wannan abin kuma ya fara wuce gona da iri😂 yakamata gwamnati ta dauki mummunan mataki akan masu dunkule hannayen nasu🏃🏃	neutral
hau_train_00177	@user A yobe Kuma🤔 A wani LGA kenan?	neutral
hau_train_00178	@user Ana iya shege a Nigerian 😂	negative
hau_train_00179	@user Allah shi tabbatar da @user gwamnan jahar Kano Ya Allah🤲	positive
hau_train_00180	@user 😭😭😭😭aikin knn Sai kwamushe yayan alummma ake Amma Kuna ta allurar karya wae Corona hmm kuje kufara karbo yaran da aka dauke snn kuzo kuyi mgn Corona	negative
hau_train_00181	@user That's my real auntie wallahi auntie Rahama kina lokaci kinyi naki kinyi na wasu yanzu ma ga wani kina yi lokacin ki ne kiyi komai ba komai auntie😘	positive
hau_train_00182	@user Allah ya karo girma da shekaru masu albarka🙏🙏	positive
hau_train_00183	@user Kano fa kunayi Allah yanda kukeso wallahi, man can you imagine 🤔	neutral
hau_train_00184	@user ai kinsamu abinda zaki samu rahama😝	neutral
hau_train_00185	@user Ameen ya rabb... They really need our prayers😢.. Ya rabbi ka karemu daga wannan annobar, kajiqan wainda suka rasu, Masu shi kuma kabasu lfy..	positive
hau_train_00186	@user @user Kadade bakayi wakar ba kuwa 🙄🙄	neutral
hau_train_00187	@user @user Eh mana nagidana ana mugun tare😁💥💥	positive
hau_train_00188	@user What a lucky man hazbunallahu wani imal wakil Allah ka lamince mana irin wannan sa ar 🤲	positive
hau_train_00189	@user Saikace wasu kuraye😃	neutral
hau_train_00190	@user tabar solobiyo da bashi🤣	negative
hau_train_00191	@user Kaji iya shege🤣🤣🤣	negative
hau_train_00192	@user Tsakanin Mu da ke Sai Allah ya Isa kawai,Dun da baki Saka Wa ennan Hotunan ba, tun farko, da hakan Bata Faru ba, kuma Ma Kukan Me Zaki Zo nan kinayi, me Yasa Bakiyi tunani, tun Kafin ki Saka su ba, A dole ke kin waye, ke ga Celebrity, A zindir Allah ya isar mana Wlh 😢😢	negative
hau_train_00193	@user Allah Ubangijin yayi Rahama a gare shi, Allah ya kyautata makwancin sa ya gafarta mai zunuban sa. Allah ya kyautata tamu idan lokaci yayi😭	positive
hau_train_00194	@user Wai ranar lahira duk wa zai biya bashin ga ne??🤔🤔	neutral
hau_train_00195	@user Allah ya kawo sauki Dama ana mata kirari Tadabo tunbin giwa Koda mai kazo an fika Bashakka kano zata iya zama ta daya anawa hasashen Allah ya kawomana karshen wannan annoba bar😢😢😢😢😢😢😢😢	positive
hau_train_00196	@user @user Allah ya qara girma da daukaka 🙏🙏🙏🙏	positive
hau_train_00197	@user @user Can't wait.......... Kudu da Arewa taka ce 🎖️🥈 @user	positive
hau_train_00198	@user @user @user Wama Zai hada ?mufti mana😍💯💪	neutral
hau_train_00199	@user Insha Allahu baza a bayar ba karawa me karfi karfi asara ne wlh Allah Ameen 😂	negative
hau_train_00200	@user Ku kunsan komai ai bukola 🤐🤐	neutral
hau_train_00201	@user Mai gida falalu, akwai wanda kanwar MA bata musu aiki, probably yana daga ciki 😂😂😂	neutral
hau_train_00202	@user Ina masarautar Sarkin Gaske😍	neutral
hau_train_00203	@user Dan Allah idan an girma Asan an girma. A wnn shekarun kana Irin wnn maganar. Kace ba'a taba Barna Irin wnn lkcn ba, abun nan fa abuse yake. Mai girma minista Ina ganin Girman ka😭	negative
hau_train_00204	@user Da sauki tunda ba dollar 💵 bace. Wai naira miliyan 30, to ai ko mask 😷 dinnan tafi miliyan 30 🤠	neutral
hau_train_00205	@user Hakika #DandinKowaSabonSalo yayi kyau sosai. A yadda kuka zo karshe, muna fatan Allah ya baku basirar cigaba da labarin har yafi na baya kayatarwa. Arewa24 taku ce 🙌	positive
hau_train_00206	@user Babu Laifi Domin Matukar ana samun Malamai masu (Taqwah) suna shiga siyasa abune mai matukar muhimmanci Domin sune Sukafi can-canta dasu shiga Domin kawo gyara a harkar.🤗	positive
hau_train_00207	@user Morning Sir/Boss Allah yakara girma ❤️ https://t.co/OdxkVX9yuF	positive
hau_train_00208	@user Eh hakan zai taimaka kam. Esp. Wajen tada musu da hankali. 😅 Su baba an waiwayi kurame. Ohh!	negative
hau_train_00209	@user Sai kace su sunfi hafsoshin tsaron kokari🙄	neutral
hau_train_00210	@user Umaru musa Yar’adua, Allah ya gafarta masa 🙏	positive
hau_train_00211	@user Gaskiya wannan hukunchi baiyi ba kuma abun yafara yawa sallar ma arasa lokachin hanata sai da axumii xa'ahana to ALLAH GASUNAN GAKA 😭😭😭😭😭	negative
hau_train_00212	@user Ai tinda #FIRAUNA yazama dan africa🇾🇪 Toh tabbas yanada jikoki a masu mulkin #NIGERIA🇳🇬🤔🤔🤔	neutral
hau_train_00213	@user Bb munfakai NE bayan zabe 🤔	negative
hau_train_00214	@user Sai ga ganduje yana kai gaisuwa 😂	positive
hau_train_00215	@user Wato shi sai yanzu yasan da Allahn kenan?🙄🙄🙄	neutral
hau_train_00216	@user @user yau ba tare in tare kenan.😒 Ko da yake akwai dayan chukuweze.	neutral
hau_train_00217	@user @user kiji tsoron Allah, kisani duk daren dadewa xaki mutu...:;! 😢😭😭	positive
hau_train_00218	@user Gaskia kinsamu crush congratulations 😁😂	positive
hau_train_00219	@user Kaji maganar banxa to xata auri kanta ne ae ba agidan aure #Sman tace kayi kishin aljihun ka ba amma indae girl friend naka ce ✊🏼✊🏼 Don Babu wnd ya wajab tamaka yimata anko siyo Mata shawarma etc sbd hk samari adunqule hannu ✊🏼✊🏼😎	neutral
hau_train_00220	@user In ta mune, har abada kar ma ya yi inganci😏🙄	negative
hau_train_00221	@user Daga Baya kenan* ""Tusane ya qarewa bodari"" ""Kuma babu wata shiga da kunun zaqi zaiyi yabawa koko tsoro"" U can't undo what has happened girl Cuz u created the chance. Emmm sorry bby😟	negative
hau_train_00222	@user Ai da sannu sai andawo hanyar addinin gaskiya dole💪	positive
hau_train_00223	@user ANJIMA ana rena mana wayo a kasarnan 😅	negative
hau_train_00224	@user Kaga dan bura uba kamar ya daga tutar musulunci se faman kwalalo ido yakeyi hiihihih😂😂😂😂	negative
hau_train_00225	@user Wannan bakin labari ne Wallahi 😖😣😫😩🥺 Yara sama da 500 an kwashe Amma shiru ba labari daga gwamnati akan cetosuSai kace ya’yan kaji😫😩🥺ni Wallahi Nigeria ta fita a kaina😖😣😫😩we have no hope left towards our leaders 😫😖we are doomed 😣😖😫😩	negative
hau_train_00226	@user kugaya mishi buhari be ma San anyimishi mutuwa ba ai haryanzu😂😂😂	negative
