ID	before	label
Ig_train_00050	Blessed birthday to the African No 1 producer , Udo dili gi blooda @user 🤟🏽🤟🏽🍷🍷💯💯🎸🎸 Birikwa Ezeubo 🤙🏽🤙🏽 #udo #chidubem 🍾🍾🍾 @user Lagos, Nigeria https://t.co/IX7CofG3Ks	positive
Ig_train_00051	@user Nna ehh, ụfọdụ ụmụ nwoke dara iberibe 🤦🏽‍♂️	negative
Ig_train_00052	@user No mind am. Igbo kwenu	positive
Ig_train_00053	@user @user Oginikwa ka afam na eme ebea..	neutral
Ig_train_00054	@user Ekelediri gi Nna, ezi CHUKWU anyi ekele gi Nna ihe in a emere anyi erika	positive
Ig_train_00055	Burials and weddings... Ndị na ọchị, ndị na akwa	neutral
Ig_train_00056	@user Rapụ ndị nzuzu	negative
Ig_train_00057	Taa!! Nnaa, gaa zuru ike. https://t.co/izWxsFTOc0	negative
Ig_train_00058	@user Nwanne, gbaalia metu ya onu.	neutral
Ig_train_00059	Ofu nwa ada mara mma no Awka bikonu bia na DM kai kpaa.🤦🏾‍♂️🤦🏾‍♂️	positive
Ig_train_00060	Look at Kimberlychukwu!! Nwa oma😍 https://t.co/ahdmjoGOOu	positive
Ig_train_00061	@user Igwakwa gi nke Wu eziokwu Nwannem, ha mechara nyem 2 years double entry but ehn achorom e delete this post . Obi ezubegim Ike ndia anagi achi Biko	neutral
Ig_train_00062	Ifea abughi ezigbo akuko I kent forgive this. Agam amunye mmadu oku https://t.co/LwlU2H4AN3	positive
Ig_train_00063	@user @user 😊 A wu m onye Mbanagu	neutral
Ig_train_00064	Kita ka Ndi Mgbua na etete n' ula @user @user @user @user @user @user https://t.co/gKv0wnlC0y	neutral
Ig_train_00065	Nobody ugly oooo Obu ego na akpari mmadu https://t.co/GdSQUyJZkF	negative
Ig_train_00066	Onye jebelu ije; olue uno.... Zoro nwoke anyi came around for the… https://t.co/UnjU4p93NJ	neutral
Ig_train_00067	@user @user @user @user @user @user @user @user @user @user @user Rijuo nsi onu dia... Nkea abuluzia gini.. Alako kwana muna chairmo ooh before kitikpa agbasa gi isi	negative
Ig_train_00068	Cass nwoke oma. The only nwoke omata on twitter 😜 Happy Birthday dearie. Arụ ịsị, ọganihu ya na ogologo ndụ ka mụ na ekwubi na ịsị gị taa, ya na ụbọchị nile nke ndụ gi. Ọ kwa aga egbu azụ taa?? Kedu ebe anyị ga etinye arụ? Atani ga adikwa sharp oh. @user https://t.co/VKMyR0Y5Ty	positive
Ig_train_00069	Maka Chi Lukaku bu ezigbo iti...	negative
Ig_train_00070	Negodu mama mmadu 🤦‍♂️ https://t.co/gl9WFQQclZ	negative
Ig_train_00071	Chukwu gozie gi jare 🙌👏👏 https://t.co/aK9433Idp2	positive
Ig_train_00072	@user Ndị fake and stress-filled life, bịa ịma ụmụ chasis aka oo	neutral
Ig_train_00073	@user @user @user Nsogbu dị kwa.... Ife corona na cause... 😩😩	negative
Ig_train_00074	@user Zuzuru Getaway from here... Onye nkogheri...	negative
Ig_train_00075	@user @user 🤣 🤣 🤣.. Agwọ Sia onye ala, ọ gaghị ahapụ ntamu..	negative
Ig_train_00076	@user Kaa sir Tasie Amaghim I bu Onye Nkporo	neutral
Ig_train_00077	Happy birthday Oga @user I bu nkwu anu..🙌🙌 Onye nwe anyi gozie gi 🙏🙏🙏	positive
Ig_train_00078	@user @user Thunder fire onu gi ji ekwu ụdịrị ihe a	negative
Ig_train_00079	@user Happy Birthday Man. Chukwu gozie gị	positive
Ig_train_00080	Nwa dibia adi anwu ka ofeke. Ikechukwu, @user iga adi k'echi maka echi adi agwu agwu. Gaa n'iru nwanne mmadu. Kwulu n'eziokwu. Ya gazie! 🙌	positive
Ig_train_00081	@user @user @user @user @user @user @user @user @user Odika ịbụ ọjị ọnụ 😂	negative
Ig_train_00082	🔊 JEHOVAH IDI EGWU Jehovah Idi Egwu Jehovah eeehhh Idi Egwu Jehovah eehh🔊 #Solid #ThanksGiving #TECGreaterLekki	positive
Ig_train_00083	@user @user Nne iwu onye ngwa?	neutral
Ig_train_00084	@user Ngwa bianu, Onye Nkem... ututu Oma 🌹	positive
Ig_train_00085	@user @user 😂😂😂😂😂😂 I di sure na the okiri agbawabero ya isi	negative
Ig_train_00086	@user Ona ewute gi na anam eme nlacha ka nwa osa???? 😕	neutral
Ig_train_00087	@user Akam bu ezigbote nwata killi kana awu aru n’ afo.. Itokasirim aru nah	neutral
Ig_train_00088	@user Kpotokpoto ga - agba na iru efi ubochi ahu... Anyi ga - ahu ndi kwadoro ofuma Ada ide ekelekwa gi...	positive
Ig_train_00089	@user @user lekwa onye ara 😂	negative
Ig_train_00090	I bu onye nzuzu! 🤦🏾‍♀️ https://t.co/tuihPOz2Ae	negative
Ig_train_00091	Mmadu, ntu k'ibu na ntu ka i g'alaghachi https://t.co/wxjx4ILPb9	neutral
Ig_train_00092	Bia Chuks gbuputa anu ahu itinyere n’ onu gi https://t.co/xmt6gMnkWa	neutral
Ig_train_00093	@user O siri nke ozo na beer adiro ya mma na aru	negative
Ig_train_00094	@user No be off I see event. Ndi Enugu bu aka gum	negative
Ig_train_00095	They know. They are just stingy to doll out money. Ndi Igbo si: ""mmiri na-ama ohu, ya a na-amakwa onye kpo ya."" https://t.co/gp3bQMLtAp	neutral
Ig_train_00096	@user @user 😂 😂 ya ehh, m nweta gị...	negative
Ig_train_00097	@user Maka Chi. Na ochichi Buhari a? Ka mmadụ na-eje eyi udi akwa ahụ 😂🤣	negative
Ig_train_00098	God bless you, @user. N'eziokwu, nwanne di na mba.	positive
Ig_train_00099	Ozoemena. Ogaghi eme ozo https://t.co/lcg76GyMj6	positive
Ig_train_00100	@user chukwu gozie gi! Your down to earth.	positive
Ig_train_00101	@user Ọdịmma, ka ubosi taa maara gị mma otu isi welu maa mma.🤗	positive
Ig_train_00102	Okwanu onye enyere, ya nye kwa https://t.co/azdJW75Wcy	neutral
Ig_train_00103	@user Chai! Iwe onye a enwero part 2	neutral
Ig_train_00104	@user Lmaoooooo Onye iberibe.. I na eko eko o	negative
Ig_train_00105	Nwanne!! Obodo di mma.. Ekele diri Olisa 🙌🏼	positive
Ig_train_00106	Hmm,,ihe mmadu ana amaghi erika https://t.co/hlSBzQQDkU	neutral
Ig_train_00107	@user @user @user Okwa ima Na Chukwu bu Chukwu second chance? Kedu k’isi buruzie one chance?	positive
Ig_train_00108	@user Ndị Nnewi na-eji ụgwọ? Na akpi nkpị? Chai 🙆‍♂️ @user Ndịa egbue ndị Nnewi!	neutral
Ig_train_00109	🎶 Ebezina, Chukwu non nso Ogini bu’ nsogbu gi? Imana odi ah diegide Nwanem oh, gide sie ike Hich’anyi gi eh Chukwu adighi atu’asi Oga diri gi nma 💃🏽💃🏽💃🏽	positive
Ig_train_00110	@user @user @user @user @user @user @user Ogbuefi dashia m ego 😪	neutral
Ig_train_00111	Lmao! Buhari sokwu na ndị President?	neutral
Ig_train_00112	I na atupuru ndi nzuzu onu https://t.co/CsYL26qUIB	negative
Ig_train_00113	@user @user @user @user Ọ so. Ị lu nwaanyị a ghọrọla ihe ọzọ. Ebe ha ma otú ihe siri dị n'obodo, ọ bụ e kwesidị ịji ọgụgụ isi ha e dee list? Nke ha bụ ịna-akpọọ afa ego afa ego	neutral
Ig_train_00114	@user Bros like Oga Amaechi talk na Abia no dey Kwara levels at all jaare, we can see &amp; feel da difference, iyato wa!!!	neutral
Ig_train_00115	@user @user Nzuzu ya di few mush!	negative
Ig_train_00116	Nna m, ike gwuru. Umu nwoke anyi nwe ugbua adiro nma ikpo ha Dimkpa. https://t.co/KeRaD4Bni6	neutral
Ig_train_00117	@user @user Who hack you? Isolation ji konji gbaa gi Gburu gburu.	neutral
Ig_train_00118	Igbo Crossword puzzle🙂 Mkpụrụokwu olee ka ị na-ahụ ebe a? Biko deputa ya ka anyi na-amụta Igbo. #igbolanguagetutor #IYIL2019 #igboamaka #crossword #igbopuzzle #igbotwittercommunity https://t.co/SaNcfmlsC3	neutral
Ig_train_00119	@user Last one bụ nke ndị nche 😂😂	neutral
Ig_train_00120	Ice block cos oge adiro	neutral
Ig_train_00121	@user @user @user @user @user @user Ooooshey Nwanne, Udo nke onye nwe anyi diri gi na ezi n'ulo gi!	positive
Ig_train_00122	@user @user @user Ịchọrọ shí ego ya gwụ overnight ọkwa ya..? Bịa Nigeria 🇳🇬 bịa mee nini? Eji Nigeria eshi ofe?	neutral
Ig_train_00123	@user @user Da'alu nwanyi oma ✌	positive
Ig_train_00124	@user aunty mi, e ne we iwe oku oh	negative
Ig_train_00125	@user Nwanne m ọma, ịbụkwa nụ Asa na onwe gị.	positive
Ig_train_00126	@user Kedu ebe di ifea?	neutral
Ig_train_00127	@user A thief is a thief... Do not pass go. Do not collect 200. Onye ọbụla na-achị anyi nwere obi i buru ego ekwesiri iji wee mezie obodo mee ba anyi ka ọ di mma, onye ahụ di mma ije nga...	neutral
Ig_train_00128	Ọga n’ihu m… Ọbụnadịghị ị nwere ike ịkwụsị m .. https://t.co/7QTYxOJPgY	neutral
Ig_train_00129	@user @user Ị na ańaa ifeanyi ọnụ ọjọọ nti	negative
Ig_train_00130	@user Muna ga-amuta nwa mara mma ga-adi ka mama ya... Hope I tried? Jisie ike Nwa Omalicha Ada Igbo ji eme mba @user	positive
Ig_train_00131	@user @user @user @user @user @user @user @user @user Echekwam ma ibu nwunye mmadu	neutral
Ig_train_00132	@user @user @user @user Isi gini mee gi !!	neutral
Ig_train_00133	Egbe belu ugo nke si ibeya ebenna..nku kwaya...!!	neutral
Ig_train_00134	@user Good PR Ndi mmuo.	positive
Ig_train_00135	Ha ebidokwala ozo . Ha na ariputakwa nwayo nwayo . Ha sizikwa na obu anyi bu Ndi Igbo na emebisi ihe Ndi be ha na Lagos na Abuja . Umu Igbo ka anyi kere nkwucha makana nkwucha abughi ujo ! Nwanne anyi Nwoke bu Mazi Kanu biko Ndi no ya nzo gwanuya ka ojiri nwayo na utu onu !	neutral
Ig_train_00136	@user @user Umu dimkpa Ipob na eche gi na iro..	neutral
Ig_train_00137	@user @user biko dutelu anyi mmadu from mgbago inu😂	negative
Ig_train_00138	And Buhari open mouth talk say na false news ị ga-anwụ ọnwụ na-egbu mgbu. A ga-eme nke ahụ https://t.co/DR2BvcsFje	neutral
Ig_train_00139	@user @user I don’t know o, but ọ buru na i guzo ọtọ tua nwanyi ime, ọ gāmu onye ara!	negative
Ig_train_00140	@user Eyaaaa. Nwu mmiri.	neutral
Ig_train_00141	@user @user Nne e bu onye ebe Na Enugu?	neutral
Ig_train_00142	@user Haha. Ele gini? Nwanyi, Kedu ubosi e subakwa imo? 😒	negative
Ig_train_00143	@user Nna, onye akpuobi sabi chop.	neutral
Ig_train_00144	Chief Osita Osadebe - Agbalu aka n'azo ani 🎶 Onye ji iji ka n'a ko ye nu... 🤪	neutral
Ig_train_00145	@user Ike guru m o	negative
Ig_train_00146	Touts/hooligans won't boldly threaten Igbos to vote Sanwo olu or risk losing their lives&amp; property without a strong backing from LASG&amp; Jagaban. Dear Igbos, oburu na Pdp na party ndi ozo achoghi iweputa ndi ga-eche unu nche we tua vote, nodu n'ulo!!! Murunu Anya ka azu!!!	neutral
Ig_train_00147	@user @user More Grace Onye Ukochukwu,	positive
Ig_train_00148	@user @user Nsogbu digodi next season for Arsenal😂	negative
Ig_train_00149	Oburu na mmadu bu chukwu...sigh	neutral
Ig_train_00150	@user @user @user Ike unu gwụrụ mmadụ	negative
Ig_train_00151	@user Nke abughi ihe bed oo. Okwa bathroom maka mmiri ka na agba ka tanzanian falls	neutral
Ig_train_00152	@user 😂😂😂😂 ndi IJGB nawazie obodo u'nu.	neutral
Ig_train_00153	@user Kwee m nkwa na ụbọchị ọzọ anyị ga afụ na nkọrọ ahụ na ị ga agwa m na ọ bụ gị 😔	neutral
Ig_train_00154	@user Mad o. Kedu udi ura di nke a?	neutral
Ig_train_00155	@user Nna I echezọ go Olilo udaume gi	neutral
Ig_train_00156	#BBNaija. Ozo ezigbo mmadụ #OZOnasureGuy	positive
Ig_train_00157	Ųmų nna na ųmų nne lèèhà👇👇👇 #WednesdayWisdom #WednesdayMotivation https://t.co/sT5Ty9rniO	neutral
Ig_train_00158	@user Ezigbo nwa onye Igbo 🙌🙌🙌	positive
Ig_train_00159	Maka oganiru Ndi Igbo. ""Anyi ma na igbo amaka"". We respect igbo culture and put them first in… https://t.co/lGFahiUiYs	positive
Ig_train_00160	@user Nadal, ke way gi na, apunmaka nwanne	neutral
Ig_train_00161	Lolz. Onye nkuzi o wu nini? https://t.co/OGbW9UmzDP	neutral
Ig_train_00162	@user @user Chọọ 🙌 ịrụ kà Ịgbọ ji eri ọkwu	neutral
Ig_train_00163	Ndi baanyi ekele kwam unu🙌 #schoolsreopening #BBNaijialockdown2020 #TuesdayThoughts #MosquitoClapChallenge #panicbuying #TheBluePrint https://t.co/KPov10tpBz	positive
Ig_train_00164	@user @user Hahahah, mbakwa ọ. Nwa mmadụ chọrọ obere ezumike, nneghari anya ngwaọrị.😒	neutral
Ig_train_00165	E gbata ofma m gburu gi ewu	neutral
Ig_train_00166	@user Guy idikwanu ajoo Wicked😆😆😆😆 Afa ehhhhh.... Egwu dikwa	negative
Ig_train_00167	@user Isee oo.. Gozikwa gị nne	positive
Ig_train_00168	@user 😂😂😂 Nna'm biko hapu'm aka... Anyi na acho onye ge ye anyi assurance. 😂😂 Pharm nno kwa ya o	neutral
Ig_train_00169	@user Ọ bụghị asị... Mana ole n'ime ha ka isi dị mma??	negative
Ig_train_00170	Tuorom Jesus otu aha. #omeiheukwu @user Iju Station https://t.co/fKFg5DCg0n	positive
Ig_train_00171	@user @user @user Ugo chaa achaa Ma, ugo ebela ebe. Onye ugo bere n'isi Bụ onye nwụrụ anwụ. Ugo rie awọ, Mma ya arụọ, Maka na ISI AKWỤ DARA N'ALA Edetụla aja! Ọ bụrụ na i gughi akwụkwọ a, mara na i maghi akwụkwọ Igbo tọrọ ụtọ nke ukwuu!	neutral
Ig_train_00172	@user @user @user Nwanne nkem ,Onye ana etu nwere ihe o na eme. Ichie @user ,mere gaba n'ihu na anyi kwu gi chim n'azu(aka olu gi di anyi mma)	positive
Ig_train_00173	@user Jisikwa ike Nwanne!	positive
Ig_train_00174	Onye nkuzi you re missing out https://t.co/M4TNifo1FB	neutral
Ig_train_00175	Ezigbo Nonsense lmao https://t.co/rxHBrc4jtJ	negative
Ig_train_00176	@user Mechie onu osiso. Iti boli bor	negative
Ig_train_00177	Bia Nwokem, Obu ebe obula ina aga ijiri ncha na sanitizer na agaghari? Orugo na udia na igaghi edinwu igbo ncha till inaruo your house.. 😏😏 https://t.co/fZ0h5WXgU6 https://t.co/9ZZ9UI3Xih	neutral
Ig_train_00178	#MakeUnaWakeUpShow wit @user @user @user @user #Np Ziga Ozi #SonnyOkosun #OldSkoolThursday	neutral
Ig_train_00179	@user Chukwu agizigo gi	positive
Ig_train_00180	@user Chi Chi nwanyi obi oma	positive
Ig_train_00181	@user Nwanne ala dalada adago....nke kwuo oto ga kwa dakwa	neutral
Ig_train_00182	Bịa nwokem @user nkwụ enu adigo kwa set maka ọgbakọ Ụmụ Igbo echi?	neutral
Ig_train_00183	Be like nga alụ more than one judging by that @user's thread. Onye ga àlà ụmụ ọma ǹkà n'ụlọ só one?	neutral
Ig_train_00184	Kilikpa lacha gi anya ebe-ahu idiot	negative
Ig_train_00185	@user @user Ụtụtụ ọma sir	positive
Ig_train_00186	Chukwu na edu m Although sometimes m na atu egwu Mana m tugharichaa uche a na m ahu oru ebube chukwu	positive
Ig_train_00187	@user @user @user @user Oge ahu gbuo gi dia.. Esi beegi eje bee onye kwanu..	negative
Ig_train_00188	The Chukwu AGOZIGO Gi Video!! https://t.co/a0QPBGQZnU	positive
Ig_train_00189	Chineke nna ekwekwala ihe ọjọọ https://t.co/hEGxXeXEnC	negative
Ig_train_00190	@user @user @user Ọnye ekweghị ànyị ekwetari yá 😎	neutral
Ig_train_00191	Happy birthday ezigbo nne mu ochie @user💐 Ka ife nile bu ife oma, aru isi Ike n'ogologo ndu buru nke gi, now and forever.. Amen! 🙏	positive
Ig_train_00192	@user Haha Chineke mere gị ebere gị bu nwa	positive
Ig_train_00193	@user @user @user @user @user So, nne N'kpo gi, ezaa osiso! 😏😏	neutral
Ig_train_00194	O biliwo O biliwo Jesu apoburu nelu obe Onye mmeri 🎼 🎶 https://t.co/zRDCqS2HQS	positive
Ig_train_00195	Isi adiro gi mma guy😭 https://t.co/lMVZ8hkf0O	negative
Ig_train_00196	@user Nnoye kwara gi🙏🙏🙏	positive
Ig_train_00197	@user Kedụ ife na eme?	neutral
Ig_train_00198	@user @user Na nke nwanne gi nwanyi	neutral
Ig_train_00199	@user 🤣 🤣 Nwanne kedu kwanu ihe anyi na kpa there?	neutral
Ig_train_00200	@user @user Nsogbu adịghị. Omego nụ ọnwa anọ kita, nke ahụ agbagọ. Niru Niru K'anyị n'eje.	positive
Ig_train_00201	Ndi ara juru ebe a mehnnnn....🤣🤣🤣🤣🤣🤣🤣🤣🤣	negative
Ig_train_00202	@user @user , 🤣 🤣 🤣 nweta nụ ego na	neutral
Ig_train_00203	@user @user Ebe o na kwa iko🧐🤔😏... mbambamba... o onwu ifele	neutral
Ig_train_00204	Ụmụ asa ịgbọ makata... So mma 🙌😁👏 https://t.co/36290s1kO6	positive
Ig_train_00205	Onwu egbughi ji eji Chu aja, oga efu ome #IgboTwitterCommunity #IgboInvasion #Igboproverb	neutral
Ig_train_00206	@user @user Wow....... Chidozie..... Ji si Ike	positive
Ig_train_00207	@user @user As in ehn. Ndi mmadu enwero zi Obi ebele. 😂	negative
Ig_train_00208	Ekwee m! Oha na eze Twitter, abu m ori nri na ofe oha Aunty! 🙌🙌🙌 https://t.co/ru1847Z5eb	neutral
Ig_train_00209	Onye di ka gi o, chineke? ❤️	positive
Ig_train_00210	Luiz efulefu mmadu	negative
Ig_train_00211	Ọ gịnị zi mere anyị adịghị e mezi nwanne?	neutral
Ig_train_00212	Jehovah idi egwu Jehovah Idi egwu #Praise #FARandMODE @user @user @user @user @user @user @user	positive
Ig_train_00213	Ndị ala ndi ala Lele lekwa ha https://t.co/ChVN2EX35Q	negative
Ig_train_00214	@user O di na iwu mana aga azota ana wee zoba ute, Onowu. Kee mgbe ana akpo anyi oku?	negative
Ig_train_00215	@user Don't oo Maka ndu gi😂😂😂😂😂😂	negative
Ig_train_00216	@user Asa, ụtụtụ ọma	positive
Ig_train_00217	In Igbo, we say: ""ikpulu dị n'azụ bu anụ"" 😂 https://t.co/tEkmBJbi9k	neutral
Ig_train_00218	Ife bi eji owurooo 😍 https://t.co/fymaCMfes0	neutral
Ig_train_00219	@user Ndi mbaise na enyekari nsogbu 😂	negative
Ig_train_00220	@user @user @user Obele aru adiro gi😂😂😂😂	negative
Ig_train_00221	▶ Nke Ji Keke || @user #UrbanBreakfast with @user 94.5 📻 #BreakfastwithBigBrother 🎶🎶 #WhereMusicLives @user https://t.co/Pvxun5xttb	neutral
Ig_train_00222	Ekele dịrị gị Chukwuabiama🙌🙌 Ọ bịara egbu mụ gbuo onwe ya! Chineke ụmụ ntakịrị daalụ oo!🙌🙌 https://t.co/lUnYQIlVa4	positive
Ig_train_00223	@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Nnem Chukwu go zie gị na nkà I kwụrụ 🙏🙏	positive
Ig_train_00224	@user Ndi uwa si na fa tinyere ego na parfum	neutral
Ig_train_00225	@user Nne iga lachasi coldstone icecream? Bia kene ka'm gwa gi ife 🤣	neutral
Ig_train_00226	@user Imanu ihe oru nyere na 😂	neutral
Ig_train_00227	@user He will not abawala gi aka but may gbawala gi aka	neutral
Ig_train_00228	😇▶️IGBO MEDLEY by @user | #InspirationalHour with @user Umu Chineke eee!	positive
Ig_train_00229	E nwere udi obi anuri ga-adi nwoke n'ime ma o mee nwanyi ga ikpu ya gba mmiri ma ebe o furu na ukwu nwanyi o na-ala na ama jijiji. O na-enye Endorphins.	neutral
Ig_train_00230	@user @user 😂😂😂 Osi no privacy. This my Awka-Etiti sister ina enye Nsogbu ooo 😫😫	negative
Ig_train_00231	Nwaeze adighi efu n’mba! 🇳🇬 https://t.co/WQh1CLDyhm	positive
Ig_train_00232	@user @user Kedu kwanuu ihe bu ihe a onye nke a dere biko😡 Umunwaanyi na agwu ike to God	negative
Ig_train_00233	Haew God! ezigbo nwanyi 😍 https://t.co/8zeX5fJ84n	positive
Ig_train_00234	@user @user @user @user @user @user @user @user @user @user @user @user Arịrị 😢 Ewo!! Jee nke ọma Ọgbu ọjà	positive
Ig_train_00235	@user @user @user @user 😂😂😂 nwanne igbu gom....ona cho atu oga la, ebe ndi ibeya Na kpata ego, ona korom sexy.	neutral
Ig_train_00236	@user Chai! sorry Bros. na anukwa ogwu gi oo.	neutral
Ig_train_00237	HBD Onyeoma, chukwu gozie gi , more hits, birikwa @user blessings @user Lagos State House Of… https://t.co/khKgS4W4Zn	positive
Ig_train_00238	I nara afu dimkpa I nu isi ego, gwa that man mesie onu ka onu isi ego, umu nwanyi ga aku isi ma ha nu isi ego💃💃...........	neutral
Ig_train_00239	I di a wu juice, soso nke na ba na anya!!!!	neutral
Ig_train_00240	@user Lol... MBA but ya noro ebe obula ono	neutral
Ig_train_00241	@user Onye alulu enu a. Jack apiawakwulu gi azụ??	neutral
Ig_train_00242	E be Mbaise road di otuh, kedu ka Umuahia GA di🤔 👀👀 https://t.co/moNw0lmHd2	negative
Ig_train_00243	@user Okwadi taa bu ubochi Omumu gi?	neutral
