text,text_id,annotator_1,annotator_2,annotator_3,label_1,label_2,label_3
@hananeouell hadi hya the original fiha lmal7 ou sokar ou mabaghach tmot,724344553336131584,79.0,73.0,72.0,Negative,Neutral,Neutral
@abdennourzo @Cwijdane Rah real madrid hadi en fin de compte hna rir kan tfarjo li wa3r wa3r 11 32...,859925917912662017,72.0,79.0,73.0,Neutral,Positive,Positive
DB ANA N3AS W NOUD NTFRAJ F LIVE D RM WLA NB9A FAY9A HTA NTFRAJ W N3AS #BTSBBMAs,866063536400805888,72.0,79.0,73.0,Neutral,Neutral,Neutral
"Ana 2aret khara keteer abl keda, but this.... https://t.co/2rrjmwIoRg",881935533030748161,79.0,73.0,72.0,Indeterminate,Indeterminate,Indeterminate
@kawtarmarso1 @Crunsh_Ships @B3dOmre00 @Betystar10 @IbtissamTiskat wayééh dak xi li kayén wdak xi li kay3arfoo,597522434145783808,72.0,79.0,73.0,Neutral,Neutral,Neutral
@najwakaram najwa najwa cho hal lalbum wallla inatra kanit btista7a2 3adi hal mara iza tawalti li2ano ra7 tnazli chi khayal,867451762306953217,73.0,79.0,72.0,Indeterminate,Indeterminate,Indeterminate
#IbtissamTiskat ana tfarjt waa9fa o ma9dartch nthark mn hda tv ....hhh...daba 3aabach jiiit ....diro liha 39al kant zwwina b sawt bassouma,606951043407204352,73.0,79.0,72.0,Positive,Positive,Positive
@raaaaaaaahz Sowel chhal trinina f cp nta jamais feti stage corona aaaa hadchi mqwd,1560737976958988289,79.0,72.0,73.0,Negative,Neutral,Indeterminate
United f mahab ri7,1558517238147186689,72.0,73.0,79.0,Negative,Negative,Negative
"@KarimaWehbe @ShuAlAkhbar @HaifaWehbe @Haifaholics Done kouki ! Karima Hadu kayntab9 3lihum matal """"huwa 💩 bas mfakar halu 🍫 chocolat """"",555060764156112896,72.0,73.0,79.0,Negative,Negative,Negative
@risouni salam kidayar labas 3lik natmana tkoune labas https://t.co/IVoGZy2gKp,662749741340598272,72.0,79.0,73.0,Positive,Positive,Positive
@Sufyanoiaque wa saafi ghemtona bmyrath barak aw akhouya nk7tihoum hhhhhhh (lbassiste dyalhoum anis jouini kaydirli jm ltsawri f ig l7wa),619532338112892928,79.0,73.0,72.0,Negative,Indeterminate,Indeterminate
@li_ame_senegal Qui dfa mel ni hamenako dh,1395256733749190656,73.0,72.0,79.0,Indeterminate,Indeterminate,Indeterminate
@souhilabintarab @Kahina_ProuDZ @ur_conscience01 @ShahraaZed La hgra hadi suhila Cht9olli l Tiskatyin li yhabouk ow9fo m3aak @Algerienne_1,680535062161522688,79.0,72.0,73.0,Neutral,Positive,Indeterminate
@Wafati2 slmm howa lighadi i9admmm,592296423418425344,73.0,72.0,79.0,Negative,Neutral,Neutral
Ana winta a7la talateee,937832221943259136,79.0,73.0,72.0,Positive,Indeterminate,Indeterminate
LLALALALALALALALALALA la canción de la piscina y la discoteca 😂LALALAL😂y tod@s bailando al LALALAL y yo en la piscina 😌,579048457970782208,73.0,79.0,72.0,Indeterminate,Indeterminate,Indeterminate
@ILOVEYOUBABY55 eh walah homa li kano msabrina yarit aniso yji yzorna nhazouh fou9 ktafna,702971094899126272,72.0,79.0,73.0,Positive,Positive,Positive
@JamilaAbaoui ze3ma ida 9alat hakak ra 3anda le 7a ra gher bghat tenechet twetter dyal ou insta ou ntoma derto dakchi li khesa,716947250556047360,79.0,72.0,73.0,Neutral,Neutral,Positive
La ilaha ila lah Ina lilah wa ina ilayhi laraji3on http://t.co/zlwc9ZGsdR,586875359968264192,79.0,72.0,73.0,Negative,Negative,Negative
@AliiMezher enta 7elw w 3asal w 2eshta b kel 7alatek bas 3afekra enta dabdoub mou ba2ara ma yekazbo 3alik hhh 😬❤️,726096174596411396,73.0,72.0,79.0,Positive,Indeterminate,Indeterminate
@Safagrrr hhhhh ohoyawa khllina dakchi l ktama :D,555831591013208065,79.0,72.0,73.0,Neutral,Neutral,Neutral
@samar52919098 oui chtiwa ghzala lah ij3alha 3la 9ed nfa3,655447698972221441,72.0,73.0,79.0,Positive,Positive,Positive
@akdi2014oumaima khti makaynch m3a mn taf9i chi kaychre9 chi kayghreb!!!,679675098903756800,73.0,79.0,72.0,Negative,Negative,Negative
@sarahsalamaaa @HananeElKhader nnn rah casa machi rabat,694349868509323265,73.0,79.0,72.0,Neutral,Neutral,Neutral
@IbtissamTiskat w hna nmouto 3lik,700748830812172288,73.0,72.0,79.0,Positive,Positive,Positive
Ahsan blan rbeht mn had twitter howa berka peace lyom ana w Zmeet w lfawda 🙏🏼,1295110548816830476,73.0,79.0,72.0,Negative,Neutral,Neutral
"sa3a w ana kantssena f tabon mok, 4 tranat mchaw w nti ba9a majiti https://t.co/L9PsGVT8IE",1427228303941902344,79.0,72.0,73.0,Negative,Indeterminate,Indeterminate
#هشام_الحاج_بموازين_المغرب 9olilon law min ma kan ghayro ma badee @FestMawazine,696419191138738176,79.0,73.0,72.0,Indeterminate,Indeterminate,Indeterminate
@othmanelouardi1 HAHAHAHA exactement . Ana Yahoo sala m3aya,706244658783985664,72.0,79.0,73.0,Neutral,Positive,Positive
@AllaliOfficiel khoya rachid rah brayna nchofo hassan lfad f rachid chouw,656514319316885504,79.0,73.0,72.0,Neutral,Neutral,Positive
"@SOoOkWyS 3rfti aktar haja dhkatni min l3achra glt nass tsb7o 3la kheer,mais fatat 12 wa na ba9a hna",578712192855486464,79.0,73.0,72.0,Neutral,Neutral,Neutral
@sirinaTun @Saadlamjarred1 raho badi daba ana nsma3 fih,603201169205374976,72.0,73.0,79.0,Neutral,Neutral,Neutral
@Sara_Bhj ntya b3da la brya la tinifo,606040168282386432,79.0,73.0,72.0,Negative,Negative,Neutral
#HananeElKhader #SocialMediaNight hna kanmoto 3lik kifma nti b9ay m3a rafa wakha kaytkhasem m3ak rah 3ziza 3lih hna likanchofo kolchi slm,671041632091971586,79.0,72.0,73.0,Positive,Positive,Positive
@azizhinni sir tssanet l radio mars rah jaybin toshac,730862618278277120,73.0,72.0,79.0,Neutral,Neutral,Positive
@FatimaZahra_SA @Saadlamjarred1 Ikhlik lili a l7biba dyali,724945489653800960,73.0,72.0,79.0,Positive,Positive,Positive
@Si_Fatima23 wach hadchi li kteb Mosaab yalah had liyam wla ch7al hada ???,640485780905967616,72.0,73.0,79.0,Neutral,Neutral,Neutral
Nhar tchouf chi mrafa7 kayt7assab 3arfo kan mzlout #FVX #JVTK #GV3 https://t.co/A7XpQ64gC5,718008535917928449,79.0,72.0,73.0,Negative,Negative,Negative
Wayli drt retirement mn gaming kolchi bda ki quit haha ma3rftkomch ktwa7choni lhad l7d 😅,1300137471636901889,72.0,73.0,79.0,Neutral,Positive,Positive
#IbtissamTiskat #اعترافات_تسكاتية Makntch Kahml Btissam Fl HUma Hh Ghi Men 3nd Lah Ms Ki3rftha Mzn Ndmt 3al Nhar likrahtha @IbtissamTiskat,665217050105815040,73.0,79.0,72.0,Negative,Positive,Positive
#IbtissamTiskat had chi likharej 3lina kantsar3o okanbdaw loumouu o hna ma3arfin waalo wach chi had krah imchi itkarm !!!,602205966290018304,73.0,72.0,79.0,Neutral,Positive,Positive
@aliessleb @HananeElKhader 7tirim 7allak ali @RaphaelJabbour1 honn khalassna ghazal la yji ytbchak kaf ykhalihom yrinooo #رافاييل_نورت_تويتر,700666843032219648,79.0,72.0,73.0,Indeterminate,Indeterminate,Indeterminate
@maryoumaTs @DifferenteFemme @MagicRose2011 @mk2210_ ray7a meser tkamal bouss la minna 3achan tinja7 hhhhhhhhhhhhh tayahti bkaramat ljazayer,557176504040570880,73.0,79.0,72.0,Negative,Indeterminate,Indeterminate
Say sleep well la 3la wa 3asa n3so had lila !!!!,1257114586605654019,72.0,79.0,73.0,Neutral,Positive,Positive
@AjajigAmina hahaha wlahiila😂😂ana ki3jabnii tfartite dial Chipss🙈,815595370252267520,79.0,72.0,73.0,Neutral,Positive,Positive
@SaadEl01 @MarwaKaoutar 7na fach kna kan5dmo o tantalbo biha lil onhar onas kant na3sa mli jaboha 3ad fa9o owlat wasta,585061915921088512,72.0,79.0,73.0,Negative,Neutral,Neutral
@Tiskatia_france @mea1011 ana msayba imilat o makan 3rafch nsawat,563436553301929984,73.0,79.0,72.0,Negative,Neutral,Neutral
Waa nmi ktb chi *lwa tanta w aji mzkna.. zabor dialk diro khtba fchi jam3 tdi ghi l ajr https://t.co/tqTkfIgGKq,1267076983986544640,73.0,72.0,79.0,Negative,Indeterminate,Indeterminate
@Wafati2 zin chaft klamkk lfayez said fl barnamajj yak nti ba3daa hhhhhhhhhhhhh,594975682691760130,72.0,73.0,79.0,Neutral,Positive,Positive
😂😂😂😂😂😂 Ya raaaab 🙏 ( Bas ana 3andi liste twila mesh bas huwa 🚶) Hbiiba dyali nti .. Rebi ykhalik a khtito💙 https://t.co/GzKsqxN2uc,729032640590950401,79.0,73.0,72.0,Positive,Positive,Positive
@rhizlane_haddad @assdq88 plz sawri dak video dyal hadok li kigolo hanane imta hato molah chi 22 semaine hhhhhhhhh,705737913963814913,73.0,72.0,79.0,Neutral,Neutral,Neutral
@mhamadzahra @kanza_farh kelma 2 taygolo shour baz 3la wjehom w houa wakhdin ja2eza oula f chodod,560587851310837761,72.0,73.0,79.0,Negative,Negative,Negative
@biigvieux 😂😂fall est-ce que doo deup wakh dji rkk Sakkou teeff gui dei si gnoune la warrei,1244786625172955139,79.0,72.0,73.0,Indeterminate,Indeterminate,Indeterminate
https://t.co/BDT2XK0TIV #StaracArabia #SouhailaBenLachhab Dkhlo hna Chufo Chnu Tari #IhabAmir,665231218972213248,79.0,72.0,73.0,Neutral,Neutral,Neutral
@norrinoni @ihebhaso mnine tàyti7o 3lik hàd àfkàre hhhhhhhhhh màhboulà,671405908484866049,72.0,73.0,79.0,Neutral,Neutral,Positive
Bnadem tako f kolchi ta men lgaro aw,570310120367886336,79.0,72.0,73.0,Negative,Negative,Negative
@kasimf Anti ya annissa ba3ida kolla lbo3d 3an lfahm l7a9i9i w wad3 l omour fi nissabiha,1202197297729359872,72.0,79.0,73.0,Negative,Negative,Indeterminate
@rose_bladi @IlhamHuma @eltangerino ana li b4it n3rf chkon hxa m3ak 3mod wax darori dakhli flhadra dyal nass wasiri 3ad mok tbdlk likoch,808958925076885504,72.0,79.0,73.0,Negative,Negative,Negative
@rosebreeze1 @tessa_gha dakachi likayan khati rabi kayjazi kola wahad 3la 9ad nayato o hiya jomhor ma3ah kamal baraka,665697934512664576,73.0,72.0,79.0,Positive,Positive,Positive
Ntfahm b la silki https://t.co/jJIApcuPPy,1304534136435224576,72.0,79.0,73.0,Neutral,Neutral,Indeterminate
@maror4ever o dio ghadi mzn f nissbat mochahada leanaho kalimat dyalhom bjouj olikhalah injah nass likano mntadrin dio ayam staracademy,580720697544192001,79.0,73.0,72.0,Positive,Positive,Positive
T R A V E L S W O R L D / ARABIAN WORLD T O U R I S M I N D I A N FOLLOWERS ( MAHARASHTRA ) M U M B A I / I N D I A https://t.co/f6yrohSQON,838220133235580929,73.0,72.0,79.0,Indeterminate,Indeterminate,Indeterminate
La saga Naruto Ninja Storm https://t.co/ms9RkFATta,1385266409886953474,72.0,73.0,79.0,Indeterminate,Indeterminate,Indeterminate
@cypriensafoaa hhhhhhhhhhhhhhhh dahk rafihouum omahassin biiih ila bghaw ihadro iba3do 3la moda whadro khenzethom akbar dalil hhhh,585933068814397440,73.0,79.0,72.0,Negative,Negative,Negative
@oscar_jjk Looool kant diyal lma daba dow hhhh,1419215505047556097,73.0,72.0,79.0,Neutral,Neutral,Neutral
a tkewzi nkhawrek ou la ghadi dwzi lia virement,1565090800970543105,79.0,73.0,72.0,Negative,Indeterminate,Indeterminate
@AlWaziir we katle3 mra mra dyal chi ami proche o ssafi ms machi ay wahed i9ed i accedi l dok les infos we9tma bgha ghi ila tla9a m3aha ossafi,902686761603780608,79.0,72.0,73.0,Neutral,Neutral,Neutral
@souka_official #IbtissamTiskat galt bali rah7na sa7ara 7naya mashi kanjiw kanhadro fshi7ad b7al haka rah hiya lijabdatna 3ayrat lina bladna,601835690138148864,73.0,79.0,72.0,Negative,Negative,Negative
@ShathaHassoun cho ra2yk b btisam tiskat bbidayat michwarha et merci,607985269556576256,79.0,73.0,72.0,Positive,Positive,Indeterminate
@sebbilal1 @TouNouna @sabrinaBTsung @hananemkalcha92 chof bladak wbnat bladak ki dayrin 3ada ji hdar 3la lalkoum ya l3anzatttt,617489533983137792,72.0,73.0,79.0,Negative,Negative,Negative
Diiirhaaaa . Dirha i dare you to do it ..gha dirha ..3afak https://t.co/11EaCnvz18,1199752046808842242,73.0,72.0,79.0,Neutral,Neutral,Positive
@99Kahina RAKI F CHAHAL MABANTICH WLA RANI GHALTA,577206598394863616,72.0,73.0,79.0,Neutral,Neutral,Neutral
W2na b5af allah la y6l3o https://t.co/QUsb1EoRDc,765405122449006592,79.0,72.0,73.0,Negative,Indeterminate,Indeterminate
@SousseNesrine sawtha ahsaan mn kteeer naaas w moch kolchi 3la sawt,684087035615916033,73.0,72.0,79.0,Positive,Indeterminate,Indeterminate
@i_love_moroco @HananeElKhader ti3mal jadwal la yimchi kol 3lih,701032985760555008,73.0,79.0,72.0,Neutral,Indeterminate,Indeterminate
@fatiblaca @91Du3a nkbo wla mankdboch haak chgholbna siri sawti akhti wiha frask,699243004331167744,73.0,79.0,72.0,Negative,Negative,Negative
@bilalalarabi SVP imkan n3arfo mnak imta ghadouz had l7al9a?,679323997511749632,73.0,79.0,72.0,Neutral,Neutral,Neutral
- Bnadem toxic fhala 3ashe f cartel qwed mn l Mexique..,1558044912012115969,72.0,73.0,79.0,Negative,Negative,Negative
#HananeElKhader #socialmedianight hanon hbiba khadmi leval mzn bghina nxofok kadarbi plz bghina la9ab lik kanmoto 3lik slt nassim rafa anis,678573753564012546,72.0,73.0,79.0,Positive,Positive,Positive
"@VengerVengeance @ZinabOussama hhhhhhhhhhhhhhhh zidi zidi Goli !! lbare7 men l9ahra dyal X FACTOR jatkom Zineb, mo7al tkono n3essto hhhhhhhh",579627984606359553,79.0,72.0,73.0,Negative,Negative,Negative
@SaraSarsoratiti ra 7na 3arfin chkon sohila mntsnawch msg man 3andha kaynin chi wa7din m3rofin ghadin ynt9doha wa5a tchad tayara 3ndo,716033213668450304,79.0,73.0,72.0,Neutral,Neutral,Neutral
Ouf ba3da machi beurk 😂😂😂 https://t.co/ZbcErmgSSA,703589845411692544,73.0,72.0,79.0,Neutral,Neutral,Neutral
"@Warda_Maghribia @HananeElKhader @RaphaelJabbour1 asegu3a daba ynodolek jama3at ana anssa7ib, ye7eydolek jenssiya khedrawiya hahahah :D",722474960124514304,79.0,73.0,72.0,Negative,Negative,Neutral
Tsala lik lbouta w matkhsrch lik l brika 😭😭,1277713871365603338,73.0,72.0,79.0,Negative,Neutral,Neutral
@yassminapilote @LourinH25 @sallyy2105 hhhhh amiiin ya rab o ikjalikiii kaman,634073780235714560,72.0,79.0,73.0,Positive,Positive,Indeterminate
jawbini kifach ndiro lajh taaabiri@Wissal33300639,668554415155073024,79.0,73.0,72.0,Neutral,Neutral,Neutral
@malikamaroc123 ana f khedmaaa kayn chi lien fach ntfareej !!,577788472158765057,72.0,79.0,73.0,Neutral,Neutral,Neutral
@fififiver @stellacaramelle la bado dal3 iji 3andi ana ra7 ichaf dala3 sa7i7,651479410034495488,73.0,72.0,79.0,Neutral,Indeterminate,Indeterminate
@farawlaaya @Saadlamjarred1 Tat3jbni bzef khdamtk nti o @FATMA_TEARS tatjibo les vidéos las9in,723293501304258560,73.0,79.0,72.0,Positive,Positive,Positive
@Larryarabe shkoun lli kikhallas shkoun?? lmhm wa all know that modest kitba3 leflous finma kanou o lets face it USA darouri maykoun 3andhom,584526287030595584,72.0,79.0,73.0,Neutral,Neutral,Neutral
lihodiyat kaythano m3a ba3diyathom kokna hna may3tabronach 2o mayrarboch 3lina hta hna t3aydna bi3id miladna #L3onsiriya wa #Lkorh,794626311885045760,79.0,73.0,72.0,Negative,Negative,Negative
@wwff310 @ELAJORRYHAJAR hhhhhhhhhhhhhhhhh matjawboch hada rah la9itt mne douk dzarin li ness ness lay3fo rah chb3o fih m3yor odb ja andna,557211235331371009,72.0,79.0,73.0,Negative,Negative,Negative
#ايهاب_امير_في_رشيد_شو #IhabAmir sawaaa7e wana machi layali sawahe,875872876968259584,73.0,79.0,72.0,Neutral,Positive,Indeterminate
@Kenza__Morslii habibti kanouz ga3 mgharba kayhma9o 3lik w9tach atzourina !,589600182368624640,79.0,72.0,73.0,Positive,Positive,Positive
Arabic 101: As-salāmu ‘alaykum: Peace be with you (to say hello). Min fadlik: Please. Na’am: Yes. Lā: No. #ilovephotography #ilovetravel #adventureisoutthere #travelphotography #travel… https://t.co/WO8T3VTdGf,1087045199103225857,79.0,73.0,72.0,Neutral,Indeterminate,Indeterminate
@malaksoukafifo @ghizlane_HLO @hasouna2510 @ElameraRoma inti o yaha mahchamtoch chi jiyin hata l3andu o ka thadro fiya,555152719812763649,79.0,72.0,73.0,Negative,Negative,Negative
@abraham_jad @MoudiAsma @marooc200 ewa yal maredd lihdar m3akk golha liya o ba3addd,578899909283352576,73.0,72.0,79.0,Negative,Negative,Negative
@MarYam_Fivers @SaidKarmouz hhhhhh had chi kolchi 3rfha hit galha f fb,619679335730036736,72.0,79.0,73.0,Neutral,Neutral,Positive
"@saraouahabiel @Nissantiskatiya hnaya mgharba ,ohobna li ihab mitl hobna li hanan ,bas iza ab3adat 3an lmoharij ya nas mahbitouch fhmoni",671452107111800833,79.0,72.0,73.0,Neutral,Neutral,Indeterminate
@fleurmaroc1 @Tiiiiskat90 @souka_19_7 @IbtissamTiskat lbnat 3awnoni ntalbo man rachid show ijibha rah daba safi ghathdar lsahra f 2M,574621269657784321,73.0,79.0,72.0,Neutral,Neutral,Neutral
"@35119a27e4eb4e4 hamdoLAH kol kheer ghi ba3d nass li l'assaf khas t3amil m3ahom haka,sawa2an hna f twitter aw f 7ytna lwa9i3iya",736153725677490177,72.0,79.0,73.0,Negative,Neutral,Positive
@lamyaaw ya7liliiii hahaahaha♥ omggg yonghwa won :o :o :o omggg congratzz♥ hehehe,561198090649358336,72.0,79.0,73.0,Positive,Positive,Indeterminate
@BBero215 elnas dool m by3rfoo4 8er elli zayhom w mn els7 enna m ndlhom4 ehtmam,588354686014619648,79.0,73.0,72.0,Negative,Indeterminate,Indeterminate
Na tiela yo motema. @ A Wahd Lblasa https://t.co/aleu6UfiT1,829467440174227456,73.0,72.0,79.0,Neutral,Indeterminate,Indeterminate
@Snazooo1 Mochkila Ana 3andi man 2020 hhhh tfooo,1366682292949778437,79.0,72.0,73.0,Negative,Negative,Negative
@AzzNoha siri lah iligiha lik lah i3tik cghi mosiba kkolchi ki d3i fik lah youmhil la youhmil raki dalma lbent mat3rafi ach ghad iw9a3 lik,673654641964486657,72.0,73.0,79.0,Negative,Negative,Negative
@LeSheriiff Nari wili la hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh @karimOUTTA,754233978836684802,79.0,73.0,72.0,Negative,Negative,Neutral
@khloudissa sara7a ana mabe3raf bas sma3t,778599957653811202,79.0,73.0,72.0,Indeterminate,Indeterminate,Indeterminate
@miladhad W akheran sayara nour kitaboka estazi l 3azizi met2akda rah yel2a rawaj kbiir L 2ano yestahil Good luck♥♥♥,552249093834420225,79.0,73.0,72.0,Positive,Indeterminate,Indeterminate
@IbtissamTiskat betyy hna bikhiir b choufteeeek,584348841014624256,79.0,73.0,72.0,Positive,Positive,Positive
@AlArabiya nahno jomhor najm ihab amir ladi ta3arada litazwir f staracademy b3da mafadaha moara wa tala3ob f staracademy,685086693683277824,73.0,72.0,79.0,Negative,Negative,Positive
@omarov55 mais sohila asl o ba9i t9lid daba y3yaw ana chakit wala klchi dayr tswira ihab o galss yssb f sohila l3boha mzn o bano li nj7o,718797351247339520,73.0,79.0,72.0,Negative,Positive,Positive
"@nada0074 ana a khti mafrassi walo oma3arfach aslan 3la ach tathdri,min jihti rah makyn walo o jani ghreeb nsma3 mnak had lhadra",751049880240529408,79.0,73.0,72.0,Negative,Negative,Neutral
@najwakaram Ana mabimchi wara dijal,627490525600448512,73.0,79.0,72.0,Negative,Indeterminate,Indeterminate
@jklmn1234561 w3tini dalil ana 9aftan torki?w3tini dalil 9ati3 ana sra9na toratkom wano ta3kom? ba3da achno sra9na??7int ana hami ghi 9ftan,757284456910708737,73.0,79.0,72.0,Negative,Neutral,Neutral
#IbtissamTiskatInMEMA2014 Ibtissam Tiskat ya rab ikon m3aha,604379765584367616,72.0,73.0,79.0,Positive,Positive,Positive
@LolMimita @DouniaBatmaA hhhhh ok hbiba wakha mafhamtkch mais kolchi ndiroh 3la 9bal @douniabatmaA ila bghiti hadri m3aya f prive ok,701132605845020674,73.0,72.0,79.0,Positive,Positive,Positive
Ich bin so begeistert von ___ Band! a) dieser neuen b) diese neue c) dieser neue,570383680272764928,73.0,79.0,72.0,Indeterminate,Indeterminate,Indeterminate
@tarek_alioua Ka ysslem 3lik 😅 Gallik douze ida 3ndek chi 8emza,1269261928578383872,72.0,79.0,73.0,Neutral,Neutral,Positive
chti7 fl biran nas ghar9in f chikat https://t.co/aWA7WYpSn3,1558234354878496769,72.0,73.0,79.0,Neutral,Neutral,Neutral
@chamsassabah @St7Soso @souka_official @sabir_sondosse @sanae2m1 soukaina dik nhar drt follow haydato o 9lt f khass anni ghlatt....,602060574923567104,79.0,73.0,72.0,Neutral,Neutral,Neutral
@MBCTheXFactor ana kantmana the five li yrebhoooooo,608715371445678080,79.0,73.0,72.0,Positive,Positive,Positive
@Saadlamjarred1 Chfna l7al9a o 3awdna chfnaha sara7a la yomal min choftak wala min soutak RBI i7fdak lina WLD BLADI #SAM_B,623229555638169600,73.0,79.0,72.0,Positive,Positive,Positive
@Chaouali1970 Ya akhi hadak Wjhak wla gfak Kont na7tarmk lyoma ta7ti mn nadari ya3ni ba3d kol hada watara anna taraji yasta7i9 al kass F you,1159575743074119707,79.0,72.0,73.0,Negative,Negative,Negative
@NabilaTiskat @IbtissamTiskat ma3jbtnich tari9a bach kathdar bagha dir li9a2 omaradyach thdar m3aha 7sn blach !!,592113965796327424,73.0,72.0,79.0,Negative,Negative,Neutral
@fadwa30fes lach achno dar mani 9altiha,697755167555522562,73.0,72.0,79.0,Neutral,Neutral,Neutral
@SsaadLamj @Saadlamjarred1 hna bghina SAAD dima frhan bina 3afakom sawto plzzzzzzzzzzzzzzzzzzzzz,551340229182119936,72.0,79.0,73.0,Positive,Positive,Positive
@anasbennis07 s3datk akhoya mn 2015 wnta f twitter,1269279149820203008,79.0,73.0,72.0,Positive,Positive,Positive
"@najwakaram bta3rdi had l2yam li inti mou hun, saba7 w mase2 b aguaniikii walahiiii 😘😘 B7ibek 2ed hiiik http://t.co/P62jqKHtwN",598495437637693440,72.0,79.0,73.0,Indeterminate,Indeterminate,Indeterminate
@nourwsf0 Dkxi a akhi diro ma li bhalk rjal mam3ahomx t9hbin,1549904096420925440,79.0,73.0,72.0,Negative,Negative,Indeterminate
@inwi 3lach zadto fi dayler,568418546352570368,73.0,79.0,72.0,Negative,Neutral,Neutral
"@ikramkharbouch_ @Loonaselene @BalthazarBatata Ewa sf makin li i7achiha lik , yalah jit mn nadour matsawe9 lia 7ad hhhh",1392496095096418304,79.0,72.0,73.0,Negative,Negative,Negative
@JaberJag wayeeh serbia 9rit kano ki9tlo les muslims ....HHHHHHHHH mais daba mab9awch o lah o3lem,589780860699860992,73.0,79.0,72.0,Negative,Neutral,Neutral
@taeyaya4 Kayna chi whda hsn mn hdi f Twitter ??,1286464168154017794,79.0,73.0,72.0,Neutral,Neutral,Positive
@sanae2m1 @souka_official sana wach ma b4itich tadwi t5alina nodo na3so wala chno #SoukainaBoukries,553695427061903360,73.0,79.0,72.0,Negative,Neutral,Neutral
sultaana hananne w l mauve yaaaay https://t.co/LI5EYicPSB,698296907861528577,73.0,79.0,72.0,Positive,Positive,Positive
@hhhh11123137 wwrawni nchofo kifach 3rafto anaha tssajlat,560497175948705795,72.0,73.0,79.0,Neutral,Neutral,Neutral
@raw3a123raw3a12 hhhh la omsefta liha nto fakhr je sais pas quoi bazz wllah hta bzaf 3lihom tamghrabit,687710625129181186,73.0,72.0,79.0,Negative,Negative,Neutral
"@omarov55 @d_meriem31 je parle 3ela rassi ana et cheno 9alt heta ntouma aji chofi daba cheno katketbo maintenant, ana j'ai dit mabrouk",560171380688556032,72.0,73.0,79.0,Neutral,Neutral,Positive
